N	3gram	Tiupa_Narr_1	Hudozhes
1	по отношению к	6	10
2	присутствия в мире	2	7
3	в отличие от	5	7
4	не сводится к	2	6
5	то же время	3	6
6	в то же	3	6
7	более или менее	2	5
8	с другой стороны	4	5
9	той или иной	4	5
10	в том что	8	5
11	состоит в том	3	4
12	так и не	2	4
13	и того же	1	3
14	всех без исключения	1	3
15	с точки зрения	2	3
16	кадров внутреннего зрения	1	3
17	ни в мире	3	3
18	одного и того	1	3
19	несет в себе	1	3
20	в конечном счете	2	3
21	но не слияние	1	3
22	тем не менее	3	3
23	того или иного	2	3
24	можно сказать что	4	3
25	в этом смысле	1	3
26	сближение но не	1	3
27	в той или	2	2
28	себя в другом	1	2
29	в данный момент	1	2
30	и не могло	1	2
31	мы имеем дело	2	2
32	как бы не	1	2
33	личностного присутствия в	1	2
34	причастной вненаходимости бахтин	1	2
35	тот или иной	1	2
36	в таком случае	2	2
37	и в то	1	2
38	позволяет говорить о	1	2
39	во всей его	1	2
40	в основе своей	4	2
41	сказания или анекдота	2	2
42	до известной степени	1	2
43	как уже говорилось	1	2
44	в значительной степени	2	2
45	не могло быть	1	2
46	в рамках которого	1	2
47	героя тогда как	1	2
48	преодолеваемая даль и	1	2
49	с одной стороны	7	2
50	в рамках художественного	1	2
51	является своего рода	1	2
52	кто говорит и	2	2
53	уготованной ему позиции	1	2
54	в равной степени	1	2
55	а с другой	1	2
56	так или иначе	2	2
57	в свою очередь	3	2
58	и позволяет говорить	1	2
59	речевая маска такого	2	2
60	в мире на	1	2
61	участок текста характеризующийся	1	2
62	отношения к сообщаемому	2	2
63	вокруг я героя	2	2
64	в русской литературе	1	2
65	том числе и	4	2
66	индивидуального речевого замысла	2	2
67	по сути дела	2	2
68	в мире это	1	2
69	в том числе	6	2
70	в силу своей	1	2
71	даль и сближение	1	2
72	и прежде всего	1	2
73	со стороны адресата	2	2
74	и в форме	2	2
75	и сближение но	1	2
76	как к содержанию	2	2
77	авторства выше она	1	1
78	сомнению отсюда существенная	1	1
79	от диалогической ситуации	1	1
80	занимающего позицию внутренне	1	1
81	нейтральное к языку	1	1
82	не у-влекать слушателей	1	1
83	и интонациями он	1	1
84	слова не сводится	1	1
85	статус научной истины	1	1
86	анекдотической стратегией морализме	1	1
87	с иными подробностями	1	1
88	жизни анекдот должен	1	1
89	в вероятностном и	1	1
90	вещами и ценностями	1	1
91	устанавливаются отношения ценностно-смысловой	1	1
92	по своей природе	1	1
93	общеизвестные пришел увидел	1	1
94	ситуации жизненного выбора	1	1
95	внутренне свободного игрового	1	1
96	не слияние концепированный	1	1
97	не могли бы	1	1
98	высказывания > кто	1	1
99	в его личностности	1	1
100	дистанции между ними	1	1
101	компетенции суть референтная	1	1
102	устремленный от одного	1	1
103	то есть субъектом	1	1
104	явлений группирующихся вокруг	1	1
105	слова эта возможность	1	1
106	оценки и иных	1	1
107	выбор лексики например	1	1
108	предел сказания героическая	1	1
109	не в состоянии	1	1
110	в нем определенные	1	1
111	замысла поэтому форма	1	1
112	и адресат протороманного	1	1
113	к однозначности и	1	1
114	произнесения сказания субъект	1	1
115	что иное как	2	1
116	в принципе могут	1	1
117	в новелле есть	1	1
118	их внутреннюю обособленность	1	1
119	выше она названа	1	1
120	романным жизнеописанием биографической	1	1
121	при этом остается	1	1
122	характерно что несмотря	1	1
123	диалогизм биографического слова	1	1
124	коммуникативной стратегии жизнеописания	1	1
125	оно не предполагает	1	1
126	анекдот же в	1	1
127	существования мандельштам справедливо	1	1
128	впервые освоена в	1	1
129	раннего зачинателя этой	1	1
130	поступки в притче	1	1
131	своего рода хоровое	1	1
132	рекоша но от	1	1
133	определяется предметом целью	1	1
134	точки зрения и	1	1
135	как ни анекдот	1	1
136	невозможно притчевое нормативное	1	1
137	и соотношений такая	1	1
138	оно существенным образом	1	1
139	оцененном мире слово	1	1
140	в исконном значении	1	1
141	рода механизмом активизации	1	1
142	говорящий здесь только	1	1
143	мнению и сомнению	1	1
144	останется не реализованной	1	1
145	его вступление в	1	1
146	компетенции для него	1	1
147	являет собой лишь	1	1
148	может быть редуцирован	1	1
149	в этой фразе	1	1
150	нравственный закон собственно	1	1
151	в чистом виде	1	1
152	столько от содержания	1	1
153	вероятностном и многосмысленном	1	1
154	и подобен новеллистическому	1	1
155	может как быть	1	1
156	от мастерства рассказчика	1	1
157	героя окажется неадекватным	1	1
158	события на поучающего	1	1
159	слова прямой речи	1	1
160	компетенция рассказывающего анекдот	1	1
161	это ощущение составляет	1	1
162	сюжетообразующим при этом	1	1
163	новелла первоначально предполагает	1	1
164	между ними здесь	1	1
165	такого знания означала	1	1
166	сводится к этим	1	1
167	и другого в	1	1
168	убеждения организующего учительный	1	1
169	они бытуют как	1	1
170	тексте может быть	1	1
171	этим моментам родственным	1	1
172	не претендуют на	1	1
173	обладать проективной компетентностью	1	1
174	потому нейтральное к	1	1
175	как быть так	1	1
176	всегда эксплицированного в	1	1
177	обычно неприемлемо ни	1	1
178	дает позвоночника роману	1	1
179	между которыми устанавливаются	1	1
180	мира которая своей	1	1
181	времени старого европейского	1	1
182	претендуют на статус	1	1
183	необходимо понимание излагаемой	1	1
184	надлежит уметь проецировать	1	1
185	поэтому форма авторства	1	1
186	говорит и как	1	1
187	вероятностный опыт частного	1	1
188	сказания это риторика	1	1
189	но от божья	1	1
190	виде целенаправленно устремленный	1	1
191	определена как регулятивная	1	1
192	есть креативная компетенция	1	1
193	не всегда эксплицированного	1	1
194	объект и адресат	1	1
195	ни для рассказчика	1	1
196	и одна ночь	1	1
197	компетенция биографического дискурса	1	1
198	к сообщенному знанию	1	1
199	окажется неадекватным субъект	1	1
200	будет адекватным данному	1	1
201	плачу и наделенного	1	1
202	сказания или притчи	2	1
203	биографического слова не	1	1
204	равнодостойные субъекты смыслополагания	1	1
205	не быть субъектом	1	1
206	мире на свой	1	1
207	отношений которое гегель	1	1
208	чужой жизненной позиции	1	1
209	ибо предметно-тематическое содержание	1	1
210	и раскованной беседы	1	1
211	нами не как	1	1
212	мир как опыт	1	1
213	дискурса претерпевшего к	1	1
214	смыслополагания между которыми	1	1
215	в хх веке	1	1
216	непреложный и неоспоримый	1	1
217	традиции как плутарх	1	1
218	как ценностного центра	1	1
219	предварительное знакомство слушателей	1	1
220	в иной ситуации	1	1
221	сюжета притчи лично	1	1
222	герою определяемое отсутствием	1	1
223	иметь в виду	1	1
224	или хулы плача	1	1
225	а не с	1	1
226	он и подобен	1	1
227	вырастающая из анекдота	1	1
228	судьба или долг	1	1
229	авторской позиции организующей	1	1
230	и слушающих общим	1	1
231	прежде всего в	1	1
232	с читателем к	1	1
233	дозволенное посрамление словесное	1	1
234	в мире случайности	1	1
235	компетентностью адресата фактический	1	1
236	где демонстрируется как	1	1
237	характера инициативно-авантюрное поведение	1	1
238	понимание излагаемой жизни	1	1
239	перед ним определенные	1	1
240	контексте знаменует не	1	1
241	в иисусовой притче	1	1
242	мира в притче	1	1
243	креативная компетенция говорящего	1	1
244	во внутренне статичном	1	1
245	случая непредсказуемое стечение	1	1
246	него убеждения организующего	1	1
247	мастерства рассказчика не	1	1
248	в принципе можно	1	1
249	уточнить что сообщаемое	1	1
250	готовом стабильно дифференцированном	1	1
251	который в отличие	1	1
252	дискурсу возможность которого	1	1
253	на репродуцирование сообщенный	1	1
254	остроумно находчивое или	1	1
255	отличало по характеристике	1	1
256	ощущаться завершенная и	1	1
257	табу дозволенное посрамление	1	1
258	столь раннего зачинателя	1	1
259	регулятивная отношение слушателя	1	1
260	в анекдоте хаотичен	1	1
261	такого дискурса авторитарная	1	1
262	по характеристике с.с	1	1
263	непосредственную ответную реакцию	1	1
264	герои сказания или	1	1
265	риторики составляет преломляющая	1	1
266	иными соседствами именно	1	1
267	да и персонажи	1	1
268	иной интонации и	1	1
269	рецепцией притчевая дискурсия	1	1
270	необходимости известного предназначения	1	1
271	коммуникативная характеристика того	1	1
272	мы строим свою	1	1
273	учителя жизни постоянно	1	1
274	безответственную передаваемость из	1	1
