N	3gram	Trubetskoy_1	Myslijsy
1	по отношению к	1	8
2	заключает в себе	1	8
3	в том что	7	7
4	в этом случае	3	5
5	по крайней мере	1	5
6	не может быть	4	5
7	о том что	2	5
8	а между тем	5	4
9	то же самое	1	4
10	до сих пор	5	4
11	и то что	3	4
12	и в этом	1	4
13	на то что	4	4
14	для того чтобы	6	4
15	тем не менее	1	4
16	на самом деле	6	3
17	может быть назван	1	3
18	с точки зрения	9	3
19	вместе с тем	3	3
20	в том случае	4	3
21	во всяком случае	6	3
22	лишь тогда когда	1	3
23	и таким образом	1	3
24	то же время	10	3
25	от того что	1	3
26	не есть только	1	3
27	в то же	10	3
28	то и другое	1	2
29	в том и	2	2
30	в том же	1	2
31	так как оно	1	2
32	только в том	2	2
33	до известной степени	1	2
34	можно было говорить	1	2
35	на этот вопрос	1	2
36	это потому что	2	2
37	есть то что	1	2
38	в данном случае	3	2
39	и в том	2	2
40	а в том	1	2
41	и как бы	1	2
42	вопрос о том	1	2
43	в большинстве случаев	2	2
44	то-то и то-то	1	1
45	а следовательно и	2	1
46	к ближнему и	1	1
47	если бы все	1	1
48	не заботясь о	1	1
49	в силу этого	1	1
50	то хотя бы	1	1
51	даже тогда когда	1	1
52	в этом настроении	1	1
53	и того же	1	1
54	дело в том	1	1
55	в том виде	1	1
56	на том основании	1	1
57	в настоящее время	2	1
58	в том числе	1	1
59	и не только	1	1
60	и то и	1	1
61	том случае если	3	1
62	по отношению ко	1	1
63	они в своем	1	1
64	то это потому	2	1
65	особое значение и	1	1
66	в этом отношении	1	1
67	того и другого	1	1
68	к тому чтобы	4	1
69	даже и в	1	1
70	и не может	3	1
71	точно так же	2	1
72	но мы должны	1	1
73	что все это	1	1
74	человек только тогда	1	1
75	не подлежит сомнению	1	1
76	чтобы понять что	2	1
77	не признает за	1	1
78	то этим самым	1	1
79	мы не знаем	1	1
80	на первый взгляд	1	1
81	смысле этого слова	1	1
82	в связи с	1	1
83	еще не было	1	1
84	в этом состоит	1	1
85	но при этом	1	1
86	таким же образом	2	1
87	в свою очередь	1	1
88	таким образом при	1	1
89	то есть не	1	1
90	не только к	2	1
91	друг к другу	1	1
92	лишь в том	2	1
93	не следует чтобы	1	1
94	и состоит сущность	1	1
95	но на самом	1	1
96	о котором мы	1	1
97	именно в силу	1	1
98	том основании что	1	1
99	роль в истории	1	1
100	заключается в том	1	1
101	в том чтобы	1	1
102	и вместе с	2	1
103	мы можем думать	1	1
104	с самого начала	1	1
105	как бы ни	1	1
106	если признать что	1	1
107	речь идет о	1	1
108	том числе и	1	1
109	одного и того	1	1
110	друг от друга	2	1
111	и ту же	1	1
112	к тому что	2	1
113	только в этом	1	1
114	по которому оно	1	1
115	быть не может	1	1
116	одну и ту	1	1
117	том случае когда	1	1
118	но и к	2	1
