N	2gram	Bakhtin_sl_2	Analitik
1	в качестве	1	31
2	может быть	37	29
3	в том	5	27
4	не может	20	22
5	и не	22	21
6	в частности	1	19
7	и в	39	18
8	но и	21	17
9	а не	14	17
10	отнюдь не	1	15
11	не только	24	15
12	не в	9	14
13	в этом	16	13
14	как и	6	13
15	в его	7	13
16	при этом	7	12
17	том что	5	12
18	в себе	2	11
19	то есть	26	11
20	произведения в	1	11
21	но не	6	10
22	то же	4	9
23	в то	4	9
24	а в	4	9
25	есть не	1	8
26	в мире	1	8
27	текста и	1	8
28	но в	6	8
29	нуждается в	2	8
30	в той	4	8
31	этого слова	1	7
32	особого рода	1	7
33	в сущности	6	6
34	по отношению	4	6
35	отличие от	13	6
36	в самом	1	6
37	это не	5	6
38	далеко не	2	6
39	точки зрения	8	6
40	в своей	1	6
41	в отличие	12	6
42	в основе	4	6
43	по своей	1	6
44	той или	5	6
45	должен быть	2	6
46	в себя	2	6
47	же время	4	6
48	только в	5	6
49	себя в	8	6
50	то что	2	6
51	или иной	5	6
52	прежде всего	8	6
53	в их	2	5
54	и на	4	5
55	и как	3	5
56	в целом	1	5
57	в этой	1	5
58	лишь в	3	5
59	и его	33	5
60	о том	2	5
61	между тем	3	5
62	и т.п	2	5
63	как бы	7	5
64	отношению к	4	5
65	что в	3	5
66	того же	1	4
67	в широком	1	4
68	все же	6	4
69	сознания в	1	4
70	с другими	4	4
71	не всегда	2	4
72	с точки	3	4
73	большей или	1	4
74	и более	2	4
75	по себе	5	4
76	в области	2	4
77	ни в	4	4
78	могут быть	7	4
79	так и	15	4
80	не с	3	4
81	с ним	7	4
82	лишь при	2	4
83	в другом	2	4
84	с другой	5	4
85	того что	1	4
86	дело с	4	4
87	уже не	5	4
88	для того	2	4
89	с другим	1	4
90	именно в	2	4
91	себя и	4	4
92	вместе с	2	4
93	в литературе	1	4
94	как предмет	4	4
95	истории литературы	3	4
96	или меньшей	1	4
97	как известно	1	3
98	и т	35	3
99	одним из	2	3
100	и есть	1	3
101	между двумя	1	3
102	место в	1	3
103	в рамках	1	3
104	что как	1	3
105	однако не	1	3
106	вступает в	1	3
107	и к	6	3
108	автора и	2	3
109	в нашем	2	3
110	как он	2	3
111	в нем	19	3
112	он не	2	3
113	таким образом	8	3
114	бы быть	1	3
115	нашем случае	1	3
116	того или	1	3
117	даже в	2	3
118	ведет к	1	3
119	смысл и	2	3
120	однако в	2	3
121	дело не	1	3
122	того чтобы	2	3
123	т п	33	3
124	смысл его	2	3
125	о нем	2	3
126	в таком	4	3
127	не могут	5	3
128	в состав	3	3
129	оно может	2	3
130	в собственном	3	3
131	а также	3	3
132	к нему	3	3
133	с его	7	3
134	еще не	7	3
135	вопрос об	1	3
136	с одной	5	3
137	что и	3	3
138	одной стороны	5	3
139	а именно	2	3
140	что не	1	3
141	смысла и	3	3
142	более того	2	3
143	человек в	6	3
144	она может	2	3
145	и все	5	3
146	хотя бы	3	3
147	что он	2	3
148	или иного	1	3
149	том числе	1	3
150	отношения к	4	2
151	не остается	1	2
152	он может	1	2
153	науки о	1	2
154	мифологическое мышление	2	2
155	иметь место	1	2
156	также и	2	2
157	той же	3	2
158	а как	1	2
159	х годов	2	2
160	в составе	1	2
161	такое отношение	1	2
162	между собой	1	2
163	то он	1	2
164	в противовес	2	2
165	не все	2	2
166	отношение к	4	2
167	с легкой	1	2
168	не просто	1	2
169	за пределы	2	2
170	без другого	1	2
171	до его	1	2
172	как к	3	2
173	могли бы	1	2
174	как уже	2	2
175	все эти	6	2
176	рассказ о	1	2
177	и до	1	2
178	широком смысле	1	2
179	на его	2	2
180	и по	1	2
181	на этом	3	2
182	или иных	1	2
183	и с	9	2
184	на все	1	2
185	вовсе не	10	2
186	так как	4	2
187	несмотря на	1	2
188	рода и	1	2
189	такой же	1	2
190	одного и	1	2
191	для него	7	2
192	при изучении	1	2
193	не столько	3	2
194	на каждом	2	2
195	только для	1	2
196	которые в	2	2
197	произведений искусства	1	2
198	для этого	4	2
199	национального языка	3	2
200	тогда когда	2	2
201	в процессе	13	2
202	только не	1	2
203	никогда не	7	2
204	в сознании	1	2
205	отличается от	2	2
206	как мы	7	2
207	роль в	2	2
208	и о	1	2
209	здесь не	4	2
210	говорит и	2	2
211	в пределах	13	2
212	и сам	1	2
213	особенно в	2	2
214	еще в	1	2
215	должно быть	1	2
216	за пределами	1	2
217	можно сказать	1	2
218	ним и	2	2
219	романа в	5	2
220	может иметь	3	2
221	один из	5	2
222	в двух	1	2
223	есть чисто	1	2
224	его и	2	2
225	в новом	2	2
226	сами по	1	2
227	не о	1	2
228	может служить	1	2
229	случае не	1	2
230	этом отношении	3	2
231	мира в	1	2
232	на фоне	4	2
233	и потому	7	2
234	из возможных	1	2
235	как от	1	2
236	установкой на	3	2
237	в данном	2	2
238	не предполагает	1	2
239	тех или	1	2
240	не является	1	2
241	это как	1	2
242	на роль	2	2
243	другой стороны	1	2
244	героя в	3	2
245	в какой	1	2
246	подошли к	1	1
247	себя как	1	1
248	речь идет	1	1
249	например в	5	1
250	человека и	3	1
251	смысле слова	1	1
252	сознания два	1	1
253	в напряженном	1	1
254	в чужой	2	1
255	сознания внутренне	1	1
256	и должны	1	1
257	явления и	1	1
258	по преимуществу	1	1
259	все те	1	1
260	должна быть	3	1
261	собственном смысле	3	1
262	в зависимости	4	1
