N	2gram	Vygotskiy__4	Psycholo
1	и в	20	38
2	то что	15	35
3	все время	4	30
4	в том	42	25
5	в самом	6	25
6	самом деле	7	21
7	что в	19	20
8	может быть	12	19
9	и что	8	18
10	на то	5	16
11	что она	1	16
12	точки зрения	24	16
13	в ней	2	15
14	том что	35	14
15	если бы	5	14
16	как бы	7	14
17	потому что	12	14
18	в этом	24	13
19	в этой	3	13
20	совершенно ясно	1	13
21	не только	15	12
22	таким образом	25	12
23	было бы	8	12
24	не в	4	12
25	мы видим	10	12
26	мы увидим	1	12
27	что он	6	11
28	то же	16	10
29	в сущности	4	10
30	что это	2	10
31	и не	8	10
32	же самое	7	10
33	увидим что	5	9
34	о которых	1	9
35	с точки	11	9
36	того чтобы	7	9
37	и то	10	8
38	с этим	5	8
39	все же	5	8
40	и как	9	8
41	говорит что	3	8
42	с тем	6	8
43	как и	9	8
44	в одном	1	8
45	видим что	2	8
46	и это	2	8
47	так что	3	8
48	как раз	1	8
49	для того	5	8
50	перед нами	5	8
51	для нас	4	8
52	из этого	1	8
53	мы уже	5	7
54	с другой	12	7
55	заключается в	18	7
56	сущности говоря	1	7
57	мы можем	5	7
58	не может	6	7
59	как мы	13	7
60	никак не	2	7
61	между тем	9	7
62	может служить	2	7
63	а не	7	7
64	а в	2	7
65	и на	6	6
66	в которых	1	6
67	как это	9	6
68	он не	1	6
69	мы видели	6	6
70	тому что	4	6
71	не имеет	2	6
72	самого начала	1	6
73	и его	5	6
74	с и	1	6
75	к тому	6	6
76	указывает на	2	6
77	с самого	1	6
78	ясно что	2	6
79	и здесь	2	6
80	о том	5	6
81	один из	3	6
82	с одной	9	6
83	если мы	10	6
84	из них	4	6
85	так как	10	6
86	до сих	1	6
87	он говорит	2	6
88	должна быть	2	5
89	мы не	1	5
90	я не	1	5
91	в своем	4	5
92	могли бы	9	5
93	в которой	3	5
94	так сказать	1	5
95	на этом	3	5
96	к которым	2	5
97	в своей	7	5
98	казалось бы	1	5
99	и когда	3	5
100	в его	11	5
101	в какой	3	5
102	но и	9	5
103	одной стороны	9	5
104	вместе с	8	5
105	в той	2	5
106	сих пор	1	5
107	или в	1	5
108	о котором	1	5
109	другой стороны	9	5
110	совершенно не	3	5
111	на деле	3	4
112	что эти	2	4
113	что если	2	4
114	которую мы	1	4
115	время как	1	4
116	во всех	1	4
117	мысль что	1	4
118	не то	1	4
119	что они	14	4
120	идет о	3	4
121	как в	5	4
122	когда он	3	4
123	в целом	11	4
124	все эти	5	4
125	в тех	1	4
126	раз в	2	4
127	в себе	10	4
128	в нем	2	4
129	при этом	12	4
130	здесь мы	2	4
131	но если	1	4
132	не могли	1	4
133	что этот	2	4
134	что эта	3	4
135	что с	4	4
136	и другое	1	4
137	из него	2	4
138	никогда не	5	4
139	больше чем	1	4
140	в самой	1	4
141	и совершенно	1	4
142	те два	1	4
143	в виду	3	4
144	что и	9	4
145	с той	2	4
146	только в	10	4
147	конечно не	1	4
148	у него	2	4
149	и даже	1	4
150	и между	6	4
151	из которых	1	4
152	по своему	4	4
153	в течение	1	4
154	того что	10	4
155	мы могли	9	4
156	и для	4	4
157	речь идет	5	4
158	в свою	2	4
159	сказать что	6	4
160	который не	2	4
161	ее в	1	4
162	в своих	1	4
163	должен быть	1	3
164	того же	9	3
165	едва ли	2	3
166	из всех	1	3
167	и значение	1	3
168	оба эти	1	3
169	совсем не	1	3
170	совершенно другой	1	3
171	на словах	1	3
172	и к	5	3
173	но в	3	3
174	та же	1	3
175	из этих	2	3
176	состоит в	4	3
177	одно и	6	3
178	что все	3	3
179	бы в	3	3
180	его в	6	3
181	и тем	8	3
182	ни в	3	3
183	далеко не	2	3
184	в один	3	3
185	со всей	2	3
186	в такой	1	3
187	наше внимание	1	3
188	мы говорили	3	3
189	место в	2	3
190	всякий раз	1	3
191	бы не	1	3
192	в то	1	3
193	в плане	1	3
194	того как	2	3
195	в основе	17	3
196	как только	2	3
197	имеет никакого	1	3
198	из двух	1	3
199	и которые	2	3
200	наряду с	3	3
201	этот второй	1	3
202	и только	4	3
203	здесь не	2	3
204	тот же	9	3
205	уже говорили	2	3
206	которое мы	2	3
207	тем что	7	3
208	параллельно с	1	3
209	что не	1	3
210	то и	1	3
211	в речи	4	3
212	как если	1	3
213	но это	1	3
214	все это	1	3
215	указать на	1	3
216	больше и	1	3
217	главным образом	1	3
218	одновременно и	1	3
