N	2gram	Bakhtin_Pr_3	FransuaR
1	и в	34	40
2	то есть	1	18
3	и его	16	17
4	прежде всего	15	16
5	в этом	16	15
6	в романе	1	15
7	мы уже	6	13
8	не только	10	13
9	в его	22	13
10	и не	29	13
11	вовсе не	11	12
12	что в	7	12
13	как и	18	11
14	но и	12	11
15	таким образом	5	10
16	как мы	7	10
17	в сущности	11	9
18	он не	15	9
19	в них	2	9
20	может быть	19	9
21	и все	19	9
22	и до	1	8
23	той же	2	8
24	и на	6	8
25	отношение к	6	8
26	все эти	4	8
27	и с	15	8
28	во время	2	8
29	в том	3	8
30	у него	4	8
31	но в	16	8
32	то же	14	7
33	в своем	2	7
34	он и	5	7
35	в виду	3	7
36	в ту	1	7
37	в одном	5	7
38	во всех	2	6
39	в самом	8	6
40	в этих	1	6
41	в то	12	6
42	же время	12	6
43	связи с	1	6
44	и других	1	6
45	мы еще	1	6
46	до конца	3	6
47	в той	2	6
48	в своей	3	6
49	здесь и	2	5
50	в нем	19	5
51	со всеми	2	5
52	так сказать	2	5
53	вернемся к	1	5
54	в основе	1	5
55	и для	8	5
56	в особенности	1	5
57	те же	2	5
58	для него	13	5
59	то что	11	5
60	не было	2	5
61	а не	9	5
62	как раз	4	5
63	в своих	1	5
64	также и	1	4
65	жизни и	3	4
66	из всех	1	4
67	в ней	3	4
68	в мире	4	4
69	было бы	2	4
70	ни в	4	4
71	и вы	4	4
72	том что	3	4
73	в эту	1	4
74	в их	1	4
75	даже в	5	4
76	того чтобы	1	4
77	о том	2	4
78	вы не	2	4
79	и о	1	4
80	так в	2	4
81	роль в	1	4
82	особенно в	2	4
83	и во	3	4
84	один из	2	4
85	только на	4	4
86	из них	5	4
87	так как	4	4
88	и даже	7	4
89	до сих	1	4
90	не видит	1	4
91	и потому	2	4
92	в данном	1	4
93	сих пор	1	4
94	в основном	1	4
95	все это	16	4
96	еще более	2	4
97	в заключение	2	4
98	самом деле	13	3
99	на самом	11	3
100	поэтому он	3	3
101	правильного понимания	1	3
102	только для	1	3
103	он был	1	3
104	с его	6	3
105	по отношению	5	3
106	отличие от	2	3
107	в этой	1	3
108	и как	3	3
109	и наконец	5	3
110	и к	12	3
111	в себе	6	3
112	но ведь	1	3
113	при этом	4	3
114	большей или	1	3
115	заявляет что	1	3
116	всех этих	2	3
117	об этом	1	3
118	на протяжении	5	3
119	но именно	2	3
120	мы видели	3	3
121	в отличие	2	3
122	их в	3	3
123	для этого	3	3
124	я вас	6	3
125	одна из	1	3
126	во всем	3	3
127	уже говорили	3	3
128	и мысли	2	3
129	о нем	2	3
130	они были	1	3
131	два месяца	1	3
132	но все	5	3
133	и самое	1	3
134	здесь не	1	3
135	в ее	3	3
136	можно было	1	3
137	еще в	3	3
138	со всею	2	3
139	если бы	4	3
140	в другом	8	3
141	никак не	1	3
142	в значительной	1	3
143	связь между	1	3
144	между тем	3	3
145	нуждается в	3	3
146	что и	5	3
147	во всей	1	3
148	или меньшей	1	3
149	еще не	4	3
150	только в	6	3
151	поэтому и	1	3
152	так и	6	3
153	же и	2	3
154	в начале	4	3
155	не так	1	3
156	в конце	5	3
157	тем что	4	3
158	в других	1	3
159	для того	1	3
160	связан с	2	3
161	и прежде	4	3
162	сказать что	2	3
163	там где	7	3
164	жизнь в	1	3
165	не может	19	3
166	вместе с	4	3
167	ко всем	1	3
168	как в	4	3
169	как бы	27	3
170	и от	5	3
171	жив и	1	3
172	но это	4	3
173	а в	5	3
174	слово в	2	3
175	между ними	1	3
176	но вернемся	1	2
177	в обычном	2	2
178	одним из	1	2
179	например в	2	2
180	того же	2	2
181	это и	2	2
182	по преимуществу	1	2
183	этого он	1	2
184	и этот	2	2
185	обращенное к	1	2
186	на тему	2	2
187	хотя бы	5	2
188	и был	1	2
189	меньшей степени	1	2
190	на них	5	2
191	но не	4	2
192	эпизод с	2	2
193	тут же	1	2
194	его романа	1	2
195	вот как	3	2
196	что он	23	2
197	все же	7	2
198	его к	3	2
199	в этот	2	2
200	в которой	2	2
201	в целом	5	2
202	он в	4	2
203	раз в	2	2
204	в дальнейшем	1	2
205	говорят о	1	2
206	и если	2	2
207	на его	4	2
208	как он	3	2
209	он воспринимает	1	2
210	в корне	1	2
211	и вот	5	2
212	в плане	6	2
213	на этом	4	2
214	значительной степени	1	2
215	здесь мы	1	2
216	лишь в	5	2
217	это вовсе	1	2
218	последние слова	1	2
219	ни одной	1	2
220	далеко не	3	2
221	характер и	3	2
222	в один	1	2
223	точки зрения	8	2
224	в котором	3	2
225	он дает	2	2
226	его отношение	4	2
227	своего рода	2	2
228	но он	3	2
229	том же	1	2
230	нельзя понять	1	2
231	не менее	3	2
232	считает что	1	2
233	он с	4	2
234	до того	1	2
235	этом отношении	1	2
236	не слышит	2	2
237	тонов и	3	2
238	той или	2	2
239	целом в	1	2
240	они и	1	2
241	и это	4	2
242	момент в	1	2
243	данном случае	1	2
244	на основе	1	2
245	сочетается с	1	2
246	и сам	5	2
247	здесь он	1	2
248	времени и	1	2
249	по сравнению	1	2
250	поэтому в	1	2
251	даны в	1	2
252	можно сказать	1	2
253	в разных	1	2
254	тона и	2	2
255	характер это	1	2
256	образом в	1	2
257	с другой	4	2
258	это не	5	2
259	говорит он	3	2
260	в большей	1	2
261	к нему	14	2
262	и так	5	2
263	но как	4	2
264	и ее	2	2
265	в эти	2	2
266	вот этот	2	2
267	конечно не	2	2
268	и у	5	2
269	уже в	3	2
270	слова в	7	2
271	него и	2	2
272	мы знаем	2	2
273	как его	2	2
274	в форме	2	2
275	даже и	4	2
276	рядом с	4	2
277	не были	1	2
278	со всем	2	2
279	одном месте	1	2
280	или иной	2	2
281	чем он	1	2
282	еще и	1	2
283	была и	1	2
284	о чем	2	2
285	мы остановимся	4	2
286	очень часто	2	2
287	с этим	2	2
288	вот я	3	2
289	образ и	1	2
290	этого слова	7	2
291	слова и	10	2
292	о мире	8	2
293	такой образ	1	2
294	какой бы	1	2
295	всем этим	2	2
296	потому что	12	2
297	хотя в	1	2
298	его произведениях	1	2
299	здесь только	1	2
300	одной из	1	2
301	первой книги	2	2
302	в последнем	2	2
303	мы увидим	2	2
304	отношению к	6	2
305	ко всему	1	2
306	из этого	1	2
307	это в	2	2
308	отношения к	1	1
309	и т	8	1
310	и отчасти	1	1
311	цинизма и	1	1
312	утверждение что	1	1
313	если вы	1	1
314	делая его	1	1
315	от самого	1	1
316	не хочет	2	1
317	из его	4	1
318	органически и	1	1
319	в нашу	1	1
320	уже указывали	1	1
321	все те	2	1
322	высшей степени	3	1
323	был и	1	1
324	с таким	4	1
325	в несколько	1	1
326	а уж	1	1
327	или наоборот	1	1
328	социальной и	1	1
329	и лицо	1	1
330	и тут	2	1
331	что уже	1	1
332	мы говорили	1	1
333	ни единого	2	1
334	почти все	2	1
335	есть нечто	1	1
336	требует от	1	1
337	но даже	1	1
338	конечно и	1	1
339	не совсем	1	1
340	вам не	1	1
341	начала в	1	1
342	на мир	1	1
343	и он	2	1
344	на другом	1	1
345	знаете ли	3	1
346	между собой	1	1
347	это действительно	2	1
348	мне на	1	1
349	бы то	4	1
350	со столом	1	1
351	тем как	1	1
352	во внешнем	1	1
353	не исчерпываются	1	1
354	его стиля	2	1
355	видели что	1	1
356	ибо то	1	1
357	то он	1	1
358	не входит	2	1
359	и нуждается	1	1
360	к слову	2	1
361	в общем	4	1
362	менее всего	1	1
363	знал и	1	1
364	оно является	1	1
365	нет и	3	1
366	речи всех	1	1
367	что они	6	1
368	анализ этого	1	1
369	иной степени	1	1
370	в одной	3	1
371	его стиль	1	1
372	может найти	1	1
373	перед нами	1	1
374	виду и	2	1
375	смысле этого	2	1
376	когда он	2	1
377	говорит что	1	1
378	и каждое	1	1
379	не являются	1	1
380	всего как	1	1
381	себе не	1	1
382	них он	2	1
383	именно эта	1	1
384	тон и	2	1
385	бы и	4	1
386	что это	5	1
387	всего романа	2	1
388	за это	1	1
389	или во	1	1
390	вы думаете	5	1
391	не понимал	1	1
392	им в	1	1
393	и тот	1	1
394	во многих	1	1
395	и резко	1	1
396	но на	4	1
397	не могла	1	1
398	все они	1	1
399	в первых	2	1
