N	3gram	Berdyaev_M_1	Tvorches
1	в романах достоевского	1	12
2	в братьях карамазовых	3	6
3	в творчестве достоевского	4	4
4	по отношению к	2	3
5	в записках из	1	3
6	у достоевского в	1	3
7	до сих пор	2	3
8	записках из подполья	1	3
9	о великом инквизиторе	4	3
10	жизни идей в	1	3
11	не может быть	17	3
12	никогда не было	1	2
13	в самом деле	1	2
14	и не может	2	2
15	в отличие от	1	2
16	но у достоевского	1	2
17	в наше время	1	2
18	преступления и наказания	1	2
19	это прежде всего	1	2
20	достоевский никогда не	1	2
21	во всяком случае	1	2
22	в дневнике писателя	2	2
23	записки из подполья	1	2
24	и т п	1	2
25	о том что	1	2
26	ивана карамазова и	2	2
27	у достоевского нет	4	2
28	в том что	1	2
29	он живет в	2	1
30	у достоевского это	2	1
31	достоевского как и	1	1
32	если он не	1	1
33	нет и не	1	1
34	записок из подполья	5	1
35	потому что в	3	1
36	инквизиторе иван карамазов	1	1
37	достоевский не только	1	1
38	кто бы он	1	1
39	на путях свободы	1	1
40	может быть назван	1	1
41	начале xix века	1	1
42	он ни был	1	1
43	в его романах	2	1
44	бога и дьявола	2	1
45	и ивана карамазова	2	1
46	нужно сказать что	1	1
47	начале xx века	1	1
48	идей у достоевского	2	1
49	униженных и оскорбленных	1	1
50	можно было бы	1	1
51	достоевского нет ничего	2	1
52	сам достоевский в	1	1
53	в том смысле	2	1
54	достоевского нет никаких	1	1
55	у достоевского есть	5	1
56	как будто бы	2	1
57	всегда и везде	1	1
58	в них нет	2	1
59	тем что он	2	1
60	что красота спасет	1	1
61	есть одно только	1	1
62	великом инквизиторе иван	1	1
63	в начале xix	1	1
64	и сам достоевский	1	1
65	раскольников не был	1	1
66	не могут быть	2	1
67	не только для	1	1
68	так и не	1	1
69	у достоевского мы	1	1
70	это не значит	2	1
71	в мире и	1	1
72	в ином мире	1	1
73	одну и ту	1	1
74	в начале xx	1	1
75	в то время	2	1
76	достоевского прежде всего	2	1
77	что он был	1	1
78	в нем нет	1	1
79	как и всякая	1	1
80	том смысле что	1	1
81	нет ничего кроме	1	1
82	это и есть	4	1
83	человека на путях	1	1
84	красота спасет мир	1	1
85	и никогда не	1	1
86	xix века в	2	1
87	и всякий раз	1	1
88	была для него	1	1
89	бы он ни	1	1
90	и ту же	1	1
91	но это не	1	1
92	с настасьей филипповной	1	1
93	и я бы	1	1
94	не значит что	1	1
95	и в том	1	1
96	и революционный социализм	1	1
97	к ней в	1	1
98	в высшей степени	2	1
99	не так как	1	1
