N	3gram	Ircho_Kome_3	StatiiOP
1	и т д	1	21
2	в том что	9	17
3	о том что	4	11
4	для того чтобы	6	10
5	и т п	3	9
6	с точки зрения	3	8
7	до сих пор	9	7
8	в этом отношении	2	7
9	с другой стороны	2	6
10	во всяком случае	3	6
11	в самом деле	6	5
12	то же время	4	4
13	так и в	1	4
14	что и в	2	4
15	на то что	1	4
16	в то же	4	4
17	по отношению к	3	3
18	и в этом	1	3
19	ничего общего с	1	3
20	и в самом	3	3
21	но все же	2	3
22	за то что	1	3
23	в свое время	1	2
24	в том числе	1	2
25	в этом случае	2	2
26	в первую очередь	1	2
27	том числе и	1	2
28	по крайней мере	1	2
29	то обстоятельство что	2	2
30	как раз в	1	2
31	с одной стороны	3	2
32	в то время	2	2
33	имеет ничего общего	1	2
34	так или иначе	2	2
35	т е в	2	2
36	чуть ли не	1	2
37	не имеет ничего	1	2
38	при его жизни	1	2
39	на этот раз	2	2
40	вопрос о том	1	2
41	по этому поводу	1	2
42	речь идет о	3	2
43	тем не менее	3	2
44	однако и в	1	1
45	ясно что ни	1	1
46	в чем он	1	1
47	потому что он	1	1
48	в обоих случаях	1	1
49	и его современники	1	1
50	по собственному усмотрению	1	1
51	само собой разумеется	2	1
52	со всеми их	1	1
53	в г в	1	1
54	сказать что пока	1	1
55	не говоря уже	1	1
56	в настоящее время	1	1
57	во время своего	1	1
58	в соответствии с	1	1
59	нет ни одного	1	1
60	в том же	1	1
61	должно было бы	1	1
62	сих пор еще	1	1
63	ни одно из	1	1
64	говоря уже о	1	1
65	в зависимости от	1	1
66	что он не	2	1
67	бы то ни	2	1
68	не по душе	1	1
69	судя по всему	3	1
70	и нуждается в	1	1
71	совсем в другом	1	1
72	кем иным как	1	1
73	об этом не	1	1
74	на мой взгляд	1	1
75	о том как	3	1
76	то время как	2	1
77	здесь нет и	3	1
78	в том чтобы	1	1
79	того чтобы не	1	1
80	ответа на вопрос	1	1
81	своего пребывания в	1	1
82	и в то	1	1
83	время своего пребывания	1	1
84	и в отношении	1	1
85	трудно было бы	1	1
86	в рукописи не	1	1
87	то что он	1	1
88	и не могла	1	1
89	о положении в	1	1
90	вот о чем	1	1
91	в сохранившемся тексте	1	1
92	через сто лет	1	1
93	об этом и	1	1
94	и для нас	1	1
95	не менее и	1	1
96	не виноват в	1	1
97	но столь же	1	1
98	сих пор не	1	1
99	собой разумеется что	2	1
100	что и у	1	1
101	и о том	1	1
102	из того же	2	1
103	навлечь на себя	1	1
104	т е из	1	1
105	сто лет назад	1	1
106	и не хочет	1	1
107	и без того	1	1
108	и никогда не	1	1
109	и не может	1	1
110	в каждом из	1	1
111	друг от друга	1	1
112	гораздо ближе к	1	1
113	она не могла	1	1
114	после того как	1	1
115	к тому что	1	1
116	нет и речи	3	1
117	за сто лет	1	1
118	вовсе не является	1	1
119	именно об этом	1	1
120	несколько в ином	1	1
121	в конце концов	2	1
122	мы встречаем в	1	1
