N	2gram	Propp_Isto_4	EvropaiC
1	таким образом	10	32
2	в том	3	31
3	и в	26	24
4	том что	3	20
5	все эти	3	19
6	не может	6	18
7	то что	16	17
8	может быть	14	15
9	все же	9	15
10	точки зрения	1	13
11	в своем	2	12
12	до сих	5	12
13	в этом	7	12
14	сих пор	5	12
15	с этим	2	11
16	все это	2	11
17	во всех	1	10
18	так и	10	10
19	мы знаем	8	10
20	как бы	3	10
21	все что	4	10
22	на то	3	9
23	при этом	3	9
24	как и	7	9
25	в результате	1	9
26	что в	14	9
27	а и	1	8
28	знаем что	7	8
29	не в	5	8
30	ясно что	1	8
31	если бы	2	8
32	так же	18	8
33	и все	2	8
34	из этих	3	7
35	в силу	5	7
36	о которых	1	7
37	не менее	2	7
38	по существу	3	7
39	по своей	2	7
40	к тому	1	7
41	для этого	1	7
42	о том	4	7
43	и что	5	7
44	что он	10	7
45	но и	12	7
46	и не	9	7
47	должна быть	2	6
48	еще не	6	6
49	и на	2	6
50	тогда как	4	6
51	в этой	2	6
52	и при	3	6
53	данного народа	1	6
54	с ним	1	6
55	что и	9	6
56	того что	2	6
57	только в	3	6
58	так что	2	6
59	так как	9	6
60	мы можем	6	6
61	с другой	4	6
62	вместе с	6	6
63	в европе	1	6
64	у них	1	6
65	как на	1	6
66	между двумя	12	5
67	как к	1	5
68	и к	1	5
69	но в	5	5
70	что это	2	5
71	в целом	2	5
72	в себе	2	5
73	не только	15	5
74	и если	3	5
75	но все	5	5
76	и с	5	5
77	на все	1	5
78	лишь в	2	5
79	его в	9	5
80	в то	1	5
81	как будто	1	5
82	что при	1	5
83	по сравнению	3	5
84	в его	5	5
85	потому что	6	5
86	и их	2	5
87	у него	5	5
88	именно в	1	5
89	ничем не	1	5
90	другой стороны	4	5
91	сравнению с	3	5
92	быть и	1	5
93	к этому	5	5
94	одним из	1	4
95	и то	6	4
96	то же	8	4
97	мы уже	5	4
98	та же	1	4
99	совершенно так	6	4
100	между собой	1	4
101	культуру и	1	4
102	отношение к	2	4
103	что как	1	4
104	хотя и	2	4
105	он не	7	4
106	всех этих	1	4
107	в одну	2	4
108	из них	2	4
109	иначе говоря	1	4
110	выше мы	2	4
111	тем не	2	4
112	из которых	5	4
113	что эта	3	4
114	связи с	3	4
115	в дальнейшем	6	4
116	никогда не	2	4
117	на вопрос	3	4
118	представление об	3	4
119	уже существующих	1	4
120	и у	5	4
121	если мы	1	4
122	не есть	2	4
123	в виде	2	4
124	в области	2	4
125	а с	1	4
126	социальной жизни	1	4
127	не могут	2	4
128	этом случае	3	4
129	мы должны	5	4
130	хотя бы	2	4
131	же как	13	3
132	вопрос о	4	3
133	не вполне	1	3
134	но даже	1	3
135	в данном	3	3
136	мы будем	1	3
137	очевидно что	1	3
138	которые не	1	3
139	в истории	2	3
140	целый ряд	1	3
141	что по	1	3
142	и наконец	1	3
143	в тех	4	3
144	к которой	1	3
145	в нем	2	3
146	на земле	3	3
147	и по	5	3
148	и может	1	3
149	в совершенно	1	3
150	на этой	1	3
151	это не	5	3
152	с тем	2	3
153	в этих	7	3
154	что если	1	3
155	таким же	6	3
156	представление о	1	3
157	даже в	4	3
158	для нас	3	3
159	во всем	3	3
160	от того	2	3
161	у нас	2	3
162	должны быть	1	3
163	основаны на	1	3
164	ничего общего	1	3
165	и это	1	3
166	данном случае	3	3
167	жизнь и	1	3
168	то они	1	3
169	тот же	1	3
170	даже если	1	3
171	очень много	1	3
172	в эти	1	3
173	рассматриваться как	1	3
174	конечно не	2	3
175	в начале	1	3
176	при помощи	10	3
177	и других	3	3
178	как у	1	3
179	или иначе	1	3
180	прежде всего	1	3
181	в связи	2	3
182	и германцев	1	3
183	случаях когда	3	3
184	что только	1	3
185	от него	2	3
186	бы в	1	3
187	тем более	1	3
188	только что	3	3
189	а в	8	3
190	гораздо больше	1	3
191	что мы	3	3
192	указывают на	2	3
193	тех же	2	2
194	в котором	1	2
195	что эти	1	2
196	входящих в	1	2
197	по его	2	2
198	так чтобы	1	2
199	с ее	1	2
200	мы и	1	2
201	в ней	1	2
202	но как	1	2
203	только тогда	3	2
204	совершенно ясно	2	2
205	вступают в	2	2
206	что они	6	2
207	из таких	2	2
208	общего с	1	2
209	есть в	2	2
210	и там	2	2
211	и те	1	2
212	но на	1	2
213	широком смысле	1	2
214	что она	3	2
215	не следует	1	2
216	он все	1	2
217	и социальной	1	2
218	он должен	3	2
219	том чтобы	1	2
220	из него	1	2
221	а затем	3	2
222	представления об	1	2
223	же образом	1	2
224	в них	1	2
225	со своими	1	2
226	и уже	1	2
227	мы видели	6	2
228	одну группу	1	2
229	потому и	1	2
230	такой же	1	2
231	но если	1	2
232	представить себе	1	2
233	в которых	4	2
234	ответить на	1	2
235	образом и	1	2
236	и более	3	2
237	тому что	1	2
238	она не	3	2
239	тем меньше	1	2
240	тем самым	1	2
241	тогда когда	1	2
242	одна из	2	2
243	на него	3	2
244	в основе	1	2
245	что представление	1	2
246	и весь	1	2
247	этих двух	1	2
248	очень мало	1	2
249	на этом	2	2
250	доказать что	1	2
251	что на	2	2
252	современной европейской	1	2
253	как мы	5	2
254	как не	1	2
255	только при	1	2
256	чтобы быть	1	2
257	на том	2	2
258	что у	3	2
259	на нее	1	2
260	те же	3	2
261	веры в	1	2
262	все его	1	2
263	в виду	1	2
264	а к	1	2
265	в другом	5	2
266	другими словами	2	2
267	к нему	6	2
268	было бы	2	2
269	показывают что	2	2
270	но так	1	2
271	но с	1	2
272	этот вопрос	2	2
273	надо понимать	1	2
274	и так	1	2
275	жизни и	1	2
276	эти черты	1	2
277	то и	1	2
278	одно из	1	2
279	вовсе не	4	2
280	к ним	2	2
281	к той	1	2
282	и только	5	2
283	не было	1	2
284	однако это	1	2
285	ее начало	1	2
286	в частности	2	2
287	независимо от	1	2
288	редких случаях	1	2
289	но не	5	2
290	что же	1	2
291	многих других	3	2
292	этого слова	2	2
293	с этой	2	2
294	между прочим	2	2
295	но для	2	2
296	которые будут	1	2
297	не от	1	2
298	с ними	5	2
299	между ними	3	2
300	не знает	1	2
301	не играет	1	2
302	однако мы	1	2
303	они не	1	2
304	вопрос мы	1	1
305	говоря о	1	1
306	например в	3	1
307	предполагает что	1	1
308	он может	2	1
309	силы и	1	1
310	это и	5	1
311	на ступени	1	1
312	из его	1	1
313	к нашим	1	1
314	все те	1	1
315	в зависимости	1	1
316	долгое время	1	1
317	той же	1	1
318	а как	2	1
319	есть не	1	1
320	на тех	1	1
321	мы не	1	1
322	что между	1	1
323	и тут	1	1
324	уже более	1	1
325	время как	1	1
326	на себя	4	1
327	зависимости от	1	1
328	большей частью	3	1
329	к своему	3	1
330	происхождение этого	1	1
331	и самого	1	1
332	на них	1	1
333	он сам	1	1
334	иное как	3	1
335	в широком	1	1
336	в различных	1	1
337	и жизни	1	1
338	так если	1	1
339	играет роль	2	1
340	только после	1	1
341	стал опять	1	1
342	и другие	3	1
343	а только	1	1
344	друг на	1	1
345	если в	1	1
346	а вместо	1	1
347	себе и	1	1
348	со стороны	1	1
349	земле в	2	1
350	по другим	1	1
351	еще один	2	1
352	он при	1	1
353	в центре	1	1
354	которыми они	1	1
355	как в	7	1
356	что именно	1	1
357	бы при	1	1
358	однако не	1	1
359	перед нами	3	1
360	у народов	1	1
361	тех случаях	2	1
362	имеются у	1	1
363	достаточно ясно	1	1
364	и как	5	1
365	его к	3	1
366	ясно показывают	1	1
367	часть этого	1	1
368	есть ли	1	1
369	говорит а	1	1
370	и хотя	1	1
371	в этот	4	1
372	всегда был	1	1
373	возможно что	2	1
374	он в	4	1
375	его следует	1	1
376	у каждого	1	1
377	отчасти и	1	1
378	различных народов	1	1
379	и заставить	1	1
380	нами в	1	1
381	наиболее существенные	1	1
382	не могла	1	1
383	на его	3	1
384	задний план	2	1
385	главным образом	2	1
386	от которого	2	1
387	одному из	1	1
388	силой и	1	1
389	перестает быть	1	1
390	на одну	1	1
391	в узком	1	1
392	и вот	2	1
393	но вместе	1	1
394	чтобы их	1	1
395	людей и	1	1
396	эта же	1	1
397	одно и	1	1
398	здесь мы	2	1
399	часть его	1	1
400	указывали на	1	1
401	другом случае	2	1
402	а его	1	1
403	знает что	1	1
404	на путь	1	1
405	или просто	2	1
406	целью к	1	1
407	уже знаем	1	1
408	он есть	1	1
409	и тем	2	1
410	чаще всего	1	1
411	стоит на	2	1
412	известным образом	1	1
413	по всему	1	1
414	совершенно таким	1	1
415	она и	1	1
416	объясняет нам	1	1
417	этого не	2	1
418	на друга	1	1
419	которой он	2	1
420	сторону его	1	1
421	и такая	1	1
422	в развитии	1	1
423	можно считать	2	1
424	не мог	3	1
425	берет только	1	1
426	к первому	1	1
427	бы на	1	1
428	в своей	4	1
429	иногда тоже	1	1
430	можно найти	2	1
431	попасть в	2	1
432	то для	1	1
433	других племен	1	1
434	не к	2	1
435	свой смысл	1	1
436	что я	2	1
437	для передвижения	1	1
438	у многих	3	1
439	когда эти	1	1
440	но он	4	1
441	друг другу	1	1
442	и эти	1	1
443	их в	7	1
444	однако в	2	1
445	надо признать	1	1
446	что этот	4	1
447	того кто	1	1
448	случае мы	2	1
449	а от	1	1
450	все три	1	1
451	есть нечто	1	1
452	и другое	1	1
453	не имеет	3	1
454	на котором	3	1
455	не своей	1	1
456	на два	1	1
457	ее с	1	1
458	народов в	1	1
459	к этим	2	1
460	поставленный в	1	1
461	не по	2	1
462	в общих	1	1
463	вопрос поставленный	1	1
464	именно с	1	1
465	два различных	1	1
466	они являются	1	1
467	пристальное изучение	1	1
468	к ней	1	1
469	более что	1	1
470	видим что	2	1
471	к представлению	1	1
472	и относится	1	1
473	это слово	1	1
474	и его	10	1
475	же он	4	1
476	его он	1	1
477	со своим	1	1
478	мы бы	1	1
479	только с	2	1
480	их от	1	1
481	не потому	1	1
482	не совсем	1	1
483	часто в	1	1
484	есть только	3	1
485	и другой	1	1
486	только еще	1	1
487	к пониманию	1	1
488	никакого сомнения	2	1
489	правда не	1	1
490	нам то	1	1
491	на нем	5	1
492	здесь не	4	1
493	некоторые другие	1	1
494	сохраняет свою	1	1
495	то время	1	1
496	так в	4	1
497	приводит к	1	1
498	роль в	1	1
499	как с	1	1
500	поэтому мы	1	1
501	за то	1	1
502	в борьбе	1	1
503	сам он	1	1
504	вопрос этот	2	1
505	иногда в	2	1
506	не лучше	1	1
507	основана на	2	1
508	самые отдаленные	2	1
509	собой и	1	1
510	ничего не	5	1
511	имеются и	1	1
512	но мы	3	1
513	всмотреться в	2	1
514	образом мы	1	1
515	или иная	1	1
516	а у	2	1
517	нем не	1	1
518	под этими	1	1
519	от них	2	1
520	видели выше	2	1
521	за эту	1	1
522	общих чертах	2	1
523	раньше чем	5	1
524	примеры показывают	1	1
525	когда оно	1	1
526	это сделать	1	1
527	ним и	1	1
528	в другой	3	1
529	не надо	1	1
530	и подобных	1	1
531	бы нам	1	1
532	и следовательно	1	1
533	связь между	2	1
534	замечает что	1	1
535	в современной	2	1
536	подойдем к	1	1
537	на которой	2	1
538	один из	1	1
539	видели что	3	1
540	мы видим	6	1
541	через которую	1	1
542	позднее время	1	1
543	как нечто	3	1
544	они основаны	1	1
545	к их	1	1
546	животное то	1	1
547	по мнению	1	1
548	что так	1	1
549	этот факт	2	1
550	под него	1	1
551	или выражаясь	1	1
552	в качестве	7	1
553	всем мире	1	1
554	уже не	5	1
555	уже в	2	1
556	только на	1	1
557	или через	1	1
558	в нашей	1	1
559	более позднее	4	1
560	эти части	1	1
561	к каким	1	1
562	же они	1	1
563	направление развития	1	1
564	друг друга	1	1
565	не случайно	2	1
566	много и	1	1
567	заметить что	1	1
568	тем что	5	1
569	ясно показывает	2	1
570	в других	2	1
571	огнем и	1	1
572	даже и	2	1
573	же еще	1	1
574	может рассматриваться	1	1
575	к совершенно	1	1
576	и даже	4	1
577	а именно	3	1
578	эти две	1	1
579	что тот	1	1
580	к которому	1	1
581	в меньшей	1	1
582	животные в	1	1
583	как же	1	1
584	к его	1	1
585	и затем	1	1
586	и пр	11	1
587	только по	1	1
588	а на	4	1
589	а сам	2	1
590	а не	6	1
591	зависит от	1	1
592	на эту	1	1
593	когда она	1	1
594	исторически и	2	1
595	представлению об	1	1
596	он и	1	1
597	виде в	1	1
598	вступает в	1	1
599	есть следствие	1	1
600	к жизни	1	1
601	что за	1	1
602	встречается у	1	1
603	наряду с	3	1
604	смысле этого	2	1
605	чтобы заставить	1	1
606	могут быть	6	1
607	а потом	1	1
608	действительно как	1	1
609	удается но	1	1
610	на пути	1	1
611	чтобы ответить	1	1
612	этой стороны	2	1
613	в который	2	1
614	же самое	2	1
615	же являются	1	1
616	из трех	3	1
617	в более	1	1
618	становится понятным	2	1
619	являются не	1	1
620	которых каждый	1	1
621	в самые	1	1
622	много но	1	1
623	на задний	2	1
624	есть одно	1	1
625	и перед	1	1
626	как эта	2	1
627	или нет	1	1
628	еще более	1	1
629	его тем	1	1
630	в большей	1	1
631	причем эта	1	1
632	будто бы	1	1
633	и ставят	1	1
634	или не	1	1
635	у данного	1	1
636	даже при	1	1
637	и вдруг	1	1
638	получает и	1	1
639	это все	1	1
640	две стороны	1	1
641	сказать что	2	1
642	но этот	2	1
643	мы считаем	2	1
644	что ни	3	1
645	самое что	1	1
646	на своем	1	1
647	в голову	1	1
648	пути к	1	1
649	увидим что	2	1
650	в своих	1	1
651	с такой	1	1
652	точно так	5	1
653	том числе	1	1
