N	2gram	Tiupa_Hudo_2	Komedia
1	и в	28	26
2	в г	2	17
3	едва ли	3	14
4	и не	18	14
5	и его	5	12
6	к тому	7	12
7	так и	8	12
8	тому же	2	11
9	может быть	8	11
10	в том	15	11
11	в этом	13	10
12	но и	9	10
13	столь же	3	9
14	том что	19	9
15	если бы	6	9
16	вместе с	2	9
17	что в	5	9
18	было бы	3	8
19	и на	3	7
20	не только	11	7
21	на себя	3	7
22	что и	4	7
23	из них	2	7
24	ли не	1	7
25	еще не	3	6
26	в своем	5	6
27	о том	12	6
28	в нем	3	6
29	в то	6	6
30	того чтобы	4	6
31	потому что	2	6
32	и здесь	1	6
33	в двух	2	6
34	наряду с	5	6
35	во время	1	6
36	то что	6	6
37	в которой	1	5
38	с его	5	5
39	что он	8	5
40	так что	1	5
41	независимо от	1	5
42	для того	4	5
43	а затем	1	5
44	и с	6	5
45	один из	2	5
46	действующих лиц	1	5
47	в качестве	4	5
48	к этому	1	5
49	уже в	1	4
50	в наиболее	1	4
51	более чем	2	4
52	хотя и	1	4
53	в самом	5	4
54	что это	5	4
55	из этих	2	4
56	это было	2	4
57	по имени	1	4
58	в них	3	4
59	как и	11	4
60	в этих	3	4
61	место в	2	4
62	тому что	4	4
63	не менее	5	4
64	важно что	1	4
65	не по	2	4
66	как будто	4	4
67	как мы	2	4
68	что у	3	4
69	сразу же	1	4
70	можно было	3	4
71	еще в	1	4
72	его в	2	4
73	между тем	8	4
74	в его	11	4
75	только в	4	4
76	же в	1	4
77	в начале	1	4
78	так как	1	4
79	у него	5	4
80	прежде всего	3	4
81	в частности	7	4
82	как это	7	4
83	о его	2	4
84	все же	2	4
85	и для	2	4
86	и от	2	4
87	одной из	3	4
88	точки зрения	2	4
89	например в	1	3
90	становится в	1	3
91	тех же	1	3
92	в котором	6	3
93	то же	6	3
94	той же	2	3
95	это время	1	3
96	в ней	3	3
97	во всех	1	3
98	но не	4	3
99	по отношению	7	3
100	как в	5	3
101	но в	2	3
102	со своей	2	3
103	так или	1	3
104	в этой	5	3
105	как он	3	3
106	но все	1	3
107	человека в	4	3
108	в каждом	1	3
109	могла бы	2	3
110	с дочерью	1	3
111	того как	2	3
112	в самой	1	3
113	же время	4	3
114	к концу	1	3
115	что на	3	3
116	и сам	5	3
117	в поле	1	3
118	то время	1	3
119	к нему	3	3
120	а у	1	3
121	дело с	2	3
122	себя в	8	3
123	для всех	1	3
