N	3gram	Medvedev_F_1	StatiiOP
1	в том что	1	11
2	и т п	4	6
3	не может быть	5	5
4	в этом смысле	1	4
5	с точки зрения	13	4
6	в этом отношении	1	4
7	во всяком случае	4	4
8	с другой стороны	1	4
9	состоит в том	1	3
10	прежде всего в	3	3
11	в связи с	2	3
12	то же время	8	3
13	в то же	8	3
14	но и в	1	2
15	до сих пор	6	2
16	и не в	2	2
17	в том чтобы	2	2
18	с одной стороны	4	2
19	и в этом	2	2
20	все более и	2	2
21	между тем как	1	2
22	заключается в том	1	2
23	с самого начала	1	2
24	более и более	2	2
25	но все же	1	2
26	к тому что	1	2
27	в предисловии к	1	2
28	тем не менее	1	2
29	и т д	8	2
30	и может быть	1	1
31	не может не	1	1
32	между прочим и	1	1
33	более или менее	6	1
34	на самом деле	6	1
35	каждой из них	1	1
36	тот или иной	1	1
37	говоря уже о	1	1
38	вместе с тем	1	1
39	связи с этим	2	1
40	нам известна только	1	1
41	точки зрения своей	1	1
42	в следующих словах	1	1
43	на почве этого	1	1
44	в лучшем случае	3	1
45	с этой точки	1	1
46	а кроме того	1	1
47	в своей статье	3	1
48	и в частности	2	1
49	в своих ранних	1	1
50	в применении к	2	1
51	которая существует в	1	1
52	в самом начале	1	1
53	и если в	1	1
54	по существу это	1	1
55	значительно отличается от	1	1
56	не теряя своей	1	1
57	точки зрения ее	1	1
58	произведение должно было	1	1
59	в чем же	1	1
60	так или иначе	1	1
61	чуждые друг другу	1	1
62	в том отношении	1	1
63	т е как	2	1
64	нас не было	1	1
65	этой точки зрения	1	1
66	от того что	1	1
67	в свою очередь	6	1
68	не только не	2	1
69	т п в	1	1
70	не менее в	1	1
71	том отношении что	1	1
72	у нас только	1	1
73	у нас не	2	1
74	как мы видели	2	1
75	не говоря уже	1	1
76	должно было бы	1	1
