N	2gram	Propp_Russ_2	KulturaY
1	т е	24	38
2	и т	5	33
3	в том	22	30
4	и в	29	24
5	потому что	5	23
6	том что	22	21
7	что в	22	17
8	того чтобы	6	17
9	для того	6	16
10	было бы	3	15
11	и пр	2	15
12	в этом	11	14
13	т д	5	14
14	может быть	13	13
15	все же	2	12
16	таким образом	6	12
17	и не	1	12
18	в его	1	12
19	не в	4	11
20	только в	1	11
21	в самом	1	10
22	не только	10	10
23	у нас	4	10
24	так как	13	9
25	если бы	1	9
26	о том	9	9
27	того что	3	9
28	прежде всего	2	9
29	то что	5	9
30	уже не	4	8
31	то же	4	8
32	том чтобы	2	8
33	тем что	3	8
34	как раз	1	8
35	а не	4	8
36	не может	5	7
37	это не	5	7
38	в них	4	7
39	не менее	2	7
40	связи с	2	7
41	так и	1	7
42	в качестве	3	7
43	с другой	2	7
44	как бы	18	7
45	вместе с	6	7
46	мы имеем	6	6
47	в ней	1	6
48	в которой	2	6
49	все эти	3	6
50	при этом	6	6
51	в которых	4	6
52	тогда когда	4	6
53	можно было	2	6
54	что он	1	6
55	в какой	1	6
56	но и	8	6
57	именно в	4	6
58	все это	10	6
59	другой стороны	1	6
60	например в	1	5
61	еще не	6	5
62	но не	5	5
63	не просто	1	5
64	что это	3	5
65	и с	10	5
66	рядом с	1	5
67	с тем	6	5
68	так сказать	1	5
69	и его	1	5
70	в виду	2	5
71	с ним	1	5
72	и что	5	5
73	между тем	3	5
74	всяком случае	1	5
75	этом отношении	1	5
76	а в	9	5
77	во всяком	1	5
78	переход от	2	4
79	это и	2	4
80	что эти	1	4
81	е как	1	4
82	и на	6	4
83	что они	1	4
84	как в	7	4
85	из этих	2	4
86	на то	1	4
87	в нем	1	4
88	в первую	1	4
89	того или	1	4
90	в данном	6	4
91	и тогда	1	4
92	тем не	2	4
93	стоит в	1	4
94	в таких	3	4
95	в науке	1	4
96	того как	2	4
97	и является	1	4
98	к себе	1	4
99	в пределах	1	4
100	не на	1	4
101	что и	2	4
102	с ними	1	4
103	должен быть	2	4
104	так что	4	4
105	есть в	2	4
106	из них	4	4
107	там где	2	4
108	и потому	1	4
109	с этим	2	4
110	в тех	1	4
111	по существу	4	4
112	один из	2	4
113	же в	6	4
114	в этих	3	4
115	так же	4	4
116	и то	2	3
117	в котором	3	3
118	ему нужно	1	3
119	на себя	2	3
120	то это	1	3
121	так называемые	1	3
122	только тогда	3	3
123	очевидно что	2	3
124	в своем	1	3
125	хотя и	1	3
126	когда он	1	3
127	его к	1	3
128	более или	1	3
129	что так	1	3
130	в этой	3	3
131	и если	1	3
132	состоит в	15	3
133	что она	3	3
134	он есть	2	3
135	а это	1	3
136	несмотря на	1	3
137	должно быть	2	3
138	или менее	1	3
139	в г	2	3
140	в их	2	3
141	представление о	5	3
142	а а	8	3
143	из одного	1	3
144	в духе	1	3
145	оно не	1	3
146	свою очередь	1	3
147	здесь не	1	3
148	сводится к	1	3
149	не с	2	3
150	том как	1	3
151	это только	1	3
152	для этого	5	3
153	и здесь	1	3
154	можно сказать	1	3
155	мы увидим	1	3
156	уже в	1	3
157	себе в	1	3
158	в одном	1	3
159	связано с	2	3
160	на долю	1	3
161	не было	2	3
162	в особенности	1	3
163	и даже	1	3
164	в свою	1	3
165	а с	2	3
166	под влиянием	1	3
167	как это	4	3
168	смысле этого	1	3
169	этого слова	1	3
170	не сумела	1	3
171	как на	1	3
172	в таком	4	3
173	можно говорить	1	2
174	прав когда	2	2
175	одним из	2	2
176	и есть	1	2
177	очень много	1	2
178	что если	1	2
179	один пример	1	2
180	которое в	2	2
181	иное как	2	2
182	что его	1	2
183	на самом	2	2
184	значение и	1	2
185	не все	4	2
186	если в	1	2
187	тогда как	2	2
188	относится к	1	2
189	так называемая	1	2
190	что касается	1	2
191	тех случаях	1	2
192	и как	2	2
193	какой смысл	1	2
194	увидим что	1	2
195	но в	5	2
196	от этого	1	2
197	во многих	9	2
198	так например	1	2
199	но все	1	2
200	к г	1	2
201	в состоянии	1	2
202	первую очередь	1	2
203	с основной	1	2
204	для них	2	2
205	как и	11	2
206	в москве	1	2
207	и становится	1	2
208	и еще	2	2
209	нужно было	1	2
210	но если	3	2
211	и при	2	2
212	в своей	2	2
213	не столько	2	2
214	вопрос о	4	2
215	и более	1	2
216	том же	4	2
217	и под	3	2
218	до конца	3	2
219	что с	2	2
220	в то	2	2
221	как о	1	2
222	не имеет	3	2
223	ничего не	1	2
224	дело не	2	2
225	был в	1	2
226	никогда не	2	2
227	е не	1	2
228	до того	1	2
229	же до	1	2
230	не является	1	2
231	когда мы	2	2
232	во все	1	2
233	ли в	1	2
234	к жизни	5	2
235	что все	1	2
236	и сами	1	2
237	идет речь	1	2
238	когда в	1	2
239	одно из	2	2
240	а именно	3	2
241	в современной	1	2
242	как например	3	2
243	но с	1	2
244	тот же	1	2
245	к свету	1	2
246	в стороне	2	2
247	же и	1	2
248	в большинстве	1	2
249	то и	4	2
250	которые несут	1	2
251	был бы	1	2
252	это по	1	2
253	большое значение	1	2
254	по своим	1	2
255	в ряде	1	2
256	обратить внимание	1	2
257	превращается в	1	2
258	а на	9	2
259	о чем	4	2
260	не всегда	3	2
261	в это	1	2
262	может иметь	1	2
263	в иных	1	2
264	на эту	2	2
265	с этой	2	2
266	этом случае	6	2
267	видно что	2	2
268	и для	2	2
269	этих случаях	4	2
270	случаях когда	1	2
271	на улице	1	2
272	или в	7	2
273	для нас	6	2
274	и все	4	2
275	тем более	1	2
276	е в	10	2
277	понимать как	1	2
278	ее в	8	2
279	после чего	2	2
280	вряд ли	2	1
281	же как	4	1
282	того великого	1	1
283	показать что	1	1
284	в среду	1	1
285	из самых	1	1
286	ту же	1	1
287	смысл этого	1	1
288	на этих	1	1
289	нас на	1	1
290	в году	3	1
291	полагает что	2	1
292	следует обратить	1	1
293	жизни по	1	1
294	многих случаях	2	1
295	на место	1	1
296	из своих	1	1
297	представлением о	1	1
298	так чтобы	2	1
299	говорить о	1	1
300	что иное	2	1
301	из того	1	1
302	мы и	1	1
303	это время	2	1
304	и иначе	1	1
305	всем этим	1	1
306	не был	2	1
307	к ее	1	1
308	слова эти	1	1
309	в различных	1	1
310	тем как	1	1
311	как правило	1	1
312	в область	1	1
313	к ним	1	1
314	отношение к	1	1
315	а через	2	1
316	отличие от	3	1
317	по обычаю	1	1
318	имеют целью	1	1
319	в одной	1	1
320	или вообще	4	1
321	что ее	3	1
322	в противном	1	1
323	перед нами	1	1
324	и где	1	1
325	к тем	1	1
326	по пути	1	1
327	следующим образом	5	1
328	состояло в	1	1
329	моментов в	2	1
330	следует остановиться	1	1
331	них как	2	1
332	отличия в	1	1
333	без особой	1	1
334	выражение в	1	1
335	однако как	1	1
336	как он	1	1
337	но на	1	1
338	не следует	1	1
339	чтобы установить	1	1
340	всех этих	1	1
341	он должен	1	1
342	возвращение к	1	1
343	вообще не	1	1
344	необходимо для	1	1
345	i в	1	1
346	применение в	1	1
347	и по	3	1
348	на этом	3	1
349	именно это	1	1
350	от нее	1	1
351	а вместе	1	1
352	связанные с	2	1
353	об этом	2	1
354	связанных с	1	1
355	на все	1	1
356	на этой	1	1
357	в данной	1	1
358	те или	1	1
359	не хуже	1	1
360	они по	1	1
361	чаще всего	1	1
362	не соответствует	1	1
363	нет в	1	1
364	далеко не	4	1
365	показывает что	8	1
366	иных местах	1	1
367	для чего	1	1
368	мы видели	7	1
369	в научной	1	1
370	на первый	3	1
371	нужно чтобы	1	1
372	задачу но	1	1
373	которая имеет	1	1
374	в такой	1	1
375	необходимо указать	1	1
376	в отличие	3	1
377	своего рода	1	1
378	должны были	2	1
379	не убита	1	1
380	ряда других	1	1
381	но это	1	1
382	но он	3	1
383	п с	1	1
384	но они	1	1
385	так называемое	1	1
386	однако в	1	1
387	русские и	1	1
388	что этот	1	1
389	в честь	3	1
390	случае мы	1	1
391	человеку не	1	1
392	также что	2	1
393	по образцу	1	1
394	можно понимать	1	1
395	и притом	1	1
396	которая принадлежит	1	1
397	каждый день	1	1
398	что представление	1	1
399	иметь в	1	1
400	это еще	1	1
401	со слов	1	1
402	из других	1	1
403	дело в	1	1
404	одна из	11	1
405	учения о	1	1
406	с одним	1	1
407	более что	1	1
408	сущность его	1	1
409	и после	3	1
410	можно рассматривать	1	1
411	с таким	1	1
412	происхождению и	1	1
413	как будто	1	1
414	что на	2	1
415	такие же	3	1
416	речь это	1	1
417	он называет	1	1
418	все то	2	1
419	одном ряду	1	1
420	могут быть	2	1
421	чтобы сделать	1	1
422	как только	1	1
423	с полной	1	1
424	наоборот в	1	1
425	о таких	1	1
426	о происхождении	2	1
427	как некое	1	1
428	в особую	1	1
429	когда они	2	1
430	ничего общего	1	1
431	в настоящее	1	1
432	в применении	1	1
433	как мы	3	1
434	на нем	1	1
435	говорит и	1	1
436	без всякого	1	1
437	в ее	3	1
438	на основе	1	1
439	и от	3	1
440	ее но	1	1
441	и когда	1	1
442	что у	1	1
443	по аналогии	1	1
444	когда пишет	1	1
445	мог бы	1	1
446	можно только	1	1
447	пишет что	3	1
448	но у	1	1
449	с этого	1	1
450	даже не	1	1
451	образом в	2	1
452	находится в	1	1
453	случае как	1	1
454	и эту	1	1
455	настоящее время	1	1
456	принимают форму	2	1
457	за пределами	2	1
458	нас совершенно	1	1
459	утверждает что	1	1
460	после того	2	1
461	а также	4	1
462	аналогии с	1	1
463	и во	1	1
464	выбор и	1	1
465	нас в	1	1
466	во всех	3	1
467	состоит не	1	1
468	должно было	3	1
469	этом и	2	1
470	как его	1	1
471	в форме	2	1
472	не надо	1	1
