N	2gram	Tiupa_Lite_3	Myshleni
1	в том	12	42
2	том что	8	35
3	в процессе	1	27
4	в этом	14	24
5	точки зрения	7	24
6	в качестве	5	21
7	и в	16	20
8	что в	2	19
9	в основе	5	17
10	то же	9	16
11	не только	14	15
12	то что	12	15
13	что они	1	14
14	мышления и	1	14
15	как мы	2	13
16	в их	1	12
17	при этом	15	12
18	может быть	12	12
19	с другой	6	12
20	потому что	3	12
21	с точки	3	11
22	в его	6	11
23	так же	2	11
24	в целом	5	11
25	и то	1	10
26	в истории	1	10
27	в себе	6	10
28	в отношении	1	10
29	того что	9	10
30	только в	7	10
31	так как	1	10
32	того же	2	9
33	могли бы	2	9
34	и как	3	9
35	как и	5	9
36	между тем	3	9
37	что и	2	9
38	с одной	4	9
39	одной стороны	4	9
40	как это	3	9
41	другой стороны	2	9
42	но и	14	9
43	и тем	3	8
44	было бы	2	8
45	тогда когда	1	8
46	вместе с	5	8
47	и не	22	8
48	самом деле	3	7
49	в своей	7	7
50	и более	1	7
51	тем самым	7	7
52	же самое	2	7
53	того чтобы	2	7
54	тем что	2	7
55	этом отношении	5	7
56	а не	12	7
57	как бы	8	7
58	в самом	3	6
59	той же	3	6
60	и на	2	6
61	тому же	5	6
62	с тем	1	6
63	что развитие	1	6
64	по своей	3	6
65	к тому	6	6
66	в силу	1	6
67	его в	2	6
68	что он	5	6
69	уже в	1	6
70	не может	8	6
71	такого рода	10	6
72	сказать что	1	6
73	мы уже	1	5
74	как в	5	5
75	с этим	1	5
76	все же	2	5
77	перед нами	1	5
78	и к	3	5
79	в действительности	1	5
80	на то	2	5
81	это не	5	5
82	и того	1	5
83	в уме	1	5
84	только не	1	5
85	и его	6	5
86	никогда не	4	5
87	так и	9	5
88	если бы	2	5
89	о том	6	5
90	для того	2	5
91	в частности	11	5
92	слова и	1	5
93	что такое	1	5
94	в своем	1	4
95	в нашем	1	4
96	как он	1	4
97	ключ к	1	4
98	состоит в	6	4
99	и с	2	4
100	первую очередь	1	4
101	с этой	2	4
102	на первый	1	4
103	в первую	1	4
104	в ходе	1	4
105	и при	2	4
106	не в	10	4
107	тому что	1	4
108	на один	1	4
109	сходство с	1	4
110	на том	1	4
111	по мере	1	4
112	и только	2	4
113	все время	3	4
114	в школе	1	4
115	по выражению	1	4
116	из них	4	4
117	друг друга	1	4
118	во всей	2	4
119	в области	3	4
120	новые и	1	4
121	и для	4	4
122	для нас	1	4
123	к этому	2	4
124	этой точки	1	4
125	как известно	1	3
126	идет о	1	3
127	с таким	1	3
128	приходит к	1	3
129	приводят к	1	3
130	в виду	1	3
131	столь же	1	3
132	в чем	1	3
133	тем как	1	3
134	себе и	1	3
135	отнюдь не	3	3
136	когда он	2	3
137	но в	3	3
138	представляет собой	2	3
139	в этой	8	3
140	на его	3	3
141	в совершенно	2	3
142	со всеми	2	3
143	на все	1	3
144	знает что	2	3
145	и других	1	3
146	чем в	1	3
147	в этих	1	3
148	нас к	2	3
149	не менее	2	3
150	в деле	1	3
151	этого явления	1	3
152	и является	1	3
153	во всем	1	3
154	связи с	2	3
155	ничего общего	1	3
156	должно быть	4	3
157	внимание на	2	3
158	один из	2	3
159	одной из	1	3
160	но не	4	3
161	себя в	7	3
162	так что	1	3
163	не означает	2	3
164	со стороны	7	3
165	нас в	1	3
166	на этот	1	3
167	именно в	5	3
168	в связи	1	3
169	по существу	4	3
170	и от	1	3
171	бы в	1	3
172	совершенно не	3	3
173	одним из	4	2
174	между двумя	1	2
175	свое место	3	2
176	что эти	1	2
177	едва ли	3	2
178	со словом	1	2
179	место в	4	2
180	исследования в	1	2
181	мы и	2	2
182	в ней	1	2
183	это означает	1	2
184	какой степени	1	2
185	отличие от	5	2
186	не просто	1	2
187	стороны и	2	2
188	говорил он	1	2
189	и отношения	1	2
190	не есть	1	2
191	вообще не	1	2
192	в нем	2	2
193	именно то	1	2
194	том чтобы	2	2
195	раз в	2	2
196	содержит в	1	2
197	подобно тому	2	2
198	не бывает	1	2
199	в каждом	1	2
200	здесь мы	1	2
201	мы его	1	2
202	а затем	3	2
203	им как	1	2
204	входит в	4	2
205	действительности в	2	2
206	который по	1	2
207	далеко не	2	2
208	в слове	3	2
209	и тогда	2	2
210	нисколько не	1	2
211	со всей	2	2
212	момента в	1	2
213	целом и	2	2
214	в отличие	5	2
215	мысли и	1	2
216	собой не	1	2
217	в той	1	2
218	в историческом	1	2
219	же самого	1	2
220	не имеет	1	2
221	не по	1	2
222	уже и	1	2
223	когда мы	1	2
224	ли не	1	2
225	высшей формы	1	2
226	и он	1	2
227	свою очередь	1	2
228	здесь не	2	2
