N	2gram	Tiupa_Narr_2	Hudozhes
1	и в	13	28
2	личной тайны	3	23
3	в рассказе	4	21
4	том что	13	19
5	в ее	4	18
6	и не	14	18
7	своего рода	9	16
8	в том	14	15
9	а не	17	14
10	в этом	13	13
11	не в	8	13
12	о том	5	12
13	перед нами	4	11
14	не только	26	11
15	при этом	14	11
16	как и	4	11
17	в его	6	11
18	у нее	4	10
19	уже не	4	10
20	не случайно	2	10
21	у чехова	9	9
22	с собачкой	10	9
23	в себе	8	9
24	но и	15	9
25	так и	9	8
26	между тем	3	8
27	что он	5	8
28	себя в	2	8
29	в жизни	6	8
30	в душе	2	8
31	может быть	10	8
32	о чем	2	8
33	я не	5	7
34	внутренней заданности	2	7
35	по отношению	5	7
36	тогда как	15	7
37	казалось что	2	7
38	что она	2	7
39	состоит в	12	7
40	в мире	4	7
41	об этом	4	7
42	к тому	9	7
43	в частности	11	7
44	как это	4	7
45	и все	4	7
46	с ним	4	7
47	жизни в	6	7
48	отношению к	5	7
49	в котором	5	6
50	то же	4	6
51	в чеховском	2	6
52	и с	1	6
53	в глазах	4	6
54	в своей	4	6
55	в то	5	6
56	тем что	1	6
57	для себя	3	6
58	если бы	4	6
59	личная тайна	1	6
60	сводится к	9	6
61	можно сказать	6	6
62	это не	3	6
63	человеческой жизни	1	6
64	даме с	1	6
65	а в	9	6
66	то что	8	6
67	жизни и	4	6
68	в даме	1	5
69	с его	3	5
70	в этой	4	5
71	как в	5	5
72	в самом	2	5
73	что это	4	5
74	не могла	1	5
75	в своем	6	5
76	не менее	4	5
77	тайны в	2	5
78	у него	6	5
79	никогда не	6	5
80	ничего не	6	5
81	в тексте	8	5
82	и его	3	5
83	в детстве	2	5
84	она не	1	5
85	и сам	3	5
86	внешнего инобытия	1	5
87	его жизни	2	5
88	только на	2	5
89	одно из	2	5
90	для него	4	5
91	художественного целого	1	5
92	наряду с	1	5
93	как бы	6	5
94	да и	3	5
95	с ее	1	5
96	вот и	1	5
97	что в	4	5
98	а между	1	4
99	и т	2	4
100	для чехова	1	4
101	но не	3	4
102	своей жизни	1	4
103	то в	1	4
104	подобно тому	2	4
105	он не	5	4
106	и уже	4	4
107	в других	2	4
108	тем не	5	4
109	для нее	1	4
110	тому что	3	4
111	человеческого я	5	4
112	же время	3	4
113	архиерей и	2	4
114	как будто	1	4
115	марьи васильевны	1	4
116	в городе	1	4
117	и о	1	4
118	того чтобы	3	4
119	в футляре	2	4
120	в конечном	3	4
121	личной тайной	2	4
122	вслед за	6	4
123	что они	3	4
124	только в	11	4
125	учитель словесности	1	4
126	в качестве	14	4
127	что и	2	4
128	как раз	3	4
129	для того	1	4
130	говорит о	2	4
131	превращается в	2	4
132	то и	3	4
133	не может	8	4
134	тому как	2	4
135	рассказа в	1	4
136	в ялте	2	4
137	чеховском мире	1	4
138	о своем	2	4
139	бы и	1	4
140	по преимуществу	1	3
141	едва ли	3	3
142	по его	2	3
143	на себя	1	3
144	и он	2	3
145	в ней	2	3
146	но при	4	3
147	еще не	2	3
148	столь же	2	3
149	в ответ	3	3
150	всякий раз	2	3
151	для других	3	3
152	под оболочкой	1	3
153	не все	2	3
154	со стороны	6	3
155	и читатель	2	3
156	бы не	1	3
157	раз в	2	3
158	как он	2	3
159	в нем	5	3
160	и читателя	2	3
161	личную тайну	1	3
162	можно было	2	3
163	что все	1	3
164	и ей	1	3
165	драматическое напряжение	1	3
166	было бы	2	3
167	в это	1	3
168	соответствии с	3	3
169	все было	1	3
170	несмотря на	2	3
171	живет теперь	2	3
172	в этих	1	3
173	думала о	1	3
174	пока еще	3	3
175	что было	1	3
176	жизни других	1	3
177	личность в	1	3
178	этом и	1	3
179	чувствовала себя	1	3
180	как о	2	3
181	на него	5	3
182	и внутренней	2	3
183	о них	2	3
184	отдельного человека	1	3
185	глазах чехова	1	3
186	со своим	2	3
187	личности в	2	3
188	своего я	2	3
189	ни о	1	3
190	к себе	7	3
191	как только	1	3
192	же самое	1	3
193	в человеке	1	3
194	не могу	2	3
195	ни слова	2	3
196	личного бытия	2	3
197	что у	2	3
198	когда в	1	3
199	внимание на	3	3
200	героя не	1	3
201	все его	4	3
202	в толпе	1	3
203	это была	1	3
204	внутренняя заданность	1	3
205	к нему	1	3
206	как птица	1	3
207	одной из	1	3
208	с ними	3	3
209	деле не	1	3
210	[...] и	2	3
211	с одной	5	3
212	для нас	2	3
213	с нею	2	3
214	конечном счете	3	3
215	в одном	1	3
216	ему казалось	2	3
217	с другой	5	3
218	все время	1	3
219	а с	2	3
220	прежде всего	6	3
221	в соответствии	3	3
222	человек в	3	3
223	среди других	1	3
224	так же	2	3
225	противоречие с	1	3
226	одной стороны	5	3
227	выговорить ни	1	3
228	зрелого чеховского	2	3
229	все это	1	3
230	с изумлением	1	3
231	всего лишь	6	3
232	ли в	1	3
233	или в	1	3
234	к чужому	1	3
235	будто бы	1	3
236	в памяти	2	3
237	на фоне	2	3
238	героя и	2	3
239	о себе	1	3
240	и состоит	2	3
241	по поводу	2	3
242	чехова как	1	3
243	самом деле	3	3
244	во сне	2	3
245	все что	4	3
246	же как	2	2
247	гурова и	1	2
248	она думала	1	2
249	о любви	2	2
250	рассказе на	1	2
251	случайно в	2	2
252	в чужой	2	2
253	думал о	1	2
254	жизни героя	1	2
255	рассказ и	1	2
256	той же	2	2
257	а как	3	2
258	на пороге	1	2
259	все верили	1	2
260	на душе	1	2
261	у кати	2	2
262	говорить о	2	2
263	а для	1	2
264	он сам	2	2
265	больше дьяконицей	1	2
266	на могилах	1	2
267	не хотелось	1	2
268	анну сергеевну	1	2
269	ответ на	5	2
270	отношение к	1	2
271	более чем	2	2
272	другой день	1	2
273	без другого	1	2
274	похоже было	1	2
275	бытия на	1	2
276	человеческого бытия	1	2
277	внутри себя	1	2
278	все же	6	2
279	не думал	1	2
280	как уже	2	2
281	и к	6	2
282	преосвященного петра	2	2
283	но в	6	2
284	дамы с	7	2
285	говорится в	1	2
286	со своей	2	2
287	точкой зрения	1	2
288	бы с	2	2
289	жизни так	3	2
290	в нашем	2	2
291	из этих	2	2
292	став женой	1	2
293	разговор о	1	2
294	было видно	2	2
295	о ее	1	2
