N	2gram	Medvedev_F_2	SlovoVZh
1	не может	14	16
2	может быть	23	14
3	точки зрения	8	14
4	как бы	4	13
5	и его	21	13
6	таким образом	20	12
7	и в	38	12
8	в нашем	1	11
9	и не	20	10
10	если бы	5	9
11	так как	4	9
12	прежде всего	15	8
13	художественного произведения	6	7
14	творца и	1	7
15	сказать что	2	7
16	для нас	1	7
17	в ней	6	6
18	в том	11	6
19	только в	6	6
20	при этом	9	6
21	с помощью	10	6
22	в нем	13	6
23	слова и	7	6
24	все время	6	6
25	в процессе	9	6
26	должна быть	5	5
27	то же	6	5
28	в виду	2	5
29	можно сказать	1	5
30	мы ни	2	5
31	отнюдь не	8	5
32	как в	4	5
33	но в	4	5
34	и др	3	5
35	а не	6	5
36	как и	9	5
37	и следовательно	1	5
38	том что	2	5
39	к предмету	3	5
40	никогда не	2	5
41	поэтическое произведение	3	5
42	хотя бы	6	5
43	то что	6	5
44	на самом	3	4
45	зависимости от	3	4
46	литературы и	4	4
47	социального общения	4	4
48	к нему	3	4
49	за пределы	1	4
50	в литературе	1	4
51	в этом	27	4
52	все же	8	4
53	жизненное высказывание	2	4
54	в самом	16	4
55	уже не	7	4
56	не только	9	4
57	отношение к	2	4
58	так и	8	4
59	материала и	4	4
60	с другой	3	4
61	предмету высказывания	1	4
62	что не	4	4
63	высказывания как	1	4
64	не в	15	4
65	его в	3	4
66	дело в	1	4
67	и является	1	4
68	и к	4	4
69	жизни и	3	4
70	и на	3	4
71	художественном произведении	1	3
72	здесь не	4	3
73	самом деле	8	3
74	формы и	2	3
75	жизненной речи	1	3
76	в котором	2	3
77	в пределах	12	3
78	ведь и	1	3
79	ясно что	1	3
80	мы не	3	3
81	о том	1	3
82	бы то	1	3
83	но и	13	3
84	между тем	2	3
85	точка зрения	1	3
86	того что	3	3
87	в художественном	2	3
88	быть и	3	3
89	и наконец	4	3
90	и ее	6	3
91	все эти	6	3
92	только на	3	3
93	конечно не	1	3
94	в себе	1	3
95	социального взаимодействия	1	3
96	в поэзии	12	3
97	слово в	2	3
98	да и	1	3
99	для него	7	3
100	он должен	1	3
101	не к	2	3
102	и по	2	3
103	то ни	2	3
104	и с	9	3
105	точек зрения	1	3
106	до сих	1	3
107	ни в	2	3
108	в некоторых	4	3
109	и пр	21	3
110	в них	1	3
111	в своей	7	3
112	так же	1	3
113	в такой	2	3
114	поэтического произведения	8	3
115	тем не	1	3
116	как к	3	3
117	и более	2	3
118	из этого	2	3
119	по себе	7	3
120	произведения и	3	3
121	художественное произведение	2	3
122	сих пор	1	3
123	не менее	1	3
124	все это	3	3
125	но для	1	3
126	и для	5	3
127	теоретической поэтики	1	3
128	ее и	2	3
129	с ним	2	3
130	или не	1	3
131	в каком	1	3
132	от этой	1	2
133	этого положения	1	2
134	значения и	2	2
135	как не	1	2
136	и то	2	2
137	как это	2	2
138	но тем	1	2
139	и совершенно	2	2
140	едва ли	2	2
141	те же	1	2
142	на материале	1	2
143	мы имеем	1	2
144	мы в	2	2
145	слушателя и	1	2
146	совпадает с	2	2
147	истории литературы	6	2
148	почти исключительно	1	2
149	и здесь	3	2
150	и та	1	2
151	настоящее время	1	2
152	с его	11	2
153	ней как	1	2
154	в чем	2	2
155	но конечно	1	2
156	данном случае	1	2
157	в данном	1	2
158	и предложения	1	2
159	в его	10	2
160	не довлеет	1	2
161	что и	8	2
162	подчеркнуть что	1	2
163	в форме	1	2
164	нашего сознания	1	2
165	независимо от	4	2
166	в своем	1	2
167	кроме того	2	2
168	метод в	4	2
169	его к	1	2
170	в какой	3	2
171	что слово	1	2
172	и так	1	2
173	в настоящее	1	2
174	бы не	1	2
175	с одной	1	2
176	выражение в	1	2
177	уже в	2	2
178	имеем в	1	2
179	эта своеобразная	1	2
180	он не	6	2
181	не так	2	2
182	в корне	7	2
183	в зависимости	3	2
184	к ним	1	2
185	но что	1	2
186	из него	2	2
