N	2gram	Tiupa_Anal_3	Myslijsy
1	потому что	1	52
2	то есть	10	42
3	и в	18	39
4	может быть	9	27
5	в том	9	26
6	только в	2	25
7	не может	2	22
8	что в	9	22
9	не только	22	21
10	а не	9	21
11	в нем	2	20
12	но и	13	20
13	и не	12	18
14	том что	12	16
15	так что	1	16
16	в этом	14	15
17	не в	6	15
18	если бы	1	14
19	по отношению	7	13
20	в себе	2	13
21	таким образом	4	13
22	так и	14	13
23	отношению к	7	13
24	было бы	3	12
25	мы не	3	10
26	как в	3	10
27	по себе	4	10
28	а потому	1	10
29	то что	2	10
30	что не	3	10
31	не есть	4	10
32	но в	2	9
33	как и	14	9
34	могут быть	2	9
35	мысли и	1	9
36	тем что	2	9
37	но не	7	8
38	в слове	5	8
39	точки зрения	3	8
40	в одном	4	8
41	того что	1	8
42	со стороны	9	8
43	вместе с	2	8
44	по его	3	7
45	в ней	2	7
46	в истории	1	7
47	с этим	3	7
48	это не	2	7
49	с другой	7	7
50	должно быть	1	7
51	то же	3	6
52	независимо от	1	6
53	все же	4	6
54	и как	4	6
55	бы не	1	6
56	при этом	11	6
57	и по	2	6
58	не менее	4	6
59	тем не	2	6
60	что на	1	6
61	что и	5	6
62	еще не	6	6
63	как бы	10	6
64	в первом	2	5
65	во всех	2	5
66	не видно	2	5
67	то в	2	5
68	не имеют	1	5
69	не следует	1	5
70	с тем	2	5
71	несмотря на	2	5
72	и его	13	5
73	что при	1	5
74	между тем	5	5
75	во втором	4	5
76	в его	7	5
77	для всех	2	5
78	вовсе не	1	5
79	зависит от	1	5
80	и потому	2	5
81	но это	1	5
82	и для	2	5
83	а в	10	5
84	другой стороны	5	5
85	в таком	1	5
86	вопрос о	1	4
87	бы ни	1	4
88	субъекта и	2	4
89	из этих	3	4
90	в каждом	3	4
91	этом смысле	1	4
92	тем самым	4	4
93	однако в	5	4
94	бы быть	1	4
95	в то	3	4
96	никогда не	5	4
97	же время	3	4
98	во всем	3	4
99	не могут	1	4
100	к тому	6	4
101	должно бы	1	4
102	свою очередь	4	4
103	бы в	1	4
104	в стороне	1	4
105	с нею	2	4
106	для него	6	4
107	само по	1	4
108	не было	3	4
109	и даже	8	4
110	прежде всего	5	4
111	там где	2	4
112	что мы	2	4
113	тому как	2	4
114	от него	1	4
115	не более	2	4
116	в свою	5	4
117	в своих	1	4
118	а между	1	3
119	того же	5	3
120	что если	1	3
121	столь же	4	3
122	тем как	1	3
123	очевидно что	2	3
124	сама по	2	3
125	в своем	4	3
126	хотя и	2	3
127	что по	4	3
128	в самом	5	3
129	он не	6	3
130	ни были	1	3
131	как кажется	1	3
132	подобно тому	3	3
133	в мире	5	3
134	той же	5	3
135	заключается в	1	3
136	в жизни	2	3
137	в них	2	3
138	в этой	6	3
139	во внимание	1	3
140	не мог	2	3
141	в своей	1	3
142	и без	3	3
143	с точки	2	3
144	и той	2	3
145	для того	1	3
146	на него	1	3
147	свободы и	1	3
148	не могло	1	3
149	оно не	1	3
150	для себя	1	3
