N	2gram	Tiupa_Hudo_1	Myshleni
1	мышления и	2	40
2	точки зрения	5	26
3	в том	12	24
4	и в	14	23
5	том что	16	21
6	в целом	2	20
7	с точки	3	18
8	в этом	11	17
9	того чтобы	3	17
10	то что	8	17
11	не только	12	16
12	того что	4	15
13	как и	9	14
14	может быть	5	14
15	но и	5	14
16	в его	8	14
17	что в	6	14
18	не может	7	12
19	сказать что	1	11
20	как бы	7	11
21	в отношении	1	10
22	с другой	1	10
23	прежде всего	11	10
24	и с	4	9
25	между тем	8	9
26	в качестве	9	9
27	одной стороны	1	9
28	и не	2	9
29	то же	9	8
30	в ходе	3	8
31	нас к	1	8
32	самого начала	1	8
33	в основе	1	8
34	с самого	1	8
35	и на	3	8
36	с одной	1	8
37	нашего исследования	1	8
38	мышления в	1	8
39	мы не	2	7
40	вопрос о	2	7
41	по отношению	8	7
42	как уже	1	7
43	в самом	4	7
44	в этой	8	7
45	в другом	2	7
46	с тем	1	7
47	в то	8	7
48	и ее	1	7
49	так как	1	7
50	что он	9	7
51	отношению к	8	7
52	же как	2	6
53	в сущности	1	6
54	все это	2	6
55	столь же	4	6
56	к слову	1	6
57	с этим	3	6
58	в себе	11	6
59	в силу	1	6
60	лишь в	3	6
61	и тем	1	6
62	с этой	2	6
63	мысли и	1	6
64	и его	5	6
65	о том	12	6
66	только в	5	6
67	между этими	1	6
68	тем что	3	6
69	именно в	7	6
70	потому что	5	6
71	бы в	1	5
72	перед нами	5	5
73	и как	1	5
74	но в	5	5
75	на то	4	5
76	он не	4	5
77	и более	1	5
78	мы пытались	1	5
79	представить себе	1	5
80	если бы	3	5
81	тем самым	1	5
82	по себе	2	5
83	тому что	4	5
84	мысли в	1	5
85	по своей	4	5
86	как мы	3	5
87	и т.д	1	5
88	и что	2	5
89	можно сказать	4	5
90	мышления как	2	5
91	так и	13	5
92	что для	1	5
93	что мы	1	5
94	и все	4	5
95	тем более	1	5
96	мы должны	1	5
97	из этого	1	5
98	в какой	1	5
99	в своих	3	5
100	высшей степени	1	4
101	в чем	1	4
102	с его	5	4
103	но не	3	4
104	как в	8	4
105	и к	4	4
106	все эти	3	4
107	что она	4	4
108	при этом	12	4
109	их в	1	4
110	что все	1	4
111	было бы	6	4
112	ни в	5	4
113	в высшей	1	4
114	в своей	10	4
115	не столько	2	4
116	понятий и	1	4
117	не в	7	4
118	мышление в	2	4
119	о природе	3	4
120	этом отношении	3	4
121	с другом	1	4
122	к тому	7	4
123	для себя	3	4
124	приводит к	3	4
125	только что	4	4
126	в одном	1	4
127	как раз	4	4
128	ее на	1	4
129	до сих	2	4
130	а с	2	4
131	друг с	1	4
132	сих пор	2	4
133	в результате	2	4
134	хотя бы	1	4
135	в свою	1	4
136	смысле слова	1	3
137	в сфере	1	3
138	человека и	1	3
139	в такой	2	3
140	и то	1	3
141	самом деле	5	3
142	как известно	1	3
143	с таким	1	3
144	приходит к	1	3
145	я не	1	3
146	с но	1	3
147	из которых	1	3
148	в их	2	3
149	же мере	2	3
150	ответ на	1	3
151	в общем	1	3
152	друг от	1	3
153	что они	1	3
154	в одной	2	3
155	что именно	1	3
156	в своем	4	3
157	все же	3	3
158	в которой	1	3
159	он в	1	3
160	из этих	1	3
161	как он	2	3
162	друг другу	1	3
163	в первую	2	3
164	том чтобы	1	3
165	мысли как	1	3
166	его не	1	3
167	на две	1	3
168	такой же	3	3
169	в которых	1	3
170	всего его	1	3
171	она не	4	3
172	и остается	1	3
173	в самых	1	3
174	не могло	1	3
175	ничего не	8	3
176	могут быть	1	3
177	же самое	1	3
178	что оно	1	3
179	и это	4	3
180	от друга	1	3
181	свою очередь	1	3
182	можно было	5	3
183	вопрос который	1	3
184	интересующих нас	1	3
185	об этом	5	3
186	одного из	1	3
187	может не	1	3
188	этих двух	1	3
189	в заключительной	3	3
190	связи с	4	3
191	уже в	1	3
192	то и	3	3
193	обратиться к	1	3
194	всяком случае	1	3
195	вовсе не	1	3
196	в природе	1	3
197	во всех	1	3
198	превращается в	3	3
199	а не	12	3
200	речь не	1	3
201	только для	2	3
202	и от	4	3
