N	3gram	Ircho_Kome_1	Problemy
1	то же время	4	9
2	в то же	4	9
3	по отношению к	3	8
4	в том что	9	6
5	в зависимости от	1	5
6	в конце концов	4	5
7	том что он	4	4
8	подобно тому как	1	3
9	и т п	5	3
10	в этом отношении	3	3
11	во всяком случае	2	3
12	с другой стороны	5	3
13	он может быть	1	2
14	до сих пор	2	2
15	в той же	1	2
16	бы то ни	2	2
17	т е в	2	2
18	в данном случае	1	2
19	не только в	1	2
20	в его произведениях	1	2
21	но и не	1	2
22	в его творчестве	1	2
23	в большинстве случаев	1	2
24	можно было бы	1	2
25	именно потому что	2	2
26	хотя и не	1	1
27	за пределы одной	1	1
28	же как и	1	1
29	последнее слово в	1	1
30	сих пор остается	1	1
31	каждая из них	1	1
32	большей или меньшей	1	1
33	и даже не	1	1
34	пор остается почти	1	1
35	не следует только	1	1
36	то же самое	2	1
37	точек зрения на	1	1
38	что же касается	1	1
39	далеко за пределы	1	1
40	но он не	1	1
41	хоть и не	2	1
42	как мы уже	1	1
43	и у него	1	1
44	то время как	4	1
45	могут быть отнесены	1	1
46	чтобы убедиться в	1	1
47	так же как	1	1
48	к сожалению не	1	1
49	ни в одном	1	1
50	то ни было	2	1
51	в высшей степени	1	1
52	видеть в нем	2	1
53	отсюда и его	1	1
54	как один из	1	1
55	как будто бы	1	1
56	и на его	1	1
57	этой точки зрения	1	1
58	о том что	3	1
59	ставит нас перед	1	1
60	и вот в	1	1
61	более или менее	1	1
62	таким образом в	2	1
63	независимо от того	1	1
64	в одном из	4	1
65	в то время	5	1
66	и независимо от	1	1
67	с самого начала	1	1
68	ни одной из	1	1
69	в трагедии в	1	1
70	или может быть	2	1
71	к тому что	1	1
72	в отношении к	1	1
73	для того чтобы	1	1
74	и т д	4	1
75	как мы видели	1	1
