N	3gram	Trubetskoy_1	Istorich
1	в этом случае	3	6
2	в том что	7	5
3	до сих пор	5	4
4	о том что	2	4
5	вместе с тем	3	3
6	в данном случае	3	3
7	так как это	1	3
8	не может быть	4	3
9	уже знаем что	1	2
10	только то что	1	2
11	точно так же	2	2
12	здесь же мы	1	2
13	в своих целях	1	2
14	сих пор мы	1	2
15	во всяком случае	6	2
16	по отношению к	1	2
17	но все же	1	2
18	можно было бы	3	2
19	но мы уже	1	2
20	мы уже знаем	1	2
21	должны были бы	1	1
22	китае и в	1	1
23	в другом месте	1	1
24	это есть та	1	1
25	в китае и	1	1
26	более или менее	4	1
27	в том числе	1	1
28	важно отметить что	1	1
29	речь шла об	1	1
30	опасность со стороны	1	1
31	таким образом оказывается	1	1
32	отличается от того	1	1
33	то и другое	1	1
34	и не может	3	1
35	и то и	1	1
36	в союзе с	1	1
37	совершенно ясно что	1	1
38	том числе и	1	1
39	к тому чтобы	4	1
40	на этот вопрос	1	1
41	на первый взгляд	1	1
42	и на нем	1	1
43	не может но	1	1
44	и то что	3	1
45	для борьбы с	1	1
46	к пребыванию в	1	1
47	так же как	1	1
48	в противоречие с	2	1
49	этом случае совершенно	1	1
50	но при этом	1	1
51	всяком случае не	1	1
52	в этом направлении	2	1
53	и в том	2	1
54	образом оказывается что	1	1
55	в борьбе с	1	1
56	от того что	1	1
57	и вместе с	2	1
58	совершенно таким же	2	1
59	и тем самым	2	1
60	к ним с	1	1
61	речь идет о	1	1
62	несмотря на все	1	1
63	на то что	4	1
64	с другом и	2	1
65	тем не менее	1	1
66	друг с другом	14	1
67	для того чтобы	6	1
68	смысле этого слова	1	1
