N	3gram	Ircho_Kome_3	Marksizm
1	с точки зрения	3	13
2	по отношению к	3	8
3	то же время	4	8
4	в то же	4	8
5	в связи с	3	7
6	для того чтобы	6	6
7	в том что	9	6
8	в самом деле	6	5
9	то же самое	3	5
10	с самого начала	4	5
11	в свою очередь	6	5
12	бы то ни	2	4
13	то ни было	2	4
14	в отношении к	1	4
15	если бы он	3	3
16	и не может	1	3
17	в отличие от	1	3
18	до сих пор	9	3
19	с одной стороны	3	3
20	вовсе не является	1	3
21	о том что	4	3
22	к тому что	1	3
23	одной стороны и	1	2
24	бы он был	1	2
25	более или менее	1	2
26	в зависимости от	1	2
27	по крайней мере	1	2
28	отнюдь не является	1	2
29	во всяком случае	3	2
30	и речи о	3	2
31	точки зрения самого	1	2
32	на то что	1	2
33	выходят за пределы	1	2
34	к тому же	4	2
35	мы встречаем в	1	2
36	но и все	1	1
37	может быть с	1	1
38	но как раз	1	1
39	в которой мы	1	1
40	в какой мере	2	1
41	не с точки	1	1
42	чуть ли не	1	1
43	самого начала не	1	1
44	не говоря уже	1	1
45	в том числе	1	1
46	в соответствии с	1	1
47	в этом случае	2	1
48	обстоит дело с	2	1
49	говоря уже о	1	1
50	по самой своей	1	1
51	в первую очередь	1	1
52	в этом отношении	2	1
53	независимо от того	1	1
54	том числе и	1	1
55	в себя от	1	1
56	несмотря на то	1	1
57	так или иначе	2	1
58	все то же	1	1
59	как мы знаем	1	1
60	брата и сестры	2	1
61	же самое что	1	1
62	все же на	1	1
63	по сравнению с	2	1
64	тем не менее	3	1
65	не давая ему	1	1
66	ситуации получают различное	1	1
67	как из того	1	1
68	с другой стороны	2	1
69	как раз эта	1	1
70	и в свою	1	1
71	так и в	1	1
72	в конечном счете	2	1
73	и тем более	1	1
74	не менее в	1	1
75	но все же	2	1
76	можно сказать что	1	1
77	друг от друга	1	1
78	к одной из	1	1
79	не сводится к	1	1
80	являющаяся одним из	1	1
81	друг с другом	1	1
82	при этом почти	1	1
83	лицом к лицу	1	1
84	и между ними	1	1
85	те моменты в	1	1
86	не нуждается в	1	1
87	и все его	1	1
