N	3gram	Vinokur_Ku_1	FransuaR
1	то же время	2	10
2	в то же	2	10
3	до сих пор	4	8
4	в большинстве случаев	1	6
5	в том что	15	6
6	и в то	1	5
7	в настоящее время	1	3
8	в связи с	3	3
9	более или менее	3	2
10	и в особенности	1	2
11	с точки зрения	9	2
12	что все это	1	2
13	с одной стороны	1	2
14	но дело не	1	2
15	вовсе еще не	1	2
16	здесь как бы	1	2
17	о том что	5	2
18	с другой стороны	6	2
19	для того чтобы	15	2
20	не может быть	3	2
21	том что она	1	1
22	это уже не	1	1
23	в одном ряду	1	1
24	и его ближайших	1	1
25	и еще один	2	1
26	на том же	1	1
27	по отношению к	8	1
28	без всякой логической	1	1
29	на самом деле	2	1
30	то что обычно	1	1
31	в самом деле	7	1
32	одном ряду с	1	1
33	том что оно	2	1
34	и там где	1	1
35	в эти свои	1	1
36	такие явления как	1	1
37	и в той	1	1
38	можно себе представить	1	1
39	в таких случаях	1	1
40	вместе с тем	3	1
41	в отличие от	1	1
42	в этом отношении	5	1
43	эти слова и	1	1
44	упоминает о таком	1	1
45	свидетельствуют о том	1	1
46	языка и стиля	1	1
47	в этом понимании	1	1
48	о том как	3	1
49	и тогда когда	3	1
50	не потому что	3	1
51	нужно для того	1	1
52	если бы в	1	1
53	состоит в том	3	1
54	так и в	2	1
55	к языку и	1	1
56	и вместе с	1	1
57	а с другой	3	1
58	и с этой	1	1
59	как целое в	1	1
60	не в том	4	1
61	вместо того чтобы	1	1
62	потому что они	1	1
63	в свое время	2	1
64	до наших дней	1	1
65	на той же	1	1
66	во всех этих	1	1
67	таким образом в	1	1
68	в ее целом	1	1
69	и в самом	2	1
70	заключается в том	2	1
71	речь идет о	2	1
72	еще один пример	1	1
73	язык в его	1	1
74	что нет ничего	1	1
75	только в контексте	1	1
76	в этом смысле	3	1
77	после того как	1	1
78	можно было бы	3	1
79	уже не просто	1	1
80	к языку как	1	1
81	и в слове	1	1
82	с тем чтобы	1	1
83	той или иной	1	1
