N	2gram	Voloshinov_1	Sotsiolo
1	все это	3	7
2	в том	6	5
3	в этом	16	5
4	и только	2	3
5	как же	4	3
6	не только	8	3
7	социологического метода	2	3
8	и в	19	3
9	но ведь	1	3
10	не в	5	3
11	в его	6	3
12	за пределы	5	2
13	как только	1	2
14	но и	8	2
15	конце концов	3	2
16	было бы	4	2
17	в смысле	6	2
18	она может	3	2
19	должна быть	2	2
20	только в	9	2
21	по природе	1	2
22	далеко не	4	2
23	в результате	9	2
24	том что	3	2
25	в частности	2	2
26	то что	8	2
27	главным образом	1	2
28	или даже	1	2
29	и что	1	2
30	еще не	4	2
31	таким образом	17	2
32	это и	3	2
33	отношению к	2	2
34	в конце	5	2
35	что в	4	2
36	может быть	26	2
37	как бы	15	2
38	по отношению	3	2
39	по существу	1	2
40	то же	7	2
41	друг от	1	1
42	что все	2	1
43	же не	1	1
44	существуют два	1	1
45	быть не	1	1
46	нашей работы	3	1
47	по себе	4	1
48	сама по	2	1
49	диалектического материализма	2	1
50	не должна	1	1
51	эти вопросы	1	1
52	принять его	1	1
53	в этой	1	1
54	тому что	2	1
55	отнюдь не	6	1
56	эти два	1	1
57	выходит за	1	1
58	на все	1	1
59	же этот	1	1
60	с другой	5	1
61	в соответствующих	1	1
62	его в	3	1
63	это не	1	1
64	науки о	4	1
65	на этот	3	1
66	именно в	5	1
67	в чем	2	1
68	и история	1	1
69	же по	1	1
70	все же	8	1
71	и есть	3	1
72	психологии и	7	1
73	в то	3	1
74	мысли в	2	1
75	тем же	1	1
76	и наконец	1	1
77	какой же	1	1
78	еще и	1	1
79	только то	1	1
80	тем что	2	1
81	в наше	1	1
82	и как	3	1
83	в специфическую	1	1
84	в процессе	14	1
85	что он	2	1
86	прежде всего	13	1
87	слова но	2	1
88	так и	11	1
89	не было	3	1
90	к субъекту	1	1
91	одной стороны	1	1
92	те же	5	1
93	и не	26	1
94	в любой	1	1
95	это вовсе	1	1
96	никогда не	2	1
97	наше время	1	1
98	зависит от	2	1
99	марксистской литературе	1	1
100	к вопросам	1	1
101	мы не	6	1
102	со своими	1	1
103	же время	3	1
104	внутреннего единства	1	1
105	ничего не	6	1
106	переходим к	3	1
107	как то	1	1
108	между собою	1	1
109	мы еще	1	1
110	все эти	7	1
111	чуть ли	1	1
112	именно на	2	1
113	как и	12	1
114	между собой	2	1
115	бы в	2	1
116	без этого	1	1
117	с помощью	6	1
118	для этого	1	1
119	в настоящее	6	1
120	этих вопросов	1	1
121	мы должны	3	1
122	из современных	1	1
123	первый план	2	1
124	остается в	1	1
125	в сущности	3	1
126	вот в	2	1
127	образом в	1	1
128	конечно не	5	1
129	в связи	7	1
130	на первый	2	1
131	иначе и	1	1
132	и его	19	1
133	место в	3	1
134	связи с	11	1
135	от друга	1	1
136	не объединены	1	1
137	в лучшем	1	1
138	хотя бы	5	1
139	в целом	1	1
140	мы переходим	1	1
141	для наших	1	1
142	не может	24	1
143	в своей	3	1
144	своих мыслей	1	1
145	и должно	1	1
146	а в	4	1
147	как совокупность	1	1
148	благодаря этому	2	1
149	о том	2	1
150	не дает	3	1
151	в области	3	1
152	и потому	5	1
153	настоящее время	6	1
154	представить себе	1	1
155	он ни	2	1
156	но именно	3	1
157	в котором	3	1
158	между ними	4	1
159	точке зрения	2	1
160	с социальной	1	1
161	темы и	2	1
162	единства и	1	1
163	оставаясь на	1	1
164	столь же	1	1
165	всяком случае	2	1
166	нет а	1	1
167	родиться и	1	1
168	не выходит	1	1
169	наука о	1	1
170	должно было	1	1
171	не без	1	1
172	что это	1	1
173	вовсе не	5	1
174	ни были	1	1
175	ли не	1	1
176	дает никаких	1	1
177	система не	1	1
178	же самое	3	1
179	с одной	1	1
180	может служить	1	1
181	а между	1	1
182	но не	1	1
183	в систему	3	1
184	вопросов в	1	1
185	в данном	4	1
186	между тем	3	1
187	но как	1	1
188	и по	1	1
189	и темы	1	1
190	в марксистской	1	1
191	марксизма в	3	1
192	и более	2	1
193	во всяком	5	1
194	и будет	1	1
195	бы они	1	1
196	в каждом	7	1
197	это значит	1	1
