N	2gram	Bakhtin_Fr_5	VelikijI
1	и не	15	20
2	и в	45	16
3	свободы и	2	12
4	так как	6	9
5	то что	2	9
6	еще не	1	8
7	в истории	2	8
8	что они	1	7
9	на земле	1	7
10	а не	4	7
11	и потому	1	7
12	но и	10	5
13	того что	3	5
14	хотя и	5	5
15	в мире	1	5
16	все это	7	5
17	как бы	12	5
18	и есть	2	4
19	в образе	1	4
20	говорить о	2	4
21	мира сего	2	4
22	добра и	1	4
23	в его	13	4
24	в этом	14	4
25	что он	6	4
26	потому что	7	4
27	в нем	10	4
28	так и	6	4
29	что все	2	4
30	что не	1	4
31	как и	10	4
32	в котором	1	4
33	в ней	8	4
34	и все	7	4
35	от этого	2	3
36	и что	2	3
37	хотя бы	2	3
38	то это	1	3
39	лишь в	2	3
40	в чем	2	3
41	с его	7	3
42	во всех	13	3
43	что и	7	3
44	и будет	1	3
45	в том	10	3
46	тот же	1	3
47	но в	14	3
48	бы и	1	3
49	по этому	1	3
50	все эти	5	3
51	и они	1	3
52	они в	1	3
53	в конце	7	3
54	их в	1	3
55	в своей	3	3
56	и мы	1	3
57	в жизни	1	3
58	ни в	3	3
59	в них	6	3
60	не было	3	3
61	если не	1	3
62	что во	1	3
63	что я	1	3
64	не в	7	3
65	любовь к	1	3
66	тому что	1	3
67	но это	5	3
68	человечества и	1	3
69	не имеет	3	3
70	никогда не	1	3
71	свободы от	1	3
72	превращается в	2	3
73	и для	3	3
74	к тому	2	3
75	жизни и	8	3
76	что в	12	3
77	и это	4	2
78	того чтобы	6	2
79	вечности и	1	2
80	но мы	2	2
81	и сам	1	2
82	можно было	4	2
83	и за	2	2
84	его не	4	2
85	и свободы	1	2
86	мы не	4	2
87	когда в	2	2
88	что от	1	2
89	свободной и	2	2
90	с ним	5	2
91	будет уже	1	2
92	ее и	1	2
93	и во	4	2
94	между тем	2	2
95	я думаю	1	2
96	нет и	2	2
97	вслед за	1	2
98	только в	4	2
99	в себя	5	2
100	конечно не	2	2
101	не только	14	2
102	на этих	1	2
103	его и	1	2
104	для него	3	2
105	земли и	1	2
106	для людей	1	2
107	не могли	1	2
108	и вечно	2	2
109	людей не	1	2
110	вот почему	1	2
111	тем что	1	2
112	на том	2	2
113	мы слышим	2	2
114	не будет	1	2
115	это не	3	2
116	и люди	1	2
117	прежде всего	10	2
118	для них	2	2
119	мир от	1	2
120	с тем	2	2
121	один из	2	2
122	для человека	1	2
123	богу и	1	2
124	мира в	1	2
125	более чем	1	2
126	и последнее	1	2
127	не могут	2	2
128	значения и	1	2
129	мир и	3	2
130	да и	1	2
131	человечество не	1	2
132	одна из	1	2
133	было еще	1	2
134	том что	7	2
135	людей так	1	2
136	от него	1	2
137	в форме	1	2
138	они и	2	2
139	ее в	1	2
140	но теперь	1	2
141	а в	4	2
142	но не	4	2
143	в духе	2	2
144	чтобы сделать	1	2
145	во всяком	1	2
146	как мы	8	1
147	имя этого	1	1
148	христа на	1	1
149	исторические силы	1	1
150	и говорит	1	1
151	освобожденного от	1	1
152	и до	2	1
153	роль в	2	1
