N	3gram	Losev_Dial_4	Myshleni
1	в том что	9	17
2	для того чтобы	5	7
3	в отличие от	1	6
4	в собственном смысле	2	6
5	в зависимости от	1	5
6	в связи с	1	5
7	тем не менее	2	5
8	то и другое	2	4
9	же как и	1	4
10	это значит что	7	4
11	о том что	1	3
12	что перед нами	1	3
13	по сравнению с	2	3
14	с другой стороны	1	3
15	то обстоятельство что	1	3
16	та или иная	2	3
17	с тем что	1	3
18	то что ребенок	1	3
19	на то что	3	3
20	оба эти момента	1	2
21	только потому что	1	2
22	этой точки зрения	2	2
23	и той же	3	2
24	в этом смысле	4	2
25	в силу того	1	2
26	и в этом	3	2
27	на первый план	1	2
28	того и другого	1	2
29	и то что	1	2
30	включает в себя	1	2
31	то что мы	2	2
32	не может быть	6	2
33	из которых каждый	1	2
34	вполне совпадает с	1	2
35	с этой точки	2	2
36	и вместе с	1	2
37	в свою очередь	2	2
38	само по себе	4	2
39	той или иной	1	2
40	одной и той	3	2
41	что иное как	8	1
42	и по характеру	1	1
43	один или несколько	1	1
44	должны сказать что	1	1
45	подобно тому как	4	1
46	так или иначе	1	1
47	это нисколько не	1	1
48	мы не могли	1	1
49	о том как	2	1
50	в этом случае	1	1
51	с точки зрения	9	1
52	переход от одного	1	1
53	момент во всем	1	1
54	как и все	2	1
55	этих моментов и	1	1
56	хотя бы и	2	1
57	сам по себе	2	1
58	есть в сущности	2	1
59	не имеет никакого	2	1
60	из того что	1	1
61	имеет в виду	1	1
62	ни в каком	4	1
63	что оно не	2	1
64	слияние общего и	1	1
65	точно так же	2	1
66	что каждая вещь	1	1
67	ту или иную	2	1
68	в области мышления	1	1
69	не по типу	2	1
70	сказать что в	1	1
71	же что и	3	1
72	во внимание что	1	1
73	всей нашей работы	1	1
74	не что иное	8	1
75	в данном случае	1	1
76	не только в	1	1
77	мы не знаем	1	1
78	и все его	1	1
79	тот же самый	1	1
80	он пришел к	1	1
81	и не могли	1	1
82	в каком случае	1	1
83	но только в	1	1
84	уходит своими корнями	1	1
85	есть не что	5	1
86	а вместе с	1	1
87	и как бы	1	1
88	по себе а	1	1
89	но тем не	1	1
90	лежащей в основе	1	1
91	связи с этим	1	1
92	мы должны сказать	1	1
93	ничего общего с	2	1
94	если бы мы	1	1
95	все равно будет	1	1
96	ни одна из	1	1
97	в течение всего	2	1
98	мы будем говорить	1	1
99	друг от друга	1	1
100	одна из этих	1	1
101	сама по себе	5	1
102	по условиям своего	1	1
103	о том каково	1	1
104	решает этот вопрос	1	1
105	с той или	1	1
106	равно будет ли	1	1
107	ничего принципиально нового	1	1
108	в конце концов	1	1
109	не мог не	1	1
