N	2gram	Tiupa_Vved_1	Problema
1	и в	13	44
2	вовсе не	1	37
3	и не	12	35
4	то есть	8	34
5	может быть	18	28
6	по себе	2	25
7	потому что	5	25
8	то что	6	23
9	в том	10	21
10	только в	6	19
11	а не	15	18
12	в этом	21	17
13	также и	4	16
14	если мы	1	16
15	для нас	2	16
16	сказать что	1	16
17	не только	20	14
18	и даже	1	14
19	то же	5	13
20	не в	6	13
21	но в	6	12
22	том что	7	12
23	той или	3	12
24	так что	1	12
25	не является	3	11
26	отнюдь не	7	10
27	так и	8	10
28	как и	11	10
29	тем не	3	10
30	не менее	4	10
31	у нас	1	10
32	в виду	1	10
33	но и	19	10
34	не имеет	2	9
35	в нем	5	9
36	и с	2	9
37	это не	6	9
38	и тем	2	9
39	в то	4	9
40	никак не	2	9
41	в его	4	9
42	что и	2	9
43	что он	1	9
44	в данном	13	9
45	как бы	4	9
46	же самое	1	9
47	таким образом	4	9
48	и от	2	9
49	во всяком	1	9
50	у гоголя	1	8
51	перед нами	6	8
52	в себе	5	8
53	он не	3	8
54	было бы	4	8
55	но это	3	8
56	как раз	2	8
57	связи с	1	8
58	как мы	3	8
59	здесь не	2	8
60	того что	6	8
61	или иной	3	8
62	а именно	1	8
63	что же	3	8
64	что мы	2	8
65	что в	3	8
66	мы не	4	7
67	в связи	1	7
68	на самом	4	7
69	все эти	1	7
70	мы должны	1	7
71	указывает на	1	7
72	данном случае	6	7
73	с ним	3	7
74	и что	1	7
75	с другой	5	7
76	уже не	5	7
77	еще и	1	7
78	не может	7	7
79	и потому	1	7
80	в целом	3	6
81	все же	6	6
82	и к	2	6
83	о том	5	6
84	и если	1	6
85	но если	1	6
86	но только	1	6
87	никогда не	4	6
88	можно сказать	4	6
89	и только	1	6
90	всяком случае	1	6
91	сами по	1	6
92	мы можем	2	6
93	такого рода	16	6
94	нет ничего	1	6
95	в виде	1	6
96	жизни и	7	6
97	едва ли	3	5
98	определенного рода	1	5
99	еще не	7	5
100	а только	1	5
101	что они	1	5
102	в своем	5	5
103	хотя и	7	5
104	в нашем	6	5
105	тоже не	2	5
106	с тем	1	5
107	и сам	1	5
108	точки зрения	1	5
109	в своей	5	5
110	тем самым	5	5
111	как о	2	5
112	и его	5	5
113	и вполне	1	5
114	и о	1	5
115	которое мы	1	5
116	в ней	4	5
117	крайней мере	1	5
118	с той	1	5
119	только на	1	5
120	то и	2	5
121	гораздо более	1	5
122	или даже	1	5
123	в конце	1	5
124	не было	2	5
125	по крайней	1	5
126	этом случае	1	5
127	так же	1	5
128	как в	4	5
129	да и	1	5
130	все это	1	5
131	собственно говоря	1	5
132	а в	6	5
133	другой стороны	2	5
134	в таком	1	5
135	таком случае	1	4
136	не что	1	4
137	что иное	1	4
138	он сам	1	4
