N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	8	42
2	том что	7	35
3	с помощью	1	31
4	в процессе	4	27
5	таким образом	12	25
6	в этом	22	24
7	точки зрения	19	24
8	в качестве	1	21
9	в мышлении	1	21
10	и в	29	20
11	что в	8	19
12	заключается в	1	18
13	в основе	4	17
14	то же	14	16
15	не только	15	15
16	то что	15	15
17	что они	1	14
18	как мы	4	13
19	в их	3	12
20	при этом	2	12
21	может быть	24	12
22	с другой	3	12
23	потому что	8	12
24	с точки	13	11
25	в его	24	11
26	так же	6	11
27	этого слова	1	11
28	в целом	6	11
29	мы должны	3	11
30	в истории	2	10
31	в себе	7	10
32	в отношении	2	10
33	того что	1	10
34	мы видим	2	10
35	только в	10	10
36	если мы	1	10
37	так как	6	10
38	и другие	1	9
39	могли бы	2	9
40	и как	7	9
41	как и	12	9
42	между тем	5	9
43	что и	4	9
44	тот же	2	9
45	другой стороны	3	9
46	но и	14	9
47	было бы	5	8
48	этом смысле	10	8
49	и что	2	8
50	и не	31	8
51	в результате	4	8
52	самом деле	6	7
53	в своей	8	7
54	они являются	1	7
55	с другом	1	7
56	могут быть	6	7
57	же самое	1	7
58	того чтобы	1	7
59	тем что	4	7
60	этом отношении	3	7
61	а не	22	7
62	что мы	1	7
63	как бы	19	7
64	друг с	2	7
65	же как	1	6
66	в самом	10	6
67	той же	5	6
68	и на	7	6
69	одно и	1	6
70	те же	2	6
71	мы видели	1	6
72	одного и	1	6
73	к одному	1	6
74	к тому	1	6
75	можно было	2	6
76	его в	6	6
77	что он	8	6
78	уже в	3	6
79	развития в	1	6
80	не может	12	6
81	такого рода	1	6
82	слово в	2	6
83	сказать что	3	6
84	мы уже	2	5
85	как в	6	5
86	с этим	2	5
87	все же	9	5
88	перед нами	5	5
89	и к	2	5
90	в действительности	1	5
91	все эти	9	5
92	это не	9	5
93	только не	1	5
94	и его	14	5
95	никогда не	3	5
96	так и	7	5
97	если бы	9	5
98	о том	1	5
99	говорит он	6	5
100	для того	1	5
101	в частности	1	5
102	слова и	1	5
103	тем же	1	4
104	в сущности	5	4
105	первый план	1	4
106	в своем	8	4
107	как уже	1	4
108	его к	2	4
109	в нашем	1	4
110	нами в	2	4
111	как он	1	4
112	и с	4	4
113	с этой	2	4
114	на первый	1	4
115	по сравнению	1	4
116	не в	7	4
117	тому что	3	4
118	одному и	1	4
119	представляется нам	2	4
120	что оно	2	4
121	роль в	1	4
122	и только	1	4
123	все время	2	4
124	словом и	1	4
125	только что	1	4
126	в сознании	2	4
127	является не	2	4
128	из них	1	4
129	это предположение	1	4
130	друг друга	3	4
131	во всей	2	4
132	в области	1	4
133	новые и	1	4
134	в смысле	2	4
135	и для	4	4
136	между ними	2	4
137	к этому	1	4
138	во всяком	5	4
