N	3gram	Bakhtin_Fr_7	Narrotol
1	в том что	3	8
2	о том что	1	6
3	по отношению к	2	6
4	в том числе	4	6
5	том числе и	2	4
6	и не в	1	4
7	в данном случае	1	4
8	к тому же	1	4
9	в этом отношении	2	3
10	и тем самым	1	3
11	то же время	9	3
12	в свою очередь	3	3
13	в то же	9	3
14	что иное как	1	2
15	более или менее	2	2
16	в том или	1	2
17	с точки зрения	3	2
18	можно было бы	2	2
19	тогда как в	1	2
20	в значительной степени	2	2
21	не что иное	1	2
22	в первом случае	1	2
23	не только в	1	2
24	в связи с	1	2
25	то есть в	4	2
26	на том свете	1	2
27	том или ином	1	2
28	здесь не в	1	2
29	на другой день	1	2
30	не в состоянии	1	1
31	по своей природе	1	1
32	а на другой	1	1
33	что в этом	1	1
34	прежде всего в	4	1
35	дело в том	2	1
36	на самом деле	1	1
37	а в историческом	1	1
38	в этом смысле	1	1
39	то же самое	1	1
40	в том же	1	1
41	пространства и времени	1	1
42	с таким же	1	1
43	не подлежит сомнению	1	1
44	картины мира и	1	1
45	в едином но	1	1
46	сам по себе	1	1
47	по аналогии с	1	1
48	из них в	1	1
49	до наших дней	1	1
50	но от этого	1	1
51	же время они	1	1
52	то что было	1	1
53	же время в	1	1
54	содержит в себе	1	1
55	дело не с	1	1
56	в году в	1	1
57	а также и	1	1
58	большую или меньшую	1	1
59	все то что	3	1
60	в свое время	2	1
61	и до наших	1	1
62	нового времени а	1	1
63	есть не что	1	1
64	но по существу	2	1
65	не имеет значения	1	1
66	так и в	3	1
67	ни для кого	1	1
68	и прежде всего	1	1
69	друг от друга	1	1
70	тем более что	1	1
71	есть прежде всего	1	1
72	как мы уже	1	1
73	в силу своей	1	1
74	оно и не	1	1
75	как и в	2	1
76	здесь как и	1	1
77	в отрыве от	2	1
78	как мы видели	4	1
