N	2gram	Vygotskiy__2	Hudozhes
1	и в	15	28
2	том что	27	19
3	в ее	1	18
4	и не	7	18
5	в том	33	15
6	а не	3	14
7	в этом	19	13
8	не в	8	13
9	о том	9	12
10	перед нами	2	11
11	не только	15	11
12	при этом	3	11
13	как и	6	11
14	в его	2	11
15	в себе	2	9
16	но и	10	9
17	так и	8	8
18	между тем	1	8
19	что он	12	8
20	в жизни	1	8
21	может быть	9	8
22	я не	1	7
23	по отношению	6	7
24	что она	3	7
25	состоит в	3	7
26	об этом	3	7
27	к тому	7	7
28	в частности	6	7
29	как это	6	7
30	и все	3	7
31	с ним	3	7
32	жизни в	1	7
33	отношению к	5	7
34	я и	1	6
35	в котором	2	6
36	то же	5	6
37	и с	4	6
38	в своей	4	6
39	тем что	2	6
40	казалось бы	8	6
41	для себя	3	6
42	если бы	8	6
43	сводится к	1	6
44	можно сказать	2	6
45	это не	5	6
46	а в	4	6
47	то что	20	6
48	с его	4	5
49	в этой	6	5
50	как в	4	5
51	в самом	11	5
52	что это	6	5
53	рядом с	1	5
54	в своем	9	5
55	у него	2	5
56	никогда не	8	5
57	ничего не	3	5
58	и его	4	5
59	она не	1	5
60	и сам	3	5
61	только на	1	5
62	одно из	1	5
63	для него	3	5
64	наряду с	2	5
65	как бы	7	5
66	да и	1	5
67	с ее	2	5
68	что в	14	5
69	но не	3	4
70	своей жизни	2	4
71	подобно тому	2	4
72	он не	7	4
73	в других	2	4
74	тому что	1	4
75	и о	1	4
76	того чтобы	12	4
77	в конечном	4	4
78	вслед за	1	4
79	что они	3	4
80	только в	4	4
81	в качестве	4	4
82	что и	2	4
83	как раз	4	4
84	для того	10	4
85	то и	1	4
86	не может	9	4
87	тому как	2	4
88	бы и	3	4
89	человека и	3	3
90	по преимуществу	1	3
91	едва ли	7	3
92	по его	1	3
93	и он	1	3
94	в ней	1	3
95	и на	1	3
96	столь же	2	3
97	всякий раз	2	3
98	со стороны	3	3
99	следующим образом	2	3
100	раз в	2	3
101	как он	6	3
102	в нем	1	3
103	можно было	5	3
104	что все	4	3
105	мы уже	6	3
106	с другими	3	3
107	было бы	10	3
108	в них	4	3
109	несмотря на	4	3
110	в этих	2	3
111	как о	1	3
112	на него	1	3
113	личности в	1	3
114	к себе	2	3
115	как только	2	3
116	же самое	2	3
117	и это	3	3
118	что у	3	3
119	когда в	2	3
120	к нему	1	3
121	одной из	3	3
122	деле не	1	3
123	и ее	3	3
124	с одной	7	3
125	для нас	4	3
126	конечном счете	4	3
127	в одном	2	3
128	что на	2	3
129	с другой	6	3
130	и тех	1	3
131	все время	3	3
132	а с	4	3
133	прежде всего	4	3
134	среди других	1	3
135	так же	4	3
136	противоречие с	1	3
137	одной стороны	7	3
138	все это	4	3
139	или в	3	3
140	по поводу	4	3
141	самом деле	6	3
142	все что	5	3
143	же как	2	2
144	и то	1	2
145	но тем	1	2
146	той же	2	2
147	который в	4	2
148	на пороге	1	2
149	не во	1	2
150	говорить о	2	2
151	а для	1	2
152	личности с	1	2
153	он сам	3	2
154	ответ на	1	2
155	более чем	1	2
156	все же	4	2
157	как уже	2	2
158	и к	6	2
159	но в	6	2
160	со своей	1	2
161	точкой зрения	1	2
162	та же	1	2
163	бы с	3	2
164	в нашем	1	2
165	из этих	4	2
166	тому же	1	2
167	роли в	2	2
