N	2gram	Vygotskiy__3	VeschiIm
1	не есть	3	49
2	не может	6	33
3	не только	6	31
4	может быть	13	29
5	и не	10	28
6	и в	25	26
7	то что	15	24
8	значит что	4	22
9	это значит	4	22
10	а не	1	20
11	не просто	1	18
12	в смысле	4	15
13	что она	5	14
14	только в	10	14
15	по себе	7	13
16	и что	10	13
17	того что	10	13
18	и то	2	12
19	есть не	1	12
20	все же	6	12
21	в себя	3	12
22	что это	5	12
23	было бы	10	12
24	но и	4	12
25	сказать что	4	12
26	таким образом	17	11
27	общения с	3	11
28	с нею	2	11
29	что же	1	11
30	то же	2	10
31	есть нечто	1	10
32	в ней	1	10
33	как бы	10	10
34	потому что	6	10
35	вещи как	1	10
36	уже не	2	10
37	что мы	7	10
38	предполагает что	1	9
39	бы то	1	9
40	в самом	3	9
41	то ни	1	9
42	и с	1	9
43	вещи не	1	9
44	в том	23	9
45	что не	1	9
46	прежде всего	4	9
47	ни было	2	9
48	что иное	1	8
49	с ее	5	8
50	иное как	1	8
51	в себе	2	8
52	на то	4	8
53	и это	4	8
54	но это	5	8
55	не что	1	8
56	также и	1	7
57	в этом	14	7
58	не будет	2	7
59	его в	3	7
60	с другими	2	7
61	том что	20	7
62	в то	4	7
63	что оно	4	7
64	указывает на	2	7
65	как с	4	7
66	в свете	2	7
67	и их	3	7
68	так как	12	7
69	как раз	1	7
70	есть и	2	7
71	что они	10	6
72	и как	5	6
73	но в	1	6
74	бы и	1	6
75	что является	2	6
76	точки зрения	6	6
77	но если	1	6
78	с ним	4	6
79	отличается от	3	6
80	можно было	6	6
81	ясно что	2	6
82	об имени	1	6
83	должно быть	2	6
84	и только	2	6
85	так что	2	6
86	если мы	3	6
87	для него	5	6
88	но что	1	6
89	относится к	1	6
90	в результате	3	6
91	что в	17	6
92	того же	6	5
93	и до	1	5
94	в сущности	1	5
95	на себя	2	5
96	в чем	2	5
97	но не	6	5
98	отнюдь не	4	5
99	вообще не	1	5
100	с тем	16	5
101	не в	6	5
102	тем не	5	5
103	в отношении	6	5
104	не менее	6	5
105	одна из	2	5
106	только и	1	5
107	у нас	1	5
108	для себя	1	5
109	свою очередь	2	5
110	в ее	1	5
111	если бы	5	5
112	для этого	2	5
113	другими словами	1	5
114	еще не	4	5
115	или не	1	5
116	что для	1	5
117	ни на	2	5
118	с этой	3	5
119	и для	2	5
120	а в	4	5
121	в свою	3	5
122	собственном смысле	6	4
123	мы не	9	4
124	как понятие	1	4
125	так чтобы	1	4
126	во всех	1	4
127	независимо от	4	4
128	с этим	4	4
129	в своем	4	4
130	однако не	1	4
131	с чем	1	4
132	же не	1	4
133	не предполагает	1	4
134	как и	15	4
135	вещи в	1	4
136	с точки	1	4
137	и более	1	4
138	можно ли	2	4
139	слово и	1	4
140	должен быть	1	4
141	о том	5	4
142	с другой	6	4
143	что и	10	4
144	этот вопрос	3	4
145	то и	4	4
146	из них	4	4
147	тем что	8	4
148	и даже	1	4
149	но имя	1	4
150	когда я	1	4
151	и потому	2	4
152	в данном	1	4
153	быть не	1	4
154	с полной	1	4
155	и все	4	4
156	от того	4	4
157	между ними	3	4
158	оно не	2	4
159	сам по	1	3
160	в чисто	2	3
161	к другому	2	3
162	отношения к	1	3
163	с в	1	3
164	мы имеем	4	3
165	бы что	4	3
166	вопрос о	1	3
167	ее имя	1	3
168	из того	2	3
169	более или	1	3
170	общение между	1	3
171	как оно	3	3
172	в нем	2	3
173	в понятии	5	3
174	подобно тому	1	3
175	на этом	3	3
176	могла бы	1	3
177	понятие не	2	3
178	в жизни	3	3
179	несмотря на	1	3
180	нисколько не	1	3
181	или менее	3	3
182	в своей	2	3
183	все это	6	3
184	их в	3	3
185	и другое	5	3
186	тогда когда	4	3
187	в основе	16	3
188	в уме	1	3
189	само по	2	3
190	того чтобы	8	3
191	этот тип	3	3
192	или как	1	3
193	к ней	1	3
194	ему не	1	3
195	сущности как	1	3
196	к тому	4	3
197	вещей в	1	3
198	без всякого	1	3
199	в собственном	6	3
200	и сам	3	3
201	понимание и	1	3
202	так и	5	3
203	к появлению	1	3
204	и вообще	1	3
205	если это	1	3
206	один из	6	3
207	мы видим	3	3
208	тот же	2	3
209	что он	6	3
210	но как	3	3
211	без этого	2	3
212	сама по	1	3
213	мы находим	1	3
214	в одном	2	3
215	отношение к	1	3
216	никогда не	4	3
217	а с	3	3
218	вместе с	14	3
219	в той	1	3
220	тому как	2	3
221	да и	1	3
222	вещь имеет	1	3
223	к данной	1	3
224	бы в	2	3
225	хотя бы	1	3
226	отношении но	2	2
227	по законам	1	2
228	от этого	6	2
229	в сфере	2	2
230	как это	7	2
231	переход от	3	2
232	мы получили	3	2
233	тем же	4	2
234	ту же	1	2
235	из его	1	2
236	мы уже	5	2
237	той же	4	2
238	элементы и	1	2
239	как мы	8	2
240	человека и	5	2
241	оба эти	3	2
242	с но	1	2
243	мы будем	2	2
244	а только	1	2
245	истине и	1	2
246	наряду с	3	2
247	как в	9	2
248	когда он	3	2
249	и понимания	1	2
250	то в	3	2
251	себе как	1	2
252	так или	1	2
253	выражение в	1	2
254	приводит к	4	2
255	остановиться на	3	2
256	только один	1	2
257	но ведь	1	2
258	он не	4	2
259	о которой	1	2
260	для того	7	2
261	в силу	6	2
262	необходимые для	1	2
263	и этот	1	2
264	но все	2	2
265	а затем	1	2
266	свое имя	1	2
267	и может	2	2
268	различие между	1	2
269	об этом	2	2
270	на этой	5	2
271	от одного	2	2
272	и тем	1	2
273	только одно	1	2
274	ни в	9	2
275	это общение	1	2
276	все равно	1	2
277	в слове	1	2
278	не мог	4	2
279	не указывает	1	2
280	понимания и	1	2
281	и эти	2	2
282	тому что	2	2
283	но они	2	2
284	на него	1	2
285	но только	3	2
286	для всего	2	2
287	как она	3	2
288	и его	2	2
289	ничто не	1	2
290	вещи так	1	2
291	не потому	1	2
292	исходить из	1	2
293	быть совершенно	1	2
294	данном случае	1	2
295	об отношении	2	2
296	говорили что	2	2
297	степени и	1	2
298	отвлеченного понятия	1	2
299	мог бы	4	2
300	том как	1	2
301	является в	3	2
302	находится в	2	2
303	в виду	1	2
304	на вопрос	1	2
305	как ее	1	2
306	не стоит	2	2
307	может не	1	2
308	и во	2	2
309	заключается в	9	2
310	не уничтожается	1	2
311	подходит к	2	2
312	тот момент	1	2
313	и существенным	1	2
314	обе эти	3	2
315	что только	1	2
316	мы подходим	1	2
317	в качестве	12	2
318	можно выразить	1	2
319	взаимное понимание	4	2
320	моментов в	2	2
321	мы можем	7	2
322	не случайно	1	2
323	не говорит	1	2
324	о которых	1	2
325	или иначе	2	2
326	превращается в	1	2
327	может ли	2	2
328	ничем не	1	2
329	понимания между	3	2
330	в частности	4	2
331	какого бы	1	2
332	который мы	2	2
333	мы говорили	4	2
334	и след	1	2
335	первый тип	1	2
336	нечто совершенно	1	2
337	кроме того	1	2
338	взаимного понимания	8	2
339	привело бы	1	2
340	есть уже	1	2
341	к ее	1	2
342	от всех	2	2
343	это так	2	2
344	в своих	2	2
345	так же	17	2
346	во всяком	4	2
347	этой точки	2	2
348	равным образом	2	1
349	же как	6	1
350	словом как	2	1
351	с предметами	1	1
352	ли оно	5	1
353	непосредственного отношения	1	1
354	только потому	2	1
355	своей основной	1	1
356	и какова	1	1
357	мы имели	4	1
358	же по	1	1
359	эти момента	2	1
360	между двумя	2	1
361	он требует	1	1
362	к абстрактному	1	1
363	что эти	3	1
364	выражается в	1	1
365	все те	1	1
366	едва ли	2	1
367	действительности и	1	1
368	с таким	1	1
369	в зависимости	5	1
370	уже по	2	1
371	метода является	2	1
372	бы уже	1	1
373	хотя сам	1	1
374	которую мы	5	1
375	в которой	1	1
376	что уже	1	1
377	к новой	1	1
378	именно к	1	1
379	очертаний и	1	1
380	но по	2	1
381	наличие в	1	1
382	каком случае	1	1
383	время как	4	1
384	уже в	7	1
385	и иначе	1	1
386	не иметь	3	1
387	и на	6	1
388	между собой	13	1
389	первый план	2	1
390	именно для	1	1
391	всего этого	1	1
392	с его	2	1
393	видим таким	1	1
394	ними в	1	1
395	говорит нам	1	1
396	то мы	1	1
397	том основании	1	1
398	относится ли	1	1
399	смысле мы	1	1
400	одном и	1	1
401	с трудом	1	1
402	если в	3	1
403	вещей если	1	1
404	совершенно ясно	2	1
405	в наиболее	1	1
406	отличие от	6	1
407	впервые и	1	1
408	мы теперь	1	1
409	это или	1	1
410	и речи	20	1
411	и чем	1	1
412	форме и	1	1
413	которые не	4	1
414	мы наметили	1	1
415	эта связь	1	1
416	имени так	1	1
417	что как	2	1
418	перед нами	10	1
419	далее как	1	1
420	хотя и	2	1
421	только тому	1	1
422	и к	5	1
423	самом начале	1	1
424	это определение	1	1
425	но просто	1	1
426	и выражается	1	1
427	еще на	1	1
428	бы с	2	1
429	отличной от	2	1
430	все эти	7	1
431	чем бы	1	1
432	различия и	1	1
433	в этой	5	1
434	однако как	1	1
435	имеет никакого	1	1
436	зависимости от	6	1
437	тому же	1	1
438	как он	3	1
439	но на	3	1
440	научного исследования	1	1
441	знания в	1	1
442	главным образом	2	1
443	при этом	5	1
444	он ни	1	1
445	отказа от	1	1
446	чтобы они	1	1
447	момента в	2	1
448	же существует	1	1
449	и совершенно	1	1
450	функции и	2	1
451	к одному	5	1
452	не как	3	1
453	выразить и	1	1
454	том чтобы	1	1
455	быть с	1	1
456	одной и	2	1
457	бы оно	1	1
458	понятия это	1	1
459	и по	5	1
460	будем говорить	1	1
461	одному и	1	1
462	однако в	2	1
463	мышление не	1	1
464	именно это	2	1
465	конечно в	2	1
466	разница между	1	1
467	того или	2	1
468	их готовыми	1	1
469	может стать	1	1
470	которая как	1	1
471	но нам	1	1
472	в это	1	1
473	в них	2	1
474	всегда и	1	1
475	которая носит	1	1
476	же самый	1	1
477	она была	1	1
478	и того	4	1
479	со всей	2	1
480	одного и	4	1
481	на первый	2	1
482	нужно чтобы	1	1
483	этом случае	1	1
484	нас не	1	1
485	и данные	1	1
486	или гортани	1	1
487	данное лицо	1	1
488	представить себе	1	1
489	в котором	3	1
490	представление о	1	1
491	в отличие	6	1
492	от его	1	1
493	результате этого	1	1
494	этой стадии	5	1
495	поэтому в	2	1
496	этих моментов	2	1
497	слово для	1	1
498	и закон	1	1
499	что было	1	1
500	тем самым	2	1
501	понятии и	1	1
502	не могли	3	1
503	даже в	1	1
504	было но	1	1
505	этого мало	1	1
506	нас к	2	1
507	это является	1	1
508	и очень	1	1
509	раз и	1	1
510	чистом виде	1	1
511	что эта	1	1
512	что с	4	1
513	имеет свое	2	1
514	они совершенно	1	1
515	же самую	1	1
516	дело не	1	1
517	не имеет	1	1
518	говорят и	1	1
519	и внутренней	4	1
520	вещей на	1	1
521	это еще	1	1
522	о природе	1	1
523	при современном	1	1
524	явление в	1	1
525	по своей	7	1
526	связанными между	2	1
527	и является	1	1
528	сводится к	1	1
529	так называемый	1	1
530	эти три	1	1
531	до того	1	1
532	уже и	1	1
533	и делает	1	1
534	в каком	2	1
535	с другом	5	1
536	и оно	1	1
537	является то	7	1
538	нам станет	1	1
539	и пока	1	1
540	в общую	1	1
541	поэтому не	1	1
542	не могут	4	1
543	могут быть	5	1
544	указать на	1	1
545	для обозначения	2	1
546	его значение	1	1
547	отличное от	1	1
548	даже когда	1	1
549	ничего общего	3	1
550	самостоятельно и	1	1
551	всегда в	1	1
552	в применении	1	1
553	они стали	2	1
554	им в	3	1
555	в конце	1	1
556	основной закон	1	1
557	на основе	22	1
558	только при	2	1
559	и от	2	1
560	и внутреннее	1	1
561	только не	1	1
562	тождественную с	1	1
563	уже с	1	1
564	с самого	6	1
565	то время	4	1
566	в пределах	1	1
567	смысле но	1	1
568	на том	3	1
569	до самого	1	1
570	в живых	1	1
571	они могут	1	1
572	что у	1	1
573	достаточно чтобы	1	1
574	в другом	1	1
575	к исследованию	1	1
576	а этот	1	1
577	здесь как	1	1
578	естествознания и	1	1
579	их применения	1	1
580	подойти к	1	1
581	когда в	3	1
582	именно этот	1	1
583	вещей с	1	1
584	быть может	1	1
585	или иной	3	1
586	образ или	1	1
587	уже сейчас	1	1
588	связанное с	2	1
589	языка или	1	1
590	из основных	3	1
591	о нем	1	1
592	и активно	1	1
593	следовательно ни	1	1
594	основание и	1	1
595	говорит об	2	1
596	за пределами	1	1
597	таким же	2	1
598	последнего времени	1	1
599	и который	1	1
600	а также	2	1
601	в единую	1	1
602	из ряда	1	1
603	понятие и	2	1
604	как наиболее	1	1
605	связанной с	1	1
606	существующего между	1	1
607	к истине	1	1
608	связь между	4	1
609	язык и	1	1
610	и всякая	1	1
611	нуждается в	1	1
612	необходимо должна	1	1
613	на одном	1	1
614	с любым	1	1
615	вслед за	3	1
616	а именно	1	1
617	на отдельные	1	1
618	к которому	3	1
619	этом смысле	2	1
620	этот метод	2	1
621	одного из	2	1
622	говорили выше	2	1
623	в какой	4	1
624	но ни	1	1
625	к комплексу	1	1
626	которым оно	1	1
627	которое мы	1	1
628	несколько подробнее	1	1
629	же типа	2	1
630	объединены между	1	1
631	деле не	1	1
632	никак нельзя	1	1
633	на несколько	1	1
634	тот или	1	1
635	с одной	5	1
636	образом что	2	1
637	где они	2	1
638	для всех	1	1
639	существенным и	1	1
640	этого третьего	1	1
641	не имеющие	2	1
642	не можем	3	1
643	и у	6	1
644	так можно	1	1
645	современном состоянии	1	1
646	существенное для	1	1
647	оно в	1	1
648	в виде	3	1
649	в начале	2	1
650	является не	2	1
651	при помощи	1	1
652	зрения на	2	1
653	очевидно что	1	1
654	структуры и	1	1
655	всяком случае	4	1
656	слова в	2	1
657	сами по	3	1
658	вовсе не	1	1
659	признаков и	1	1
660	подходим к	1	1
661	не о	1	1
662	как его	1	1
663	у него	1	1
664	общения и	1	1
665	к той	2	1
666	и вместе	2	1
667	бы это	1	1
668	в очень	1	1
669	понятие в	4	1
670	один в	1	1
671	реальных вещей	1	1
672	только у	1	1
673	до сих	1	1
674	перестают быть	1	1
675	не обязательно	1	1
676	абстрактная и	1	1
677	которых мы	2	1
678	больше того	1	1
679	к которым	4	1
680	вопроса но	1	1
681	но о	1	1
682	говорит о	1	1
683	те кто	1	1
684	одной стороны	5	1
685	понимание между	2	1
686	и самый	1	1
687	так это	1	1
688	как ни	1	1
689	же точно	3	1
690	соответствует реальному	1	1
691	вещи однако	1	1
692	без которых	1	1
693	он становится	1	1
694	с которым	1	1
695	уже давно	1	1
696	раньше всего	2	1
697	что каждый	2	1
698	или по	1	1
699	из которых	5	1
700	сама же	1	1
701	имеет конечно	1	1
702	той и	1	1
703	они принципиально	1	1
704	смысле этого	4	1
705	применении к	1	1
706	и основной	2	1
707	от каждой	1	1
708	по существу	1	1
709	друг с	5	1
710	и другой	1	1
711	в состоянии	1	1
712	распадается на	3	1
713	к проблеме	2	1
714	мы сказали	1	1
715	в изучении	2	1
716	или другого	2	1
717	этого слова	4	1
718	но реально	1	1
719	и формы	1	1
720	слова и	6	1
721	и тому	1	1
722	выше что	1	1
723	в любом	1	1
724	этим последним	2	1
725	сих пор	1	1
726	заставляет нас	1	1
727	этого метода	3	1
728	в так	1	1
729	стоит только	1	1
730	не знаем	1	1
731	но для	1	1
732	к другим	2	1
733	понятий и	7	1
734	абстрактное понятие	1	1
735	на одной	1	1
736	вообще говоря	2	1
737	этот образ	1	1
738	не является	8	1
739	этого понимания	1	1
740	это можно	1	1
741	или в	2	1
742	имеет дело	2	1
743	знаков и	1	1
744	о котором	2	1
745	лишь как	1	1
746	с уже	2	1
747	или нет	1	1
748	вообще в	1	1
749	конце концов	1	1
750	мы должны	6	1
751	ибо в	1	1
752	также не	1	1
753	на более	1	1
754	с ней	3	1
755	себя уже	2	1
756	другой стороны	3	1
757	понятие эти	1	1
758	дело с	3	1
759	это положение	2	1
760	по одному	1	1
761	мы увидим	4	1
762	понятие как	2	1
763	в действительности	1	1
764	вещь которая	1	1
765	образ в	1	1
766	своей части	1	1
767	и эта	2	1
768	это понятие	1	1
769	быть самой	1	1
770	они относятся	1	1
771	к этому	3	1
772	думать что	1	1
773	в таком	2	1
774	которая не	4	1
