N	2gram	Losev_Dial_3	Problema
1	и не	27	28
2	то есть	1	27
3	не только	23	24
4	только в	5	23
5	в виде	8	22
6	вовсе не	13	21
7	и в	24	20
8	в том	5	20
9	ни в	9	17
10	не просто	18	16
11	все эти	3	16
12	то что	14	15
13	потому что	7	15
14	точки зрения	25	14
15	у нас	4	14
16	той или	2	14
17	было бы	5	14
18	но и	9	14
19	также и	2	13
20	перед нами	3	13
21	не в	3	13
22	даже и	7	13
23	или иной	4	13
24	в себе	2	12
25	том что	8	12
26	не есть	54	12
27	с точки	14	11
28	по себе	20	11
29	прежде всего	8	11
30	едва ли	1	10
31	отнюдь не	10	10
32	тем не	10	10
33	и его	5	10
34	не менее	11	10
35	так и	5	10
36	в качестве	1	10
37	при помощи	3	10
38	это значит	24	10
39	есть нечто	23	9
40	в этом	8	9
41	может быть	13	9
42	и даже	13	9
43	все это	6	9
44	но в	2	8
45	содержит в	1	8
46	таким образом	13	8
47	если бы	6	8
48	значит что	24	8
49	что он	13	8
50	в результате	1	8
51	и все	6	8
52	во всяком	2	8
53	то же	6	7
54	мы не	5	7
55	в ней	2	7
56	еще не	2	7
57	и с	6	7
58	ясно что	7	7
59	это не	4	7
60	здесь не	1	7
61	хотя бы	4	7
62	и тем	2	7
63	есть в	3	7
64	с другой	4	7
65	именно в	2	7
66	сказать что	4	7
67	а не	26	7
68	и потому	2	7
69	сам по	5	6
70	есть не	9	6
71	мы имеем	1	6
72	а только	1	6
73	только при	1	6
74	при этом	2	6
75	всех этих	1	6
76	об этом	6	6
77	как и	7	6
78	в данном	2	6
79	но если	6	6
80	и без	3	6
81	по крайней	5	6
82	в каком	3	6
83	же самое	1	6
84	в виду	7	6
85	и вообще	2	6
86	крайней мере	5	6
87	так что	8	6
88	по своему	1	6
89	но это	5	6
90	и от	3	6
91	для нас	2	6
92	другой стороны	2	6
93	в таком	14	6
94	на самом	1	5
95	но не	2	5
96	хотя и	5	5
97	и если	2	5
98	в нем	3	5
99	да и	1	5
100	в них	5	5
101	в этих	1	5
102	и очень	1	5
103	только и	2	5
104	когда мы	2	5
105	и о	3	5
106	в ее	1	5
107	данном случае	1	5
108	о том	6	5
109	можно сказать	1	5
110	и можно	2	5
111	жизни и	5	5
112	уже не	5	5
113	если мы	1	5
114	так как	6	5
115	случае не	3	5
116	здесь в	1	5
117	то и	3	5
118	миф есть	12	5
119	не может	19	5
120	вместе с	1	5
121	так же	4	5
122	в смысле	2	5
123	не существует	10	5
124	или в	2	5
125	и ни	3	5
126	и т	24	4
127	живое существо	2	4
128	это и	7	4
129	но даже	3	4
130	что его	5	4
131	без всякого	1	4
132	кроме того	6	4
133	и есть	16	4
134	и наконец	1	4
135	нет никакой	4	4
136	что она	9	4
137	несмотря на	2	4
138	бесконечное количество	1	4
139	всяком случае	2	4
140	в одном	1	4
141	в отношении	1	4
142	тем самым	3	4
143	отличается от	8	4
144	не имеет	11	4
145	только не	10	4
146	в самой	1	4
147	ни о	3	4
148	нет ни	2	4
149	всегда есть	5	4
150	жизнь и	4	4
151	с ним	1	4
152	никак не	2	4
153	и во	2	4
154	во всех	1	4
155	и только	6	4
156	тем более	3	4
157	одной из	1	4
158	и ее	3	4
159	что не	5	4
160	уже давно	1	4
161	с этим	3	4
162	как бы	3	4
163	однако не	2	4
164	как раз	7	4
165	тех или	2	4
166	и для	2	4
167	бы даже	1	4
168	же в	2	4
169	а в	2	4
170	в то	5	4
171	самом деле	6	3
172	в зависимости	2	3
173	и этот	1	3
174	но она	3	3
175	то это	9	3
176	в каждой	1	3
177	и на	3	3
178	он был	1	3
179	коем случае	3	3
180	но как	2	3
181	тут же	1	3
182	чем же	1	3
183	в истории	4	3
184	же и	2	3
185	в своем	3	3
186	и к	5	3
187	идея и	1	3
188	бы и	1	3
189	учение о	8	3
190	имеем в	1	3
191	вообще не	2	3
192	т д	23	3
193	или иных	1	3
194	но все	1	3
195	того или	3	3
196	из них	3	3
197	все равно	2	3
198	как это	5	3
199	связи с	1	3
200	нет никакого	7	3
201	если и	1	3
202	вплоть до	1	3
203	трактуется как	1	3
204	как о	4	3
205	дело не	1	3
206	и сама	5	3
207	мы все	1	3
208	можно ли	5	3
209	казалось бы	1	3
210	в коем	3	3
211	имеем дело	1	3
212	и является	2	3
213	уже и	3	3
214	зависимости от	3	3
215	к тому	4	3
216	образы и	1	3
217	как мы	2	3
218	другими словами	7	3
219	нечто целое	1	3
220	не выходит	1	3
221	все в	1	3
222	к нему	3	3
223	в его	2	3
224	что и	6	3
225	абстрактного понятия	1	3
226	всякого рода	1	3
227	то для	1	3
228	даже если	2	3
229	не мешает	2	3
230	конечно не	4	3
231	а это	1	3
232	только к	2	3
233	не так	1	3
234	для него	4	3
235	себе и	1	3
236	мы можем	1	3
237	тем что	3	3
238	само собой	1	3
239	для того	3	3
240	не было	3	3
241	были бы	1	3
242	еще и	2	3
243	если не	3	3
244	в связи	1	3
245	нет ничего	9	3
246	о себе	2	3
247	ни на	3	3
248	независимо от	1	3
249	из которых	3	3
250	или иного	2	3
251	а если	3	3
252	это есть	8	3
253	и более	1	3
254	что мы	8	3
255	в условиях	2	3
256	понятия и	2	3
257	сознания и	4	3
258	и как	8	3
259	в мифе	13	3
260	не говоря	2	3
261	совершенно не	2	3
262	из этого	2	3
263	что в	7	3
264	точно так	2	3
265	которая не	1	3
266	чтобы не	1	2
267	и то	4	2
268	или к	2	2
269	сразу и	1	2
270	по преимуществу	1	2
271	и больше	4	2
272	уже по	2	2
273	ни взяли	1	2
274	и мифа	1	2
275	всякая вещь	1	2
276	в которой	1	2
277	космоса и	1	2
