N	3gram	Voloshinov_1	StatiiOP
1	в том что	3	16
2	в этом отношении	3	9
3	том что он	1	5
4	до сих пор	8	5
5	для того чтобы	3	5
6	к тому что	1	5
7	так же как	2	3
8	с другой стороны	5	3
9	во всяком случае	2	3
10	с самого начала	4	3
11	вопрос о том	2	3
12	свое выражение в	2	2
13	в одной из	1	2
14	с точки зрения	20	2
15	сами по себе	1	2
16	в отличие от	5	2
17	бы то ни	8	2
18	совершенно так же	1	2
19	в значительной степени	1	2
20	то ни было	8	2
21	более или менее	1	2
22	так и в	1	2
23	не только не	1	2
24	в самом деле	9	2
25	но все же	3	2
26	с тем что	1	2
27	тем не менее	2	2
28	но кроме того	1	1
29	а между тем	1	1
30	точка зрения на	1	1
31	пр но и	1	1
32	и в результате	1	1
33	с громадным трудом	1	1
34	и пр но	1	1
35	одним и тем	1	1
36	между прочим и	1	1
37	и для самого	1	1
38	на самом деле	1	1
39	в настоящее время	6	1
40	в этом смысле	2	1
41	с этим не	1	1
42	что и для	1	1
43	что же касается	1	1
44	следует сказать что	1	1
45	бы ни была	1	1
46	в котором мы	1	1
47	на этот вопрос	3	1
48	и в другом	1	1
49	почти ничего не	1	1
50	и пр в	3	1
51	что почти все	1	1
52	ни о каком	1	1
53	в чем же	2	1
54	и тем же	1	1
55	себе отчет в	2	1
56	в высшей степени	3	1
57	в конце концов	3	1
58	все это и	1	1
59	так или иначе	1	1
60	одни и те	5	1
61	в связи с	7	1
62	их точки зрения	1	1
63	слово должно было	1	1
64	тем что в	1	1
65	вместо того чтобы	1	1
66	духе как он	1	1
67	по отношению к	2	1
68	совершенно независимо от	2	1
69	то же время	3	1
70	с их точки	1	1
71	каких бы то	3	1
72	о том каким	1	1
73	в свою очередь	2	1
74	в этом случае	3	1
75	ничего общего с	2	1
76	и речи о	1	1
77	как бы ни	1	1
78	в этом вопросе	2	1
79	не могло в	1	1
80	в данном отношении	1	1
81	и те же	5	1
82	в то же	3	1
83	и быть не	1	1
84	в том числе	2	1
85	тем же языком	1	1
86	и вся история	1	1
87	таким образом в	1	1
88	иначе и быть	1	1
89	в отношении к	4	1
90	быть не могло	1	1
91	как мы видели	1	1
