N	2gram	Vygotskiy__5	PoTuStor
1	может быть	11	17
2	и в	30	16
3	в этом	14	9
4	таким образом	20	9
5	и только	3	9
6	мы можем	7	9
7	прежде всего	4	9
8	и с	2	8
9	точки зрения	7	8
10	и его	6	8
11	не может	9	8
12	совершенно не	6	8
13	с его	2	7
14	не только	16	7
15	в сознание	1	7
16	сказать что	9	7
17	самом деле	8	6
18	конечно не	1	6
19	при этом	8	6
20	с точки	2	6
21	в бессознательное	1	6
22	и это	8	6
23	для него	3	6
24	и к	4	6
25	еще не	5	5
26	в чем	1	5
27	отношение к	1	5
28	все эти	2	5
29	сознание и	1	5
30	что такое	1	5
31	только для	1	5
32	ни в	3	5
33	по фрейду	1	5
34	нуждается в	1	5
35	в него	4	5
36	как бы	19	5
37	на самом	2	4
38	и ее	1	4
39	и на	3	4
40	и наконец	3	4
41	но в	5	4
42	в этой	5	4
43	в нем	7	4
44	и может	1	4
45	в один	1	4
46	все это	2	4
47	самого начала	3	4
48	бессознательного и	1	4
49	как мы	5	4
50	с ее	1	4
51	с самого	3	4
52	так и	3	4
53	но мы	2	4
54	можно сказать	2	4
55	в его	4	4
56	с ними	1	4
57	только в	5	4
58	и их	1	4
59	так как	9	4
60	и даже	2	4
61	но и	6	4
62	и не	6	4
63	и все	4	4
64	хотя бы	3	4
65	все что	1	4
66	отношения к	2	3
67	едва ли	2	3
68	во всех	2	3
69	и есть	5	3
70	и как	7	3
71	учение о	1	3
72	чувств и	4	3
73	на две	1	3
74	и теперь	1	3
75	и вот	2	3
76	их в	1	3
77	на этом	6	3
78	на этой	1	3
79	этом смысле	2	3
80	том что	21	3
81	во время	1	3
82	сих пор	5	3
83	в одном	2	3
84	по крайней	1	3
85	в основе	7	3
86	до сих	5	3
87	чем не	2	3
88	и оно	1	3
89	к себе	1	3
90	по сравнению	4	3
91	представлений и	1	3
92	на язык	1	3
93	в конечном	1	3
94	крайней мере	1	3
95	в том	27	3
96	только на	4	3
97	мы знаем	2	3
98	полагаем что	1	3
99	в области	1	3
100	и др	1	3
101	вместе с	12	3
102	и потому	5	3
103	как это	7	3
104	сравнению с	4	3
105	могут быть	8	3
106	что в	24	3
107	в этих	3	3
108	и бессознательное	1	3
109	а в	4	3
110	то что	37	3
111	между ними	2	3
112	жизни и	6	3
113	во всяком	1	3
114	ту же	2	2
115	нем нет	1	2
116	же как	2	2
117	нам кажется	2	2
118	этой теории	2	2
119	в самом	14	2
120	мы уже	6	2
121	мы не	3	2
122	и о	3	2
123	того же	2	2
124	и говорить	1	2
125	на них	1	2
126	между собой	2	2
127	из этих	3	2
128	совсем не	2	2
129	но как	1	2
130	конечном счете	1	2
131	нет и	1	2
132	меньше всего	3	2
133	с этим	2	2
134	что это	8	2
135	он не	3	2
136	то же	7	2
137	по своему	1	2
138	на протяжении	1	2
139	и мы	16	2
140	было бы	5	2
141	в жизни	1	2
142	кажется что	1	2
143	в них	4	2
144	как и	6	2
145	между собою	1	2
146	на первый	2	2
147	в своей	4	2
148	почти не	2	2
149	все и	1	2
150	знаем что	2	2
151	и вся	3	2
152	этих трех	1	2
153	не менее	1	2
154	можем теперь	1	2
155	никогда не	9	2
156	сводится к	5	2
157	здесь же	1	2
158	что на	3	2
159	в каком	3	2
160	все то	2	2
161	не могут	3	2
162	и всех	1	2
163	что оно	6	2
164	как не	1	2
165	и этим	1	2
166	только то	1	2
167	быть может	1	2
168	для этого	9	2
169	и вообще	1	2
170	находится в	2	2
171	о том	10	2
172	другими словами	1	2
173	для нас	3	2
174	что и	3	2
175	один из	5	2
176	сделать это	1	2
177	мы видим	8	2
178	что он	17	2
179	и действительно	1	2
180	и так	2	2
181	поэтому и	1	2
182	всех его	1	2
183	не можем	4	2
184	если мы	16	2
185	в начале	1	2
186	за счет	1	2
187	в душе	2	2
188	у него	3	2
189	и т.п	1	2
190	себя и	2	2
191	что не	1	2
192	смерти но	1	2
193	его все	1	2
194	что мы	11	2
195	в одно	1	2
196	с помощью	2	2
197	в частности	4	2
198	так же	13	2
199	ненависть к	1	2
200	чувства и	5	2
201	к следующему	2	2
202	с этой	2	2
203	но это	1	2
204	и таким	2	2
205	это последнее	1	2
206	и для	6	2
207	не существует	3	2
208	не есть	4	2
209	это делает	2	2
210	не знает	2	2
211	эмоций и	5	2
212	к этому	3	2
213	можно назвать	1	2
214	влечения и	1	1
215	пути своего	1	1
216	отношении и	1	1
217	все остальное	1	1
218	и то	9	1
219	он может	1	1
220	шаг за	1	1
221	других областей	1	1
222	это и	2	1
223	свое отношение	1	1
224	черты своего	1	1
225	фрейд правда	1	1
226	когда человек	1	1
227	что эти	2	1
228	процессы и	1	1
229	каком отношении	2	1
230	и могут	1	1
231	полагает что	3	1
232	мы имеем	8	1
233	которой скрывается	1	1
234	что между	2	1
235	что если	6	1
236	вопрос о	3	1
237	на место	1	1
238	ли у	1	1
239	другую и	1	1
240	рая и	1	1
241	из того	3	1
242	конечно и	1	1
243	зависимости от	7	1
244	в ней	4	1
245	он был	2	1
246	как один	1	1
247	первый план	3	1
248	иное как	2	1
249	столь же	1	1
250	этим не	1	1
251	основано на	1	1
252	их так	1	1
253	чем это	3	1
254	но не	7	1
255	отказ от	1	1
256	и три	1	1
257	с самой	1	1
258	энергии и	3	1
259	с совершенно	2	1
260	вступают в	1	1
261	мы сейчас	3	1
262	и теряет	2	1
263	что они	5	1
264	к сожалению	1	1
265	для объяснения	1	1
266	в течение	2	1
267	в центре	2	1
268	общего с	1	1
269	от содержания	1	1
270	дает нам	1	1
271	как нам	1	1
272	все же	7	1
273	образом с	1	1
274	хотя и	1	1
275	когда он	5	1
276	что по	2	1
277	но несмотря	1	1
278	не являются	1	1
279	свой круг	1	1
280	может допустить	1	1
281	организма на	1	1
282	увидим что	9	1
283	чувствами и	1	1
284	этой цели	1	1
285	от этого	1	1
286	тон и	1	1
287	в ужас	1	1
288	психологии и	1	1
289	аффектов с	2	1
290	уже не	1	1
291	та же	1	1
292	точку зрения	1	1
293	под ним	1	1
294	ни один	2	1
295	аффектов в	3	1
296	в нашем	2	1
297	или во	1	1
298	не сделал	1	1
299	один план	2	1
300	как он	2	1
301	жизнь как	1	1
302	имеем в	1	1
303	во многих	1	1
304	по мнению	6	1
305	как основа	1	1
306	на его	3	1
307	что она	6	1
308	быть поняты	1	1
309	главным образом	1	1
310	по самому	2	1
311	время и	1	1
312	но именно	1	1
313	с принципом	1	1
314	единство в	1	1
315	именно то	4	1
316	есть та	1	1
