N	2gram	Vygotskiy__5	StatiiOP
1	и в	30	29
2	том что	21	27
3	в том	27	27
4	в этом	14	21
5	не только	16	19
6	но и	6	19
7	что в	24	19
8	о том	10	17
9	в трагедии	15	17
10	в его	4	13
11	что он	17	13
12	у пушкина	1	12
13	пушкин не	1	12
14	своей трагедии	1	12
15	в которой	3	11
16	то что	37	11
17	все это	2	11
18	таким образом	20	10
19	к тому	8	10
20	и т	7	9
21	в своем	6	9
22	он не	3	9
23	потому что	23	9
24	так и	3	9
25	этом отношении	3	9
26	и не	6	9
27	пушкин и	1	9
28	как на	11	9
29	но в	5	8
30	как раз	13	8
31	письме к	1	8
32	по поводу	3	8
33	в ней	4	7
34	в самом	14	7
35	так например	3	7
36	но все	2	7
37	в своей	4	7
38	в котором	2	7
39	тому что	8	7
40	того как	2	7
41	для того	20	7
42	в виду	4	7
43	с тем	8	7
44	вместе с	12	7
45	одним из	1	6
46	вопрос о	3	6
47	и на	3	6
48	все же	7	6
49	т д	3	6
50	факт что	6	6
51	вовсе не	3	6
52	того чтобы	20	6
53	и его	6	6
54	об этом	3	6
55	и что	23	6
56	в одном	2	6
57	до сих	5	6
58	в течение	2	6
59	пушкин в	1	5
60	было бы	5	5
61	точки зрения	7	5
62	в русской	1	5
63	была бы	3	5
64	того что	8	5
65	между тем	1	5
66	в качестве	2	5
67	в письме	2	5
68	обратить внимание	2	5
69	прежде всего	4	5
70	а не	8	5
71	о чем	4	5
72	в той	3	5
73	как бы	19	5
74	сих пор	5	5
75	речь идет	1	4
76	то обстоятельство	1	4
77	хотя и	1	4
78	и к	4	4
79	в нем	7	4
80	что у	3	4
81	в другом	3	4
82	и с	2	4
83	должен был	4	4
84	не в	8	4
85	дело в	2	4
86	ничего не	2	4
87	трагедии в	3	4
88	у шекспира	6	4
89	пушкин говорит	1	4
90	обстоятельство что	1	4
91	и о	3	4
92	трагедию в	2	4
93	времени и	3	4
94	после того	1	4
95	внимание на	4	4
96	связи с	2	4
97	при помощи	1	4
98	для него	3	4
99	с другой	9	4
100	именно в	6	4
101	действующих лиц	7	4
102	в речи	1	4
103	в частности	4	4
104	тот факт	4	4
105	еще более	1	4
106	а как	2	4
107	в романе	2	4
108	к этому	3	4
109	например в	1	3
110	же как	2	3
111	самом деле	8	3
112	на самом	2	3
113	идет о	1	3
114	в их	3	3
115	по его	3	3
116	оба эти	2	3
117	хотя бы	3	3
118	и он	2	3
119	но не	7	3
120	могло быть	1	3
121	не то	1	3
122	которые не	1	3
123	меньше всего	3	3
124	как в	3	3
125	с этим	2	3
126	не было	1	3
127	что это	8	3
128	в известном	1	3
129	тому же	1	3
130	в начале	1	3
131	в россии	1	3
132	из них	2	3
133	ни в	3	3
134	трагедии то	1	3
135	не мог	1	3
136	в эту	1	3
137	в этих	3	3
138	и сейчас	3	3
139	одном из	1	3
140	но он	3	3
141	по себе	7	3
142	не менее	1	3
143	что эта	4	3
144	самого начала	3	3
145	что ему	2	3
146	одной из	1	3
147	иметь в	3	3
148	не могло	1	3
149	никогда не	9	3
150	тем что	6	3
151	у нас	4	3
152	и именно	4	3
153	действующие лица	4	3
154	сам пушкин	1	3
155	с самого	3	3
156	что трагедия	3	3
157	и здесь	6	3
158	как у	1	3
159	материал для	2	3
160	но это	1	3
161	мне кажется	3	3
162	вот что	1	3
163	так что	3	3
164	ни одного	2	3
165	кажется что	1	3
166	т п	3	3
167	что на	3	3
168	и даже	2	3
169	еще и	1	3
170	а с	5	3
171	пушкин с	1	3
172	до конца	2	3
173	шекспира но	1	3
174	так же	13	3
175	другой стороны	5	3
176	не является	2	3
177	давно уже	2	3
178	во всяком	1	3
179	того же	2	2
180	только потому	1	2
181	тем же	3	2
182	смысл этого	3	2
183	из его	1	2
184	то же	7	2
185	для своего	1	2
186	почти все	1	2
187	в полной	2	2
188	действующего лица	1	2
189	с его	2	2
190	должно непременно	1	2
191	к шекспиру	1	2
192	отличие от	2	2
193	нет и	1	2
194	что они	5	2
195	на то	17	2
196	к сожалению	1	2
197	там где	4	2
198	в одной	2	2
199	что сцена	1	2
200	и как	7	2
201	на тот	1	2
202	более или	1	2
203	все эти	2	2
204	в этой	5	2
205	в себе	5	2
206	как он	2	2
207	на его	3	2
208	больше всего	1	2
209	при этом	8	2
210	если бы	11	2
211	первой части	1	2
212	не к	1	2
213	а затем	2	2
214	не дает	2	2
215	для своей	1	2
216	о которых	2	2
217	как и	6	2
218	во внимание	5	2
219	несмотря на	5	2
220	нигде не	1	2
221	в один	1	2
222	или менее	1	2
223	которую он	1	2
224	что такое	1	2
225	нас не	2	2
226	в отношении	2	2
227	с точки	2	2
228	в отличие	2	2
229	не раз	1	2
230	не могли	4	2
231	даже в	1	2
232	и вся	3	2
233	нет никакого	1	2
234	но они	1	2
235	что с	6	2
236	в то	2	2
237	не имеет	1	2
238	в процессе	1	2
239	есть еще	1	2
240	это еще	1	2
241	только не	5	2
242	очень мало	1	2
