N	2gram	Savitsky_E_1	Vladivir
1	и в	37	40
2	то что	6	28
3	не только	18	25
4	и не	14	25
5	то есть	6	24
6	том что	6	18
7	в том	11	18
8	но и	14	18
9	также и	7	17
10	что в	21	17
11	в этом	12	16
12	в его	2	14
13	не может	9	14
14	в виде	5	13
15	точки зрения	23	13
16	вовсе не	6	13
17	только в	9	13
18	а именно	2	12
19	сказать что	4	12
20	никогда не	3	11
21	потому что	3	11
22	таким образом	2	11
23	о том	3	11
24	и его	1	10
25	то это	1	10
26	не есть	2	10
27	прежде всего	9	10
28	и потому	5	10
29	это есть	1	10
30	и то	2	9
31	уже не	1	9
32	что это	2	9
33	в себе	9	9
34	и с	2	9
35	в своей	8	9
36	не менее	1	9
37	есть только	1	9
38	что же	2	9
39	как мы	5	8
40	в своем	14	8
41	в этой	2	8
42	он не	2	8
43	и что	2	8
44	а также	7	8
45	для него	1	8
46	может быть	6	8
47	а не	2	8
48	так же	9	8
49	хотя и	2	7
50	и как	2	7
51	и если	2	7
52	что все	2	7
53	с тем	3	7
54	как и	7	7
55	несмотря на	4	7
56	в то	16	7
57	мы бы	1	7
58	что и	3	7
59	того что	7	7
60	так как	7	7
61	вместе с	2	7
62	к тому	8	7
63	а в	2	7
64	в своих	2	7
65	и на	6	6
66	кроме того	1	6
67	то в	4	6
68	не будет	3	6
69	с точки	17	6
70	по себе	4	6
71	в смысле	9	6
72	во всем	1	6
73	и это	1	6
74	и от	3	6
75	так и	10	6
76	об этом	1	6
77	значит что	1	6
78	и даже	6	6
79	если не	1	6
80	это значит	2	6
81	но это	1	6
82	хотя бы	15	6
83	в ней	4	5
84	отнюдь не	9	5
85	в истории	2	5
86	более или	1	5
87	все эти	1	5
88	тому же	1	5
89	можно было	3	5
90	же касается	1	5
91	можно считать	3	5
92	должно быть	1	5
93	или менее	1	5
94	но если	5	5
95	в отношении	32	5
96	дело в	3	5
97	тем что	3	5
98	для нас	4	5
99	только и	1	5
100	у нас	1	5
101	для себя	1	5
102	еще в	1	5
103	с другой	7	5
104	в одном	2	5
105	не было	1	5
106	в данном	3	5
107	между прочим	7	5
108	в самом	4	4
109	то же	15	4
110	что если	2	4
111	и о	1	4
112	вопрос о	4	4
113	но даже	4	4
114	но не	5	4
115	все же	1	4
116	но в	14	4
117	бы и	3	4
118	на то	6	4
119	было бы	8	4
120	чем в	4	4
121	такой же	2	4
122	в котором	2	4
123	даже в	4	4
124	тому что	1	4
125	не имеет	4	4
126	в каком	4	4
127	то время	1	4
128	мог бы	2	4
129	и можно	2	4
130	если мы	1	4
131	при помощи	2	4
132	от того	1	4
133	говорит о	3	4
134	и все	2	4
135	как это	4	4
136	в течение	5	4
137	поскольку он	2	4
138	указать на	1	4
139	в результате	3	4
140	возникает вопрос	1	4
141	мы должны	2	4
142	же как	5	3
143	и тут	2	3
144	которое в	2	3
145	бы то	4	3
146	отличие от	1	3
147	за пределы	1	3
148	независимо от	4	3
149	уже в	1	3
150	поскольку в	1	3
151	с их	1	3
152	в нем	1	3
153	при этом	1	3
154	в россии	5	3
155	но все	1	3
156	то ни	4	3
157	том случае	1	3
158	в качестве	14	3
159	этом смысле	3	3
160	далеко не	2	3
161	в отличие	1	3
162	не в	5	3
163	того чтобы	6	3
164	он мог	1	3
165	бы сказали	1	3
166	и притом	4	3
167	тех кто	1	3
168	сводится к	1	3
169	оно не	1	3
170	то как	1	3
171	если бы	2	3
172	и вообще	1	3
173	к нему	2	3
174	но нельзя	1	3
175	как нечто	1	3
176	и тем	3	3
177	по этому	1	3
178	с одной	8	3
179	мы знаем	1	3
180	был бы	1	3
181	всяком случае	3	3
