N	2gram	Voloshinov_2	VelikijI
1	и не	19	20
2	и в	19	16
3	так как	3	9
4	то что	4	9
5	еще не	3	8
6	в истории	3	8
7	что они	2	7
8	а не	9	7
9	и потому	2	7
10	человека и	1	6
11	не есть	3	6
12	на себя	1	5
13	но и	10	5
14	того что	4	5
15	хотя и	1	5
16	все это	1	5
17	как бы	19	5
18	говорить о	1	4
19	в его	5	4
20	и я	1	4
21	в этом	15	4
22	что он	4	4
23	потому что	1	4
24	в нем	11	4
25	так и	10	4
26	что все	1	4
27	что не	2	4
28	как и	9	4
29	в котором	3	4
30	в ней	3	4
31	и все	6	4
32	это еще	1	4
33	от этого	2	3
34	и что	1	3
35	должна быть	4	3
36	хотя бы	6	3
37	то это	1	3
38	лишь в	14	3
39	с его	8	3
40	во всех	6	3
41	что и	3	3
42	в том	7	3
43	тот же	1	3
44	но в	7	3
45	все эти	3	3
46	они в	1	3
47	в своей	3	3
48	в жизни	2	3
49	ни в	6	3
50	в них	1	3
51	не было	3	3
52	должно быть	3	3
53	если не	1	3
54	в этих	3	3
55	нет ничего	1	3
56	не в	10	3
57	к чему	1	3
58	тому что	4	3
59	но это	1	3
60	не имеет	3	3
61	никогда не	7	3
62	превращается в	1	3
63	и для	7	3
64	к тому	6	3
65	жизни и	2	3
66	что в	2	3
67	оно не	1	3
68	и это	3	2
69	нем нет	2	2
70	того чтобы	6	2
71	и то	3	2
72	и сам	1	2
73	и за	1	2
74	его не	1	2
75	мы не	2	2
76	когда в	1	2
77	в последнем	1	2
78	с ним	1	2
79	мы это	2	2
80	между тем	6	2
81	не с	2	2
82	его к	2	2
83	только в	8	2
84	в себя	1	2
85	конечно не	4	2
86	уже не	1	2
87	не только	13	2
88	его и	3	2
89	превращаются в	1	2
90	не так	2	2
91	для него	9	2
92	не к	3	2
93	не могли	1	2
94	тем что	2	2
95	на том	1	2
96	не будет	3	2
97	это не	4	2
98	а с	2	2
99	прежде всего	7	2
100	с тем	1	2
101	мы и	1	2
102	для человека	1	2
103	и тогда	2	2
104	и последнее	1	2
105	не могут	1	2
106	является в	2	2
107	значения и	3	2
108	мир и	1	2
109	что было	1	2
110	да и	3	2
111	одна из	7	2
112	том что	10	2
113	людей так	1	2
114	от него	2	2
115	в форме	5	2
116	они и	1	2
117	ее в	1	2
118	а в	3	2
119	но не	2	2
120	в духе	1	2
121	могут быть	3	2
122	во всяком	3	2
123	всегда в	1	1
124	если б	3	1
125	речь идет	1	1
126	как мы	15	1
127	для себя	4	1
128	в ее	3	1
129	и до	3	1
130	роль в	1	1
131	не имеют	3	1
132	значение в	4	1
133	то же	16	1
134	и могут	1	1
135	из всего	2	1
136	нам уже	1	1
137	истины и	1	1
138	по сравнению	1	1
139	которого они	1	1
140	сами же	1	1
141	что уже	1	1
142	вопрос о	2	1
143	идти в	1	1
144	самой жизни	1	1
145	еще так	1	1
146	и вообще	1	1
147	не была	1	1
148	но может	1	1
149	находится в	1	1
150	и ее	4	1
151	возможна лишь	1	1
152	зависимости от	2	1
153	целое и	2	1
154	в их	5	1
155	и на	5	1
156	он был	2	1
157	бы то	4	1
158	оно ни	2	1
159	других людей	1	1
160	это факт	1	1
