N	2gram	Berdyaev_N_1	FransuaR
1	и в	16	40
2	и его	1	17
3	прежде всего	4	16
4	в этом	7	15
5	мы уже	1	13
6	не только	5	13
7	в его	1	13
8	и не	11	13
9	что в	9	12
10	как и	7	11
11	но и	3	11
12	и т.п	2	10
13	в сущности	1	9
14	он не	8	9
15	в них	4	9
16	может быть	7	9
17	и все	4	9
18	и до	1	8
19	и на	2	8
20	все эти	2	8
21	и с	2	8
22	во время	1	8
23	в эпоху	9	8
24	в том	8	8
25	у него	2	8
26	но в	2	8
27	в своем	1	7
28	культуры и	7	7
29	он и	1	7
30	в виду	1	7
31	в духе	3	7
32	во всех	3	6
33	в самом	1	6
34	в этих	1	6
35	в то	2	6
36	в той	1	6
37	в своей	3	6
38	в нем	5	5
39	в основе	3	5
40	и для	4	5
41	связаны с	2	5
42	то что	4	5
43	не было	4	5
44	а не	17	5
45	смысле слова	3	4
46	жизни и	8	4
47	из всех	1	4
48	в ней	5	4
49	xix века	5	4
50	в истории	3	4
51	жизнью и	1	4
52	в мире	3	4
53	было бы	1	4
54	ни в	6	4
55	том что	2	4
56	в эту	1	4
57	того чтобы	2	4
58	в области	1	4
59	у нас	1	4
60	о том	4	4
61	роль в	2	4
62	а также	1	4
63	и во	1	4
64	из них	1	4
65	так как	1	4
66	и даже	2	4
67	до сих	1	4
68	века и	2	4
69	и потому	4	4
70	сих пор	1	4
71	все это	5	4
72	в мировой	2	4
73	средневековья и	2	4
74	и есть	10	3
75	только для	1	3
76	с его	6	3
77	отличие от	1	3
78	в этой	1	3
79	и к	5	3
80	в себе	2	3
81	но ведь	1	3
82	на протяжении	2	3
83	в отличие	1	3
84	их в	1	3
85	для этого	2	3
86	жизни эпохи	1	3
87	одна из	2	3
88	так много	1	3
89	во всем	1	3
90	и мысли	1	3
91	но все	1	3
92	в ее	3	3
93	можно было	2	3
94	еще в	1	3
95	в значительной	1	3
96	нуждается в	1	3
97	этого нельзя	1	3
98	еще не	3	3
99	только в	1	3
100	так и	2	3
101	же и	1	3
102	в конце	1	3
103	тем что	1	3
104	характерны для	1	3
105	для того	1	3
106	сказать что	3	3
107	жизнь в	1	3
108	во франции	1	3
109	не может	16	3
110	вместе с	2	3
111	как в	3	3
112	такого рода	2	3
113	во все	1	3
114	в более	1	3
115	и от	2	3
116	но это	6	3
117	а в	2	3
118	к этой	1	3
119	они не	1	3
120	том числе	1	3
121	он также	1	2
122	связана с	2	2
123	того же	1	2
124	переход от	1	2
125	это и	2	2
126	по преимуществу	1	2
127	и этот	1	2
128	от старого	2	2
129	мы не	2	2
130	общества и	2	2
131	большую роль	4	2
132	хотя бы	2	2
133	на них	1	2
134	быть в	2	2
135	не был	1	2
136	но не	2	2
137	думать что	2	2
138	что он	1	2
139	к новому	7	2
140	в этот	1	2
141	в которой	1	2
142	он в	1	2
143	из этих	1	2
144	эпохи и	4	2
145	к тем	1	2
146	освобождение от	1	2
147	и еще	1	2
148	не к	2	2
149	свидетельствует о	1	2
150	значительной степени	1	2
151	лишь в	6	2
152	характер и	1	2
153	особенно для	1	2
154	этой теме	1	2
155	в котором	1	2
156	жизни с	1	2
157	своего рода	1	2
158	но он	1	2
159	этот мир	2	2
160	и очень	1	2
161	не менее	4	2
162	ему не	1	2
163	числе и	1	2
164	должны быть	1	2
165	и это	2	2
166	для нового	2	2
167	времени и	2	2
168	можно сказать	1	2
169	с другой	3	2
170	это не	4	2
171	к нему	1	2
172	который в	2	2
173	в эти	1	2
174	вот этот	1	2
175	конечно не	3	2
176	и у	1	2
177	уже в	1	2
178	слова в	1	2
179	него и	1	2
180	на их	1	2
181	не были	1	2
182	нового времени	12	2
183	средние века	7	2
184	с этим	2	2
185	к жизни	3	2
186	это есть	7	2
187	от новой	2	2
188	в состоянии	1	2
189	есть и	1	2
190	потому что	4	2
191	гораздо больше	1	2
192	всегда была	1	2
193	все что	1	2
194	новое время	4	1
195	что образ	1	1
196	века но	2	1
197	в средние	3	1
198	этого мира	1	1
199	не хочет	1	1
200	в нашу	2	1
201	высшей степени	6	1
202	был и	1	1
203	но те	1	1
204	культурной и	1	1
205	долгое время	1	1
206	социальный вес	1	1
207	не во	4	1
208	жизни как	2	1
209	в xix	1	1
210	то он	1	1
211	менее всего	1	1
212	нет и	2	1
213	говорит что	1	1
214	гуманистической культуры	1	1
215	всего как	1	1
216	отнесены к	1	1
217	от этого	1	1
218	приобретает характер	1	1
219	в известном	1	1
220	эпоху не	1	1
221	все слова	1	1
222	не могла	2	1
223	зла в	1	1
224	все они	2	1
225	вернуться к	2	1
226	политики и	2	1
227	и началом	1	1
228	том чтобы	2	1
229	был уже	1	1
230	подобно тому	3	1
231	всех своих	1	1
232	в образе	1	1
233	существенным моментом	1	1
234	ее жизни	1	1
235	в основу	1	1
236	это конечно	1	1
237	жить в	1	1
238	эпохи не	1	1
239	в платоновском	1	1
240	эпоху ренессанса	1	1
241	есть мир	1	1
242	это было	3	1
243	с другими	1	1
244	всех народов	1	1
245	католическая церковь	1	1
246	своей совершенно	1	1
247	это одна	1	1
248	в социальной	1	1
249	весь мир	1	1
250	своей основе	1	1
251	истории и	9	1
252	для них	1	1
253	в высшей	6	1
254	этого не	1	1
255	с тем	3	1
256	имеет никакой	1	1
257	должно быть	4	1
258	такой же	2	1
259	философия ни	1	1
260	и их	1	1
261	и культуры	2	1
262	во времена	1	1
263	бы к	1	1
264	к одному	1	1
265	мысли и	2	1
266	бытия вот	1	1
267	войне и	1	1
268	мир и	2	1
269	права на	2	1
270	не в	6	1
271	и более	1	1
272	в прошлом	3	1
273	не могли	2	1
274	что этот	1	1
275	это скорее	1	1
276	возвращается к	2	1
277	по себе	1	1
278	и вся	1	1
279	и истории	1	1
280	этот конец	1	1
281	них не	1	1
282	эти формы	3	1
283	и гуманизм	2	1
284	и исключительно	1	1
285	никогда не	6	1
286	самой жизни	2	1
287	под этим	1	1
288	и весь	2	1
289	по своей	1	1
290	метода и	1	1
291	так называемый	1	1
292	века не	1	1
293	как будто	2	1
294	понимают и	1	1
295	веках и	1	1
296	нельзя указать	1	1
297	общества так	1	1
298	и дух	1	1
299	бы он	1	1
300	все еще	1	1
301	отказаться от	1	1
302	вес которых	1	1
303	него как	1	1
304	оно может	1	1
305	людей в	1	1
306	нам предстоит	1	1
307	чего он	1	1
308	на нее	1	1
309	не с	1	1
310	во многом	1	1
311	мы в	1	1
312	приобщается к	1	1
313	с ним	1	1
314	на уровне	2	1
315	центром всей	1	1
316	и что	2	1
317	человечества в	1	1
318	нем не	1	1
319	который и	1	1
320	и только	1	1
321	все время	2	1
322	и она	1	1
323	и прогрессивных	1	1
324	церковь как	1	1
325	не имеет	4	1
326	и xx	4	1
327	xx веков	3	1
328	истории я	1	1
329	играла в	1	1
330	xix и	4	1
331	вопрос об	1	1
332	с одной	2	1
333	для всех	1	1
334	в новое	3	1
335	всяком случае	1	1
336	не для	1	1
337	перед ними	1	1
338	и вместе	1	1
339	ее на	1	1
340	играют большую	1	1
341	и из	1	1
342	что не	1	1
343	истории эти	1	1
344	к более	2	1
345	ничем не	1	1
346	связано с	1	1
347	превращается в	1	1
348	не ставит	2	1
349	с большей	1	1
350	не на	1	1
351	не всегда	1	1
352	эту эпоху	1	1
353	высшего и	1	1
354	формах и	1	1
355	разложения и	1	1
356	имея в	1	1
357	но оно	1	1
358	так же	2	1
359	и особенно	1	1
360	до этого	1	1
361	как это	2	1
362	ренессанса на	1	1
363	более широкого	1	1
364	не могут	1	1
365	к самой	2	1
366	тому как	3	1
367	быть только	1	1
368	культуре и	1	1
369	слова все	1	1
370	сама истина	1	1
371	в человеческом	1	1
372	в это	1	1
373	вот что	1	1
374	ко времени	1	1
375	в формах	1	1
376	ведь и	2	1
377	но для	2	1
378	в смысле	2	1
379	это уже	1	1
380	старого мира	3	1
381	не удалось	1	1
382	убеждения в	1	1
383	новой эпохи	1	1
384	мира и	2	1
385	но также	1	1
386	моментом в	1	1
387	франции и	1	1
388	ни к	2	1
389	будто бы	1	1
390	себе и	1	1
391	мир который	1	1
392	сторон культуры	1	1
393	лишь те	1	1
394	в свою	1	1
395	не знает	6	1
396	другой стороны	2	1
397	свое и	1	1
398	культуры в	5	1
399	который не	1	1
400	огромное значение	1	1
401	это была	1	1
402	как на	1	1
403	во всяком	1	1
