N	3gram	Losev_Vlad_2	Tvorches
1	в то же	3	13
2	то же время	3	12
3	в том что	9	6
4	о том что	3	5
5	но в то	1	4
6	дело в том	3	3
7	что все это	1	3
8	и все же	2	3
9	с самого начала	1	3
10	на первом плане	1	2
11	та же самая	1	2
12	точно так же	3	2
13	по крайней мере	4	2
14	в данном случае	2	2
15	не только в	2	2
16	в году в	1	2
17	можно сказать что	1	2
18	и в то	1	2
19	там же с	10	2
20	тем не менее	6	2
21	и в свою	1	1
22	что иное как	1	1
23	не может не	1	1
24	да и в	1	1
25	хотя и не	2	1
26	в году когда	1	1
27	прежде всего на	1	1
28	чуть ли не	1	1
29	и наконец в	1	1
30	равно как и	1	1
31	если он хочет	1	1
32	о жизни и	1	1
33	в настоящее время	2	1
34	вот в чем	1	1
35	в том же	2	1
36	нам кажется что	2	1
37	что же касается	5	1
38	в отрыве от	1	1
39	в эти годы	4	1
40	до сих пор	1	1
41	в отличие от	3	1
42	все же это	1	1
43	эти слова не	1	1
44	у него не	1	1
45	в первую очередь	1	1
46	а может быть	1	1
47	только то что	1	1
48	то что в	1	1
49	бы то ни	1	1
50	за то что	1	1
51	вышла в году	2	1
52	в году он	1	1
53	вместе с тем	1	1
54	не то что	2	1
55	и тем не	1	1
56	в котором все	2	1
57	в конце концов	3	1
58	и как бы	1	1
59	в связи с	8	1
60	утверждал что в	1	1
61	и того что	1	1
62	у него и	1	1
63	у него в	3	1
64	мы находим у	1	1
65	имел в виду	1	1
66	заключается в том	2	1
67	в свою очередь	2	1
68	это значит что	1	1
69	чем у нас	1	1
70	он не может	1	1
71	еще более резко	1	1
72	то что его	1	1
73	нет никакой разницы	1	1
74	но это не	1	1
75	не что иное	1	1
76	есть единство и	2	1
77	к тому же	1	1
78	является как бы	1	1
79	при этом она	1	1
80	и т д	1	1
