N	3gram	Trubetskoy_1	Vladivir
1	о том что	4	7
2	в том что	15	7
3	дело в том	1	4
4	что же касается	2	4
5	то же время	2	4
6	и то что	3	4
7	на то что	7	4
8	в то же	2	4
9	более или менее	7	3
10	в конце концов	4	3
11	с другой стороны	4	3
12	не может быть	3	3
13	мы знаем что	7	2
14	также и то	1	2
15	выше мы уже	1	2
16	то обстоятельство что	1	2
17	то что у	2	2
18	в то время	2	2
19	во всяком случае	2	2
20	мы уже сказали	1	2
21	что у него	1	2
22	тем более что	1	2
23	все это конечно	1	2
24	тем не менее	4	2
25	для того чтобы	7	2
26	том что он	2	2
27	к тому же	5	2
28	и в конце	1	1
29	потому что как	1	1
30	в том виде	2	1
31	а следовательно и	1	1
32	нет и не	1	1
33	по этому вопросу	1	1
34	того что в	1	1
35	и той же	1	1
36	не говоря уже	1	1
37	в самом деле	5	1
38	в настоящее время	2	1
39	в этой области	4	1
40	свидетельствует о том	1	1
41	в том же	3	1
42	находить в них	1	1
43	для тех кто	1	1
44	наука не может	1	1
45	и не может	1	1
46	так что и	1	1
47	говоря уже о	1	1
48	ответить на вопрос	2	1
49	бы то ни	2	1
50	и выше всех	1	1
51	только то что	2	1
52	от него в	1	1
53	в то что	1	1
54	о них мы	1	1
55	вместе с тем	2	1
56	в тот же	1	1
57	по своему быту	2	1
58	одно и то	1	1
59	то время как	1	1
60	уже о том	1	1
61	у него в	1	1
62	то что для	1	1
63	то ни было	2	1
64	с одной стороны	2	1
65	смысле этого слова	1	1
66	в связи с	3	1
67	и то же	1	1
68	у а к	1	1
69	который как мы	1	1
70	а с другой	2	1
71	так или иначе	5	1
72	что он сам	1	1
73	но и его	1	1
74	мы уже знаем	1	1
75	что касается до	6	1
76	была у него	1	1
77	и в том	2	1
78	и не очень	1	1
79	том виде в	1	1
80	а в том	1	1
81	одной и той	1	1
82	в разные стороны	1	1
83	до тех пор	1	1
84	заключается в том	2	1
85	в свою очередь	2	1
86	у него с	2	1
87	и все это	1	1
88	и без того	4	1
89	мы и не	1	1
90	к которой он	1	1
91	не только не	1	1
92	от нее и	1	1
93	за то что	1	1
94	этот факт не	1	1
95	к тому что	1	1
96	по этому поводу	1	1
97	мысль о том	1	1
98	не без влияния	1	1
