N	3gram	Voloshinov_1	FransuaR
1	в том что	4	6
2	как мы уже	4	5
3	до сих пор	3	4
4	в отличие от	1	4
5	всех этих явлений	1	4
6	нужно сказать что	1	4
7	это уже не	1	3
8	с точки зрения	10	3
9	в этом отношении	2	3
10	выходит за пределы	1	3
11	и прежде всего	5	3
12	и др в	1	2
13	к себе самому	1	2
14	дело в том	1	2
15	на самом деле	2	2
16	но и в	1	2
17	на этот вопрос	1	2
18	нужно отметить что	1	2
19	в узком смысле	1	2
20	с одной стороны	1	2
21	во всех этих	1	2
22	вовсе не является	1	2
23	в свое время	1	2
24	так и в	2	2
25	но все же	1	2
26	во второй половине	1	2
27	в большинстве случаев	4	2
28	во всех его	1	2
29	можно сказать что	3	1
30	и может быть	2	1
31	а между тем	1	1
32	но как раз	1	1
33	нет и не	1	1
34	или хотя бы	1	1
35	сводится к тому	1	1
36	конечно и в	1	1
37	говорит об этом	1	1
38	в чем же	1	1
39	в заключение нужно	1	1
40	но в ослабленной	1	1
41	по отношению к	9	1
42	в самом деле	5	1
43	в настоящее время	1	1
44	рядом с ним	1	1
45	одна из основных	1	1
46	том что он	2	1
47	так и его	1	1
48	всех этих явлениях	1	1
49	и не может	1	1
50	жизни в ее	1	1
51	в эту эпоху	1	1
52	в этой борьбе	1	1
53	из основных мотивов	1	1
54	же объясняется и	1	1
55	человек как бы	1	1
56	потому что по	1	1
57	и др и	1	1
58	с ним в	1	1
59	в собственном смысле	1	1
60	к тому чтобы	3	1
61	и его ученики	3	1
62	как и при	1	1
63	это вовсе не	1	1
64	и не подозревает	1	1
65	не укладывается в	1	1
66	конечно с точки	1	1
67	это как бы	2	1
68	жизни остановимся на	1	1
69	он связан с	1	1
70	то или иное	2	1
71	что мы называем	1	1
72	на время в	1	1
73	во всех областях	1	1
74	очень важных явлений	1	1
75	до известной степени	1	1
76	в особенности в	1	1
77	не чем иным	1	1
78	до конца и	1	1
79	но в то	3	1
80	это прежде всего	1	1
81	продолжает жить и	1	1
82	чистым и последовательным	1	1
83	но при этом	1	1
84	все что в	2	1
85	и в своеобразной	1	1
86	но в общем	1	1
87	не могут быть	3	1
88	так и с	1	1
89	связанных как с	1	1
90	во всяком случае	3	1
91	в целом ряде	1	1
92	но не только	1	1
93	как бы в	1	1
94	что при таком	1	1
95	не может быть	3	1
96	и т.п такова	1	1
97	большую роль играет	1	1
98	по ту сторону	3	1
99	можно определить как	1	1
100	мы и должны	1	1
101	то же время	5	1
102	чем иным как	1	1
103	все это только	1	1
104	ту сторону всего	1	1
105	то что мы	1	1
106	во внешнем мире	3	1
107	с ним связанное	1	1
108	на этом мы	2	1
109	человеческой души в	1	1
110	в себя и	1	1
111	для того чтобы	1	1
112	в то же	5	1
113	в вопросе о	1	1
114	мы уже указывали	3	1
115	оно все же	1	1
116	во многих отношениях	1	1
117	стадии своего развития	1	1
118	все то что	2	1
119	во всех странах	1	1
120	и его формы	1	1
121	в общем можно	1	1
