N	2gram	Voloshinov_1	VelikijI
1	и не	14	20
2	и в	38	16
3	так как	7	9
4	то что	8	9
5	еще не	3	8
6	в истории	1	8
7	а не	6	7
8	и потому	2	7
9	к людям	1	6
10	человека и	1	6
11	не есть	1	6
12	на себя	1	5
13	но и	13	5
14	того что	4	5
15	хотя и	3	5
16	в мире	2	5
17	все это	4	5
18	как бы	28	5
19	и есть	1	4
20	говорить о	1	4
21	в его	6	4
22	к личности	1	4
23	в этом	10	4
24	что он	2	4
25	потому что	5	4
26	в нем	4	4
27	так и	6	4
28	как и	10	4
29	что мы	11	4
30	в котором	3	4
31	в ней	8	4
32	и все	4	4
33	это еще	1	4
34	все что	1	4
35	от этого	1	3
36	и что	1	3
37	людей он	1	3
38	хотя бы	18	3
39	как не	2	3
40	лишь в	4	3
41	в чем	1	3
42	с его	7	3
43	во всех	6	3
44	что и	3	3
45	и будет	1	3
46	в том	2	3
47	тот же	2	3
48	но в	5	3
49	в вопросе	1	3
50	бы и	2	3
51	все эти	2	3
52	истории человечества	1	3
53	за ним	1	3
54	в конце	6	3
55	их в	3	3
56	в своей	2	3
57	в жизни	2	3
58	ни в	1	3
59	не было	2	3
60	должно быть	2	3
61	если не	3	3
62	в этих	2	3
63	нет ничего	2	3
64	что я	1	3
65	не в	6	3
66	к чему	2	3
67	тому что	5	3
68	этих трех	1	3
69	но это	2	3
70	никогда не	7	3
71	превращается в	1	3
72	и для	3	3
73	к тому	4	3
74	жизни и	3	3
75	что в	1	3
76	и это	7	2
77	того чтобы	7	2
78	и то	3	2
79	лишь из	1	2
80	но мы	2	2
81	это мы	1	2
82	и сам	2	2
83	можно было	4	2
84	его не	2	2
85	мы не	9	2
86	когда в	1	2
87	назначения в	1	2
88	в последнем	1	2
89	с ним	2	2
90	будет уже	1	2
91	мы это	1	2
92	и во	1	2
93	между тем	3	2
94	нет и	3	2
95	вслед за	1	2
96	от этих	1	2
97	не с	3	2
98	только в	6	2
99	те которые	1	2
100	в земной	1	2
101	в себя	1	2
102	конечно не	3	2
103	уже не	4	2
104	не только	27	2
105	раз навсегда	1	2
106	его и	3	2
107	не так	3	2
108	для него	3	2
109	не к	3	2
110	и никогда	1	2
111	тем что	2	2
112	не будет	3	2
113	это не	3	2
114	истории и	1	2
115	а с	5	2
116	прежде всего	21	2
117	для них	2	2
118	все равно	1	2
119	с тем	8	2
120	один из	4	2
121	вопросе о	1	2
122	для человека	1	2
123	и тогда	2	2
124	более чем	1	2
125	не могут	1	2
126	является в	1	2
127	что было	3	2
128	да и	4	2
129	одна из	1	2
130	уж конечно	1	2
131	так много	1	2
132	том что	3	2
133	а к	2	2
134	людей так	1	2
135	для нас	3	2
136	в форме	6	2
137	и теперь	1	2
138	до того	3	2
139	а в	5	2
140	но не	2	2
141	всего в	3	2
142	к полному	2	1
143	если б	4	1
144	как мы	9	1
145	быть может	3	1
146	в виду	3	1
147	не сумеют	1	1
148	в ее	3	1
149	которой так	1	1
150	в словах	3	1
151	и до	1	1
152	роль в	3	1
153	и самое	1	1
154	не имеют	1	1
155	мы будем	6	1
156	которое может	3	1
157	то же	14	1
158	из всего	2	1
159	с внутренним	1	1
160	в результате	1	1
161	это только	1	1
162	по сравнению	1	1
163	вопрос о	2	1
164	и вообще	2	1
165	я не	1	1
166	и начало	1	1
167	возможна лишь	1	1
168	не был	1	1
169	зависимости от	5	1
170	в их	1	1
171	и на	6	1
172	людей это	1	1
173	конечно это	1	1
174	других людей	1	1
175	жизни с	1	1
176	человечества с	1	1
177	природы и	2	1
178	что оно	3	1
179	к нему	2	1
180	но как	2	1
181	человек был	1	1
182	сознания не	3	1
183	если в	1	1
184	в новом	1	1
185	но нет	1	1
186	что человек	1	1
187	себе и	2	1
188	бы в	5	1
189	не просто	2	1
190	крайней мере	1	1
191	что бы	1	1
192	и уж	1	1
193	как в	2	1
194	своей и	1	1
195	это ни	1	1
196	в своем	1	1
197	я был	1	1
198	все же	7	1
199	мы видим	3	1
200	с ними	1	1
201	и каким	1	1
202	мы увидим	5	1
203	ли он	2	1
204	и так	6	1
205	со своей	1	1
206	в самом	4	1
207	у них	2	1
208	в которой	7	1
209	что это	4	1
210	в целом	4	1
211	существует лишь	1	1
212	теперь в	3	1
213	законам природы	1	1
214	в этой	6	1
215	же и	1	1
216	уже в	5	1
217	слово это	2	1
218	не нужны	1	1
219	в виде	1	1
220	и если	1	1
221	слова не	2	1
222	каким образом	1	1
223	или даже	2	1
224	только себя	1	1
225	времени по	1	1
226	но от	1	1
