N	3gram	Vinokur_St_3	Myshleni
1	с точки зрения	4	18
2	для того чтобы	1	15
3	в том что	11	15
4	с другой стороны	4	9
5	с одной стороны	2	8
6	с самого начала	2	8
7	заключается в том	2	6
8	о том что	4	6
9	в собственном смысле	1	5
10	вместе с тем	1	5
11	не может быть	5	5
12	в то время	4	5
13	до сих пор	2	4
14	то время как	4	4
15	в этом отношении	4	4
16	можно сказать что	1	4
17	на то что	3	3
18	то же самое	1	3
19	сам по себе	1	3
20	можно было бы	1	3
21	к тому что	2	3
22	в том чтобы	2	3
23	в такой же	1	3
24	во всяком случае	4	3
25	в свою очередь	1	3
26	собственном смысле этого	1	3
27	время как в	1	2
28	прежде всего в	3	2
29	и той же	1	2
30	том что он	1	2
31	в известном смысле	1	2
32	независимо от того	2	2
33	виде в каком	1	2
34	то же время	3	2
35	и в частности	1	2
36	от того что	1	2
37	а с другой	2	2
38	благодаря тому что	1	2
39	приводит к тому	1	2
40	все более и	2	2
41	на вопрос о	1	2
42	ни в какой	1	2
43	мышления с другой	1	2
44	в одном из	1	2
45	более и более	2	2
46	в самом деле	1	2
47	речь идет о	1	2
48	в то же	3	2
49	одной и той	1	2
50	только тогда когда	2	2
51	в том виде	1	1
52	потому что он	2	1
53	сказать что он	1	1
54	того что в	1	1
55	в чем же	1	1
56	что касается второго	1	1
57	с первого взгляда	1	1
58	на самом деле	1	1
59	в этом смысле	4	1
60	в своей деятельности	1	1
61	в том же	1	1
62	является не только	1	1
63	в одной и	1	1
64	тем более что	2	1
65	но и в	2	1
66	то что в	1	1
67	собой все это	1	1
68	с этой точки	1	1
69	по крайней мере	4	1
70	ставит в связь	1	1
71	и тем что	1	1
72	как раз в	1	1
73	то обстоятельство что	5	1
74	и мн др	1	1
75	в эту пору	1	1
76	в этой области	2	1
77	мы видели уже	1	1
78	но и это	1	1
79	не только в	3	1
80	к вопросу о	1	1
81	в плане чисто	1	1
82	в конце концов	3	1
83	состоит в том	3	1
84	и в этом	2	1
85	тем что в	2	1
86	по этому пути	1	1
87	гораздо раньше чем	1	1
88	все что мы	1	1
89	на этом пути	1	1
90	до наших дней	1	1
91	этой точки зрения	1	1
92	то что я	2	1
93	во главе с	1	1
94	том виде в	1	1
95	и пр в	2	1
96	что в этой	2	1
97	об этом мы	1	1
98	прежде всего от	1	1
99	том что этот	1	1
100	что у него	1	1
101	не только не	1	1
102	он не имеет	1	1
103	потому что в	1	1
104	от них и	1	1
105	что мы знаем	1	1
106	и не является	1	1
107	но все же	2	1
108	может быть выражено	1	1
109	чтобы показать как	1	1
110	к изучению этих	1	1
111	его мышления как	1	1
112	на то как	1	1
113	и т д	2	1
114	тем не менее	2	1
115	того чтобы стать	1	1
116	сказать что это	1	1
117	самого последнего времени	1	1
118	находит свое выражение	1	1
119	той или иной	1	1
120	до самого последнего	1	1
121	но этого мало	1	1
