N	3gram	Losev_Prob_4	Analitik
1	в том что	8	9
2	в то же	2	8
3	в том чтобы	2	7
4	той или иной	11	6
5	что иное как	2	5
6	мы имеем дело	3	4
7	с точки зрения	11	4
8	и не может	1	4
9	и не в	1	4
10	времени и пространстве	1	4
11	не что иное	2	4
12	к тому же	2	4
13	о том что	3	3
14	в той или	7	3
15	в том числе	1	3
16	того или иного	3	3
17	в таком случае	1	3
18	бы то ни	1	3
19	и т п	1	3
20	для того чтобы	2	3
21	то ни было	1	3
22	с одной стороны	1	3
23	имеем дело с	1	3
24	не в том	1	3
25	есть не что	2	3
26	то же самое	6	2
27	сами по себе	2	2
28	ни в коем	3	2
29	же самое время	2	2
30	в основе своей	1	2
31	на каждом из	1	2
32	в коем случае	3	2
33	в данном случае	5	2
34	с другой стороны	6	2
35	в том или	2	2
36	коем случае не	1	2
37	тех или иных	3	2
38	том что он	1	2
39	в том виде	2	1
40	как и его	1	1
41	однако так что	1	1
42	более или менее	2	1
43	равно как и	1	1
44	имеем в виду	3	1
45	как и во	1	1
46	а не так	1	1
47	не говоря о	1	1
48	о том как	1	1
49	выходит за пределы	1	1
50	в области гуманитарных	1	1
51	как раз и	1	1
52	только в том	3	1
53	до сих пор	1	1
54	говоря уже о	1	1
55	в зависимости от	3	1
56	сам по себе	6	1
57	или иной эстетической	1	1
58	с ним как	1	1
59	при этом мы	1	1
60	по своему содержанию	5	1
61	на самом же	2	1
62	том числе и	1	1
63	не сам по	2	1
64	по себе в	1	1
65	с этой точки	1	1
66	по крайней мере	6	1
67	вместе с тем	3	1
68	явления то есть	1	1
69	одно и то	1	1
70	и в частности	2	1
71	не подлежит никакому	1	1
72	здесь мы имеем	2	1
73	не только в	4	1
74	на первый взгляд	1	1
75	в свою очередь	1	1
76	как будто бы	2	1
77	в известном смысле	1	1
78	и как бы	1	1
79	прежде всего в	1	1
80	во всяком случае	4	1
81	случае не есть	1	1
82	существующим в самой	1	1
83	что же касается	1	1
84	самом же деле	2	1
85	этой точки зрения	1	1
86	далеко не все	1	1
87	а вместе с	1	1
88	уже потому что	1	1
89	но не сам	1	1
90	и вместе с	1	1
91	а не ее	1	1
92	третьей и четвертой	1	1
93	начало и конец	1	1
94	и тем самым	1	1
95	мы имеем в	1	1
96	из которых состоит	1	1
97	в себе все	1	1
98	в этом смысле	3	1
99	в связи с	3	1
100	но отнюдь не	1	1
101	к тому что	1	1
102	дело не в	2	1
103	или лучше сказать	1	1
104	для того и	1	1
105	как и в	1	1
106	здесь как и	2	1
107	не говоря уже	2	1
