N	4gram	Bakhtin_Pr_1	StatiiOP
1	дело в том что	1	4
2	в то же время	9	4
3	но с другой стороны	2	2
4	заключается в том что	1	2
5	но в то же	5	2
6	не все в этой	1	1
7	том и другом случае	1	1
8	то же время оно	1	1
9	что же это за	1	1
10	что бы то ни	1	1
11	в критической литературе о	1	1
12	и в то же	2	1
13	во всяком случае не	1	1
14	в то время как	1	1
15	именно в том что	1	1
16	только и могут быть	1	1
17	с другой стороны и	1	1
18	в том что он	4	1
19	во что бы то	1	1
20	но это не значит	1	1
21	так же как и	1	1
22	и по отношению к	1	1
23	бы то ни стало	1	1
24	в том и другом	1	1
25	то же время не	3	1
26	и в этом отношении	2	1
