N	2gram	Losev_Prob_1	Tvorches
1	у достоевского	1	30
2	и в	32	20
3	в году	1	16
4	в романе	1	15
5	и т	11	13
6	не только	17	13
7	т д	10	11
8	никогда не	7	11
9	как бы	14	11
10	таким образом	6	10
11	в то	6	10
12	в его	6	10
13	и его	3	9
14	и не	31	9
15	ивана карамазова	1	8
16	при этом	6	8
17	и с	2	8
18	в том	9	8
19	может быть	14	8
20	в этом	19	8
21	прежде всего	10	8
22	но и	9	8
23	то же	10	7
24	это не	6	7
25	представление о	1	7
26	иван карамазов	1	7
27	наряду с	1	7
28	года в	1	7
29	потому что	16	7
30	не может	8	7
31	xix века	1	7
32	братьях карамазовых	1	7
33	что в	12	7
34	из подполья	2	6
35	в братьях	1	6
36	как и	3	6
37	в своей	8	6
38	что он	7	6
39	так и	12	6
40	в конце	6	6
41	именно в	4	6
42	а не	15	6
43	в бесах	1	6
44	в основном	1	6
45	все это	7	6
46	например в	2	5
47	еще не	9	5
48	и на	8	5
49	но не	9	5
50	все же	1	5
51	в этой	10	5
52	если он	1	5
53	и сам	1	5
54	то есть	33	5
55	о том	11	5
56	и даже	11	5
57	но это	8	5
58	так же	9	5
59	мы не	2	4
60	все эти	8	4
61	что они	3	4
62	отнюдь не	10	4
63	как в	4	4
64	хотя и	6	4
65	но в	14	4
66	не в	4	4
67	в дальнейшем	4	4
68	на его	2	4
69	что она	5	4
70	об этом	10	4
71	показывает что	1	4
72	если бы	4	4
73	тем самым	4	4
74	ничего не	10	4
75	в известной	1	4
76	в чем	3	4
77	мы видим	2	4
78	в душе	1	4
79	а в	4	4
80	если не	4	4
81	и потому	2	4
82	и от	1	4
83	том что	12	4
84	одним из	1	3
85	же как	2	3
86	х годов	1	3
87	с большим	1	3
88	он сам	2	3
89	в одной	1	3
90	в себе	15	3
91	в нем	13	3
92	он не	3	3
93	в записках	1	3
94	у пушкина	2	3
95	так например	1	3
96	человека в	1	3
97	его в	6	3
98	но уже	5	3
99	в самом	6	3
100	в котором	5	3
101	в их	4	3
102	место в	1	3
103	в которых	3	3
104	заставляет нас	2	3
105	тем что	7	3
106	одна из	1	3
107	казалось бы	4	3
108	видим его	1	3
109	и это	9	3
110	с ним	3	3
111	до сих	3	3
112	между тем	2	3
113	в античной	1	3
114	романа и	1	3
115	этот вопрос	1	3
116	уже не	3	3
117	записках из	1	3
118	в начале	1	3
119	для него	2	3
120	так как	11	3
121	то что	42	3
122	что не	3	3
123	в свете	1	3
124	xx века	2	3
125	вместе с	2	3
126	с этой	1	3
127	сих пор	3	3
128	нет ничего	10	3
129	один из	4	3
130	не является	5	3
131	но зато	1	3
132	к этому	1	3
133	в таком	9	3
134	не должны	3	2
135	таком случае	6	2
136	начинается с	1	2
137	самом деле	6	2
138	и есть	6	2
139	по преимуществу	2	2
140	проникает в	1	2
141	он всегда	3	2
142	говорить о	6	2
143	со своими	1	2
144	я не	1	2
145	в ее	3	2
146	тут же	1	2
147	нет и	2	2
148	преступление и	1	2
149	во что	1	2
150	так что	6	2
151	в истории	4	2
152	и поэтому	1	2
153	нас за	1	2
154	для которого	3	2
155	в которой	2	2
156	отказывается от	1	2
157	бы не	1	2
158	тоже не	7	2
159	т п	1	2
160	тому же	1	2
161	во многих	2	2
162	но ведь	3	2
163	и если	6	2
164	а скорее	1	2
165	едва ли	2	2
166	том же	1	2
167	не считать	1	2
168	говорил что	1	2
169	при помощи	13	2
170	особенно в	2	2
171	известно что	1	2
172	романы достоевского	1	2
173	и еще	3	2
174	в такой	1	2
175	что я	1	2
176	их в	4	2
177	что этот	2	2
178	для определения	1	2
179	между людьми	1	2
180	этой сцене	1	2
181	не менее	19	2
182	как о	1	2
183	в процессе	1	2
184	другой стороны	3	2
185	что на	1	2
186	однако это	3	2
187	у нас	14	2
188	если у	1	2
189	могут быть	2	2
190	только через	1	2
191	известной мере	1	2
192	действующих лиц	2	2
193	сводится к	1	2
194	познания и	1	2
195	и что	9	2
196	не стоит	2	2
197	что его	3	2
198	своей исповеди	1	2
199	и только	4	2
200	крайней мере	2	2
201	всяком случае	3	2
202	в ту	1	2
203	все время	2	2
204	в литературе	4	2
205	не случайно	1	2
206	д и	4	2
207	всякого рода	1	2
208	только в	7	2
209	в стороне	1	2
210	и ее	8	2
211	не мешает	2	2
212	себя в	1	2
213	уже в	3	2
214	в виде	15	2
215	на ней	1	2
216	и других	1	2
217	из них	3	2
218	его и	1	2
219	не так	1	2
220	вовсе не	35	2
221	друг друга	1	2
222	только с	1	2
223	здравого смысла	1	2
224	с другой	3	2
225	многое другое	1	2
226	не было	4	2
227	на этот	3	2
228	по крайней	2	2
229	и вообще	4	2
230	начиная с	1	2
231	не знал	5	2
232	в россии	1	2
233	образ и	1	2
234	только для	3	2
235	и тогда	1	2
236	вообще говоря	1	2
237	в окончательном	2	2
238	в основе	1	2
239	ни к	1	2
240	с другими	2	2
241	это все	1	2
242	к самому	1	2
243	но если	2	2
244	и без	1	2
245	отказаться от	1	2
246	но эти	1	2
247	а я	1	2
248	в искусстве	3	2
249	во всяком	7	2
250	этого романа	2	1
251	говорили о	1	1
252	ту же	1	1
253	с с	1	1
254	художественного произведения	1	1
255	по адресу	1	1
256	как его	2	1
257	а между	1	1
258	на другой	1	1
259	только потому	3	1
260	с общеизвестными	1	1
261	переход от	1	1
262	и должно	2	1
263	мы говорим	3	1
264	в первом	2	1
265	сам автор	1	1
266	действительности и	5	1
267	только кажущаяся	1	1
268	мы уже	5	1
269	той же	1	1
270	из всех	1	1
271	г в	1	1
272	самое же	1	1
273	у гоголя	1	1
274	что если	2	1
275	этом не	1	1
276	со смертью	1	1
277	но такое	2	1
278	эстетики и	1	1
279	на себя	2	1
280	мы получаем	3	1
281	мы и	4	1
282	то это	1	1
283	сказать о	2	1
284	первого взгляда	1	1
285	нечто более	1	1
286	должна указывать	1	1
287	литературы и	4	1
288	он был	1	1
289	быть в	1	1
290	это действительно	1	1
291	с его	2	1
292	во всех	7	1
293	этого героя	1	1
294	о смерти	1	1
295	но как	6	1
296	а только	5	1
297	еще б	1	1
298	и всякий	1	1
299	если в	1	1
300	есть по	4	1
301	в комедии	2	1
302	в жизни	3	1
303	или иное	1	1
304	другое и	1	1
305	и эстетического	1	1
306	изображения и	1	1
307	чем же	2	1
308	общего с	8	1
309	с этим	3	1
310	в браке	1	1
311	не хватает	2	1
312	и нет	1	1
313	однако не	3	1
314	перед нами	5	1
315	встрече с	1	1
316	в мысли	1	1
317	и как	6	1
318	говорит что	1	1
319	не являются	5	1
320	его к	1	1
321	и к	1	1
322	в противоположность	1	1
323	сливается с	1	1
324	еще на	1	1
325	что это	3	1
326	в известном	1	1
327	говорили что	2	1
328	за это	1	1
329	карамазовых что	1	1
330	ужаса и	1	1
331	из этих	2	1
332	думать что	1	1
333	смотрим на	1	1
334	нами в	1	1
