N	2gram	Bakhtin_Pr_5	Literetu
1	и не	27	22
2	в мире	4	16
3	и в	35	16
4	при этом	2	15
5	в этом	14	14
6	не только	10	14
7	но и	14	14
8	в том	5	12
9	может быть	14	12
10	а не	4	12
11	то что	10	12
12	я и	2	10
13	своего рода	2	10
14	не в	10	10
15	то же	15	9
16	так и	8	9
17	в то	11	9
18	того что	3	9
19	в этой	1	8
20	в жизни	2	8
21	том что	3	8
22	не может	18	8
23	к себе	18	8
24	как бы	31	8
25	в своей	4	7
26	же время	10	7
27	только в	6	7
28	себя в	2	7
29	точки зрения	7	7
30	я в	4	7
31	еще не	7	6
32	с его	7	6
33	в себе	5	6
34	в другом	12	6
35	о том	2	6
36	и его	14	6
37	в его	21	6
38	и т.п	6	6
39	с другой	4	6
40	к тому	6	6
41	в отличие	2	5
42	отличие от	2	5
43	как в	5	5
44	в целом	3	5
45	тому же	3	5
46	то есть	16	5
47	лишь в	7	5
48	это не	3	5
49	как и	18	5
50	что я	13	5
51	в основе	1	5
52	этом отношении	1	5
53	в ее	3	5
54	что он	24	5
55	в качестве	1	5
56	а именно	1	5
57	вместе с	2	5
58	а в	7	5
59	одним из	1	4
60	но не	6	4
61	по отношению	6	4
62	хотя и	2	4
63	и если	1	4
64	входит в	1	4
65	должно быть	3	4
66	однако в	2	4
67	даже в	5	4
68	никогда не	4	4
69	данном случае	1	4
70	другого в	4	4
71	с одной	1	4
72	в начале	3	4
73	из них	3	4
74	в одном	6	4
75	как будто	4	4
76	до конца	4	4
77	в данном	1	4
78	и для	8	4
79	я как	3	4
80	отношению к	7	4
81	отношения к	1	3
82	например в	2	3
83	самом деле	10	3
84	той же	2	3
85	с ее	3	3
86	но уже	2	3
87	разумеется не	1	3
88	в сторону	2	3
89	отнюдь не	1	3
90	и как	2	3
91	и наконец	7	3
92	и к	12	3
93	но в	19	3
94	то в	2	3
95	бы и	2	3
96	на его	4	3
97	а затем	2	3
98	самим собой	7	3
99	в слове	6	3
100	в г	1	3
101	с точки	2	3
102	только для	1	3
103	себе самому	18	3
104	по своей	2	3
105	потому что	8	3
106	для его	2	3
107	еще в	4	3
108	не случайно	2	3
109	прежде всего	12	3
110	между тем	4	3
111	все время	4	3
112	уже не	3	3
113	в самом	6	3
114	наконец в	4	3
115	о чем	1	3
116	тому как	2	3
117	там где	7	3
118	это как	3	3
119	в третьем	1	3
120	в романе	1	3
121	как на	1	3
122	а я	10	3
123	полемика с	4	2
124	того же	1	2
125	которой она	1	2
126	в первом	2	2
127	как мы	8	2
128	вопрос о	2	2
129	так чтобы	4	2
130	я не	8	2
131	то это	1	2
132	и на	6	2
133	бы то	3	2
134	не могу	3	2
135	во всех	3	2
136	сказать и	1	2
137	с первой	1	2
138	отказ от	1	2
139	я я	1	2
140	отношение к	6	2
141	я только	1	2
142	еще один	2	2
143	без другого	1	2
144	все же	8	2
145	когда он	3	2
146	могли бы	1	2
147	я к	2	2
148	не знает	6	2
149	все мое	1	2
150	жизнь как	1	2
151	он в	4	2
152	раз в	2	2
153	им в	2	2
154	особое место	1	2
155	вследствие этого	1	2
156	в нем	16	2
157	чтобы он	1	2
158	он все	2	2
159	в первой	1	2
160	не как	3	2
161	и вот	4	2
162	на жизнь	1	2
163	подобно тому	2	2
164	человека в	1	2
165	то ни	3	2
166	и с	12	2
167	в глубине	1	2
168	его в	4	2
169	знает что	3	2
170	было бы	3	2
171	и даже	5	2
172	здесь это	1	2
173	той или	4	2
174	она и	1	2
175	далеко не	1	2
176	он и	5	2
177	мы с	2	2
178	еще раз	1	2
179	и при	1	2
180	как ты	3	2
181	и ее	1	2
182	от себя	5	2
183	и другого	2	2
184	ни было	3	2
185	в конце	5	2
186	по себе	4	2
187	нас к	1	2
188	не менее	2	2
189	для меня	1	2
190	того чтобы	1	2
191	как раз	4	2
192	другой стороны	3	2
193	а лишь	1	2
194	вот в	1	2
195	же самое	1	2
196	для себя	7	2
197	диалог с	5	2
198	и сам	7	2
199	что у	6	2
200	здесь как	1	2
201	если бы	1	2
202	о нем	2	2
203	из рассказа	3	2
204	можно сказать	1	2
205	во втором	1	2
206	что и	3	2
207	во всей	1	2
208	и только	1	2
209	в ту	1	2
210	и об	2	2
211	как например	1	2
212	но с	1	2
213	здесь не	1	2
214	вне себя	2	2
215	с ними	5	2
216	со всеми	3	2
217	связи с	1	2
218	за ним	2	2
219	для него	14	2
220	других но	1	2
221	тем что	4	2
222	и вместе	1	2
223	для того	1	2
224	один в	2	2
225	или иной	4	2
226	на свое	1	2
227	себя и	8	2
228	что не	4	2
229	с ней	1	2
230	выше и	1	2
231	него не	1	2
232	не знаю	2	2
233	если не	1	2
234	все более	1	2
235	третьем лице	1	2
236	так же	7	2
237	и потому	1	2
238	какого бы	1	2
239	а так	3	2
240	в самый	2	2
241	с этой	2	2
242	художественное произведение	1	2
243	один из	1	2
244	это последнее	1	2
245	сознания и	4	2
246	что в	6	2
247	в каждой	2	2
248	же в	1	2
249	не я	1	2
250	отношением к	3	2
251	найти себя	2	2
252	в свою	1	2
253	с тобою	1	2
254	оно не	1	2
255	эти слова	3	2
256	еще и	1	2
257	в своих	1	2
258	к этому	1	2
259	от этой	1	1
260	зависимость от	2	1
261	начинается с	1	1
262	к духовной	1	1
263	с кем	1	1
264	и то	5	1
265	в сердце	1	1
266	на самом	9	1
267	тех же	1	1
268	в стороне	1	1
269	это и	3	1
270	сама себя	1	1
