N	3gram	Trubetskoy_1	StatiiOP
1	в том что	3	17
2	о том что	4	11
3	для того чтобы	5	10
4	с точки зрения	6	8
5	до сих пор	5	7
6	в этом отношении	2	7
7	в данном случае	1	6
8	с другой стороны	1	6
9	во всяком случае	6	6
10	в самом деле	1	5
11	в этой области	1	5
12	не может быть	1	5
13	то же время	2	4
14	так и в	1	4
15	что и в	1	4
16	на то что	2	4
17	в то же	2	4
18	сказать что в	1	3
19	по отношению к	1	3
20	то или иное	2	3
21	так же как	3	3
22	и в этом	2	3
23	тем или иным	1	3
24	что в области	1	3
25	ничего общего с	2	3
26	но все же	4	3
27	и только в	1	3
28	что в этой	1	2
29	в том числе	5	2
30	в первую очередь	1	2
31	том числе и	4	2
32	может быть и	2	2
33	по крайней мере	5	2
34	но с другой	1	2
35	но в то	1	2
36	с одной стороны	7	2
37	в то время	1	2
38	всяком случае в	1	2
39	так или иначе	3	2
40	не в том	1	2
41	чуть ли не	1	2
42	тем что в	1	2
43	на этот раз	1	2
44	речь идет о	1	2
45	тем не менее	3	2
46	в так называемой	1	1
47	а между тем	1	1
48	не может не	1	1
49	не для одной	1	1
50	в одном из	1	1
51	не всегда и	1	1
52	той или иной	2	1
53	в которых он	1	1
54	в настоящее время	1	1
55	в соответствии с	1	1
56	свидетельствует о том	1	1
57	сих пор еще	2	1
58	из двух или	1	1
59	одно из двух	1	1
60	сами по себе	1	1
61	бы то ни	2	1
62	только то что	1	1
63	камня на камне	1	1
64	в то что	1	1
65	виде в каком	1	1
66	точно так же	3	1
67	может быть даже	2	1
68	некоторые из них	2	1
69	о том как	1	1
70	ясно что и	1	1
71	тот факт что	1	1
72	в прямом смысле	1	1
73	и в то	1	1
74	лишь то что	1	1
75	в каком он	1	1
76	а с другой	5	1
77	всяком случае не	3	1
78	что в таком	1	1
79	то что он	2	1
80	с нашей точки	1	1
81	и далее в	1	1
82	и таким образом	3	1
83	а в том	1	1
84	сих пор не	1	1
85	таким образом в	2	1
86	что и у	1	1
87	и некоторые другие	1	1
88	смысле этого слова	1	1
89	и никогда не	1	1
90	в котором он	1	1
91	нашей точки зрения	1	1
92	после того как	1	1
93	так как по	1	1
94	именно в виде	1	1
95	и так и	1	1
96	могло бы быть	1	1
97	в конце концов	3	1
