N	3gram	Potebnia_M_2	Istorich
1	и т д	3	18
2	мы знаем что	1	10
3	до сих пор	4	6
4	в этом случае	1	5
5	вместе с тем	1	5
6	в том что	7	5
7	но все же	1	4
8	со всех сторон	1	4
9	в связи с	1	4
10	подобно тому как	4	3
11	с тем что	1	3
12	с одной стороны	3	3
13	и может быть	2	2
14	мере того как	4	2
15	на самом деле	2	2
16	по мере того	4	2
17	т д и	1	2
18	в таких случаях	1	2
19	во всех этих	1	2
20	в некоторых случаях	2	2
21	в одном случае	1	2
22	только после того	1	2
23	с другой стороны	2	2
24	не может быть	2	2
25	о том что	1	2
26	с самого начала	2	2
27	на то что	3	2
28	после того как	2	2
29	о том как	1	1
30	не в состоянии	4	1
31	и связанные с	1	1
32	только в одном	1	1
33	и той же	1	1
34	но так как	1	1
35	и тот кто	1	1
36	друг от друга	1	1
37	ни одно из	1	1
38	в подобных случаях	1	1
39	но если это	1	1
40	главным образом в	1	1
41	в другом другая	1	1
42	сам по себе	4	1
43	в отличие от	1	1
44	узнает что у	1	1
45	так одна из	1	1
46	но это не	1	1
47	при помощи этого	1	1
48	связь с другими	1	1
49	не то что	1	1
50	в славянских языках	1	1
51	начнем с указания	1	1
52	можно найти в	1	1
53	каждый из этих	1	1
54	с указания на	1	1
55	ответ на это	1	1
56	смысле этого слова	3	1
57	так как это	1	1
58	и то же	2	1
59	том как он	1	1
60	тем не менее	5	1
61	то что он	1	1
62	из них не	1	1
63	во время сна	1	1
64	в себе в	1	1
65	для нас те	1	1
66	на вопрос о	1	1
67	одно из них	1	1
68	а в нем	1	1
69	мы можем сказать	1	1
70	мы не можем	3	1
71	то что происходит	1	1
72	в одно время	4	1
73	что у него	1	1
74	один из них	1	1
75	того как он	1	1
76	но все эти	1	1
77	в природе не	1	1
78	самом деле мы	1	1
79	этого не делает	1	1
80	не только на	1	1
81	это как бы	1	1
82	одной и той	1	1
83	и на ней	1	1
84	том что он	1	1
85	представляют для нас	1	1
86	мы видели что	1	1
87	вне связи с	1	1
