N	3gram	Losev_Vlad_3	Analitik
1	не может быть	6	16
2	в том что	10	9
3	в то же	3	8
4	в отличие от	3	6
5	значении этого слова	1	6
6	то же время	2	6
7	на наш взгляд	1	6
8	той или иной	1	6
9	что иное как	1	5
10	с точки зрения	6	4
11	и не в	1	4
12	но и не	1	4
13	не что иное	1	4
14	к тому же	5	4
15	о том что	8	3
16	в том числе	1	3
17	в таком случае	2	3
18	бы то ни	3	3
19	для того чтобы	1	3
20	то ни было	1	3
21	с одной стороны	3	3
22	лишь в том	1	3
23	собственно говоря и	1	3
24	в самом деле	1	2
25	в том и	1	2
26	то же самое	1	2
27	в этом отношении	2	2
28	же самое время	1	2
29	в основе своей	1	2
30	в данном случае	2	2
31	далеко не всегда	1	2
32	с другой стороны	2	2
33	какой бы то	1	2
34	том что он	1	2
35	в понятии о	1	1
36	как и его	1	1
37	на себя внимание	2	1
38	более или менее	5	1
39	также и в	2	1
40	о том как	1	1
41	выходит за пределы	1	1
42	как раз и	5	1
43	то есть предполагает	1	1
44	а не к	1	1
45	только в том	3	1
46	до сих пор	1	1
47	более высокой ступени	1	1
48	том случае если	2	1
49	сам по себе	2	1
50	того что мы	1	1
51	в которой я	1	1
52	в том случае	3	1
53	вл соловьевым для	1	1
54	на самом же	2	1
55	и заключается что	1	1
56	в противном случае	1	1
57	по себе в	2	1
58	с этой точки	1	1
59	как говорит е	1	1
60	вместе с тем	6	1
61	одно и то	1	1
62	не подлежит никакому	1	1
63	если исходить из	1	1
64	себя также и	1	1
65	обращает на себя	2	1
66	еще раз что	1	1
67	не только в	1	1
68	к своему собственному	1	1
69	и то же	1	1
70	как будто бы	1	1
71	в известном смысле	1	1
72	и должно быть	1	1
73	место лишь при	1	1
74	а с другой	2	1
75	отнюдь не все	1	1
76	хотя бы с	1	1
77	все же не	1	1
78	во всяком случае	3	1
79	что же касается	5	1
80	самом же деле	2	1
81	включает в себя	1	1
82	тому что из	1	1
83	том и заключается	1	1
84	этой точки зрения	1	1
85	могут и должны	1	1
86	а вместе с	1	1
87	все того же	1	1
88	что даже в	1	1
89	есть она сама	1	1
90	еще в году	2	1
91	то что выше	1	1
92	и вместе с	2	1
93	в этом последнем	1	1
94	в течение всего	1	1
95	возможно только в	1	1
96	из которых состоит	1	1
97	в этом смысле	3	1
98	же касается самого	1	1
99	в связи с	2	1
100	без опоры на	1	1
101	в составе его	1	1
102	к тому что	2	1
103	то он не	1	1
104	в том же	1	1
105	не говоря уже	1	1
