N	3gram	Nazirov_Tv_1	KulturaY
1	и т п	2	18
2	в том что	6	15
3	и т д	1	14
4	по отношению к	1	8
5	с другой стороны	1	6
6	о том что	5	5
7	по крайней мере	2	5
8	что же касается	1	4
9	до сих пор	1	4
10	тем не менее	2	4
11	в соответствии с	3	3
12	вместе с тем	1	3
13	в связи с	1	3
14	в свою очередь	1	3
15	и того же	1	2
16	чуть ли не	1	2
17	на самом деле	2	2
18	потому что не	1	2
19	в первую очередь	1	2
20	то же время	12	2
21	заключается в том	1	2
22	хотя бы и	1	2
23	и в самом	1	2
24	одного и того	1	2
25	в то же	13	2
26	к тому что	1	2
27	что иное как	1	1
28	чтобы мы были	1	1
29	прежде всего на	1	1
30	в настоящее время	1	1
31	вовсе не нужно	1	1
32	это уже не	2	1
33	с одной стороны	1	1
34	и учение о	1	1
35	и в то	2	1
36	сами по себе	1	1
37	в отличие от	1	1
38	в наше время	2	1
39	можно только в	1	1
40	а вместе с	1	1
41	того же порядка	1	1
42	эта книга по	1	1
43	что все это	3	1
44	один из элементов	1	1
45	не то что	1	1
46	все же и	1	1
47	не только в	2	1
48	к вопросу о	1	1
49	в большой степени	1	1
50	но тем самым	1	1
51	вовсе не самый	1	1
52	имеем в виду	1	1
53	том что я	1	1
54	дело не в	1	1
55	в себе всю	1	1
56	это не значит	1	1
57	о внутренней форме	1	1
58	а может быть	1	1
59	и все же	3	1
60	от мысли и	1	1
61	пусть даже с	1	1
62	то что его	1	1
63	мы имеем в	1	1
64	от среды и	1	1
65	что оно не	1	1
66	не что иное	1	1
67	точно так же	2	1
68	является как бы	1	1
