N	2gram	Losev_Prob_3	VeschiIm
1	не есть	35	49
2	вещи есть	2	38
3	не может	7	33
4	не только	14	31
5	может быть	28	29
6	и не	35	28
7	и в	44	26
8	вещи и	7	24
9	то что	23	24
10	и есть	5	23
11	значит что	7	22
12	это значит	4	22
13	и т	13	21
14	т д	13	20
15	а не	18	20
16	не просто	23	18
17	есть только	4	17
18	и следовательно	2	15
19	что она	1	14
20	только в	19	14
21	по себе	25	13
22	и что	7	13
23	того что	8	13
24	самой вещи	4	13
25	и то	14	12
26	есть не	5	12
27	все же	6	12
28	что это	3	12
29	было бы	8	12
30	и ее	3	12
31	но и	10	12
32	смысл вещи	3	12
33	сказать что	16	12
34	а и	1	11
35	таким образом	9	11
36	с нею	2	11
37	что же	8	11
38	и больше	3	10
39	то же	13	10
40	есть нечто	8	10
41	в ней	5	10
42	не значит	3	10
43	как бы	9	10
44	что такое	3	10
45	потому что	25	10
46	уже не	7	10
47	что мы	8	10
48	бы то	4	9
49	в самом	3	9
50	то ни	6	9
51	и с	9	9
52	вещей и	1	9
53	вещи не	1	9
54	больше ничего	2	9
55	в том	21	9
56	что не	1	9
57	еще и	7	9
58	прежде всего	3	9
59	ни было	3	9
60	что иное	4	8
61	с ее	2	8
62	иное как	4	8
63	в себе	8	8
64	на то	3	8
65	и это	9	8
66	ничего не	3	8
67	себя и	1	8
68	но это	8	8
69	не что	4	8
70	также и	16	7
71	говорить о	3	7
72	если она	1	7
73	в этом	17	7
74	его в	3	7
75	с другими	3	7
76	том что	12	7
77	в то	9	7
78	со своим	2	7
79	что оно	2	7
80	указывает на	7	7
81	в свете	1	7
82	д и	4	7
83	себя в	2	7
84	так как	9	7
85	как раз	8	7
86	смысла и	1	7
87	от всего	1	7
88	совершенно не	4	7
89	есть и	2	7
90	данной вещи	2	6
91	что они	5	6
92	и как	3	6
93	но в	12	6
94	бы и	1	6
95	это есть	3	6
96	одно и	3	6
97	что является	2	6
98	всего прочего	1	6
99	точки зрения	5	6
100	но если	6	6
101	по крайней	5	6
102	необходимо чтобы	1	6
103	с ним	7	6
104	она не	3	6
105	оно есть	1	6
106	сама вещь	1	6
107	отличается от	4	6
108	вещь но	2	6
109	можно было	4	6
110	ясно что	6	6
111	и только	6	6
112	крайней мере	5	6
113	а если	1	6
114	есть ни	3	6
115	так что	12	6
116	если мы	16	6
117	ни с	4	6
118	для него	3	6
119	но что	2	6
120	относится к	1	6
121	то не	1	6
122	когда мы	15	6
123	быть только	1	6
124	в результате	2	6
125	жизни и	6	6
126	что в	8	6
127	того же	2	5
128	это и	7	5
129	и до	2	5
130	ведь и	1	5
131	в чем	4	5
132	но не	3	5
133	с самой	3	5
134	есть просто	2	5
135	отнюдь не	10	5
136	чем же	4	5
137	должна быть	1	5
138	вообще не	1	5
139	содержит в	3	5
140	что тут	3	5
141	и достаточно	1	5
142	это не	9	5
143	с тем	5	5
144	а есть	1	5
145	не в	13	5
146	тем не	10	5
147	в отношении	2	5
148	не менее	10	5
149	только и	8	5
150	у нас	10	5
151	для себя	2	5
152	в ее	4	5
153	если бы	3	5
154	для этого	6	5
155	другими словами	6	5
156	еще не	5	5
157	или не	1	5
158	она имеет	1	5
159	что для	3	5
160	ни на	3	5
161	ни от	4	5
162	с этой	3	5
163	отвлеченный смысл	1	5
164	и для	2	5
165	из себя	3	5
166	а в	5	5
167	но тогда	3	4
168	собственном смысле	1	4
169	мы не	7	4
170	то это	10	4
171	в их	2	4
172	во всех	2	4
173	самой вещью	1	4
174	точка зрения	1	4
175	независимо от	1	4
176	его на	1	4
177	с этим	2	4
178	в своем	5	4
179	однако не	1	4
180	есть ее	4	4
181	с чем	2	4
182	ведь не	2	4
183	тут не	1	4
184	же не	2	4
185	как и	10	4
186	между собою	2	4
187	вещи в	1	4
188	с точки	2	4
189	и более	2	4
190	можно ли	4	4
191	на себе	3	4
192	и о	5	4
193	то или	3	4
194	только то	2	4
195	о том	6	4
196	определенным образом	2	4
197	с другой	7	4
198	что и	9	4
199	быть и	3	4
200	этот вопрос	3	4
201	ни только	2	4
202	то и	5	4
203	из них	2	4
204	так то	1	4
205	тем что	4	4
206	и даже	14	4
207	даже не	2	4
208	от вещи	1	4
209	и потому	7	4
210	мы говорим	4	4
211	в данном	9	4
212	быть не	1	4
213	как только	3	4
214	говорить что	1	4
215	не существует	1	4
216	и все	3	4
217	собственно говоря	5	4
218	от того	2	4
219	оно не	1	4
220	есть то	3	4
221	сам по	6	3
222	самом деле	3	3
223	что смысл	2	3
224	отношения к	3	3
225	или ее	1	3
226	мы имеем	2	3
227	вопрос о	1	3
228	из того	3	3
229	но даже	4	3
230	момент в	1	3
231	не то	2	3
232	смысл или	1	3
233	более или	1	3
234	себе не	2	3
235	как оно	3	3
236	в нем	9	3
237	перестает быть	1	3
238	в понятии	2	3
239	подобно тому	1	3
240	в жизни	1	3
241	несмотря на	1	3
242	значит не	1	3
243	и тогда	3	3
244	нисколько не	2	3
245	или менее	1	3
246	можно только	1	3
247	отрыве от	1	3
248	в своей	5	3
249	все это	5	3
250	есть именно	5	3
251	чтобы она	1	3
252	между прочим	2	3
253	и другое	1	3
254	как о	5	3
255	тогда когда	1	3
256	и притом	4	3
257	в основе	2	3
258	само по	3	3
259	того чтобы	1	3
260	или как	3	3
261	к ней	1	3
262	ни о	3	3
263	к тому	3	3
264	всегда есть	2	3
265	вещей в	1	3
266	без всякого	3	3
267	в собственном	1	3
268	нет никакой	1	3
269	и сам	5	3
270	так и	10	3
271	и вообще	8	3
272	вещи мы	1	3
273	о ней	2	3
274	можно сказать	6	3
275	но когда	2	3
276	если это	1	3
277	в отрыве	1	3
278	что он	9	3
279	но как	4	3
280	не мешает	3	3
281	без этого	1	3
282	только на	5	3
283	а это	3	3
284	сама по	8	3
285	мы находим	7	3
286	в одном	1	3
287	никакого отношения	4	3
288	мы возьмем	3	3
289	даже и	16	3
290	никогда не	6	3
291	а с	2	3
292	она является	1	3
293	вместе с	2	3
294	что именно	1	3
295	в той	3	3
296	вещи для	1	3
297	да и	5	3
298	вещах и	1	3
299	она может	2	3
300	она уже	3	3
301	себя самого	1	3
302	бы в	2	3
303	и ни	3	3
304	тем более	3	3
305	хотя бы	3	3
306	же самой	4	3
307	с вещами	1	3
308	с самим	3	3
309	от этого	1	2
310	или вещь	1	2
311	есть обязательно	4	2
312	как это	2	2
313	и значит	1	2
314	мы получили	1	2
315	есть сама	1	2
316	тем же	2	2
317	в первом	1	2
318	поэтому и	2	2
319	мы уже	4	2
320	той же	1	2
321	часто бывает	3	2
322	как мы	8	2
323	своей собственной	2	2
324	бы ни	1	2
325	и самой	4	2
326	конечно и	1	2
327	мы ее	1	2
328	не нужно	1	2
329	как смысл	1	2
330	мысли и	1	2
331	сама с	1	2
332	мы будем	2	2
333	а только	5	2
334	и всякий	1	2
335	не все	1	2
336	себе и	1	2
337	тут же	4	2
338	как в	5	2
339	и нет	2	2
340	когда он	2	2
341	на нас	2	2
342	это тоже	2	2
343	в каком-то	1	2
344	что на	1	2
345	то в	3	2
346	себе как	3	2
