N	3gram	Trubetskoy_1	Formalny
1	с точки зрения	6	14
2	не может быть	1	14
3	в то же	2	7
4	то же время	2	7
5	во всяком случае	6	6
6	с другой стороны	1	5
7	в самом деле	1	4
8	в данном случае	1	4
9	в связи с	3	4
10	бы то ни	2	4
11	то ни было	2	4
12	для того чтобы	5	4
13	по отношению к	1	3
14	то же самое	2	3
15	в этом отношении	2	3
16	вместе с тем	8	3
17	и не могут	1	3
18	обстоит дело с	1	3
19	в том что	3	3
20	о том как	1	2
21	то или иное	2	2
22	и в то	1	2
23	до известной степени	1	2
24	сами по себе	1	2
25	в отличие от	1	2
26	можно только в	1	2
27	только то что	1	2
28	мы видели что	1	2
29	всяком случае в	1	2
30	так и в	1	2
31	не только не	1	2
32	именно потому что	1	2
33	тем не менее	3	2
34	так и от	2	2
35	смысле этого слова	1	2
36	в конце концов	3	2
37	это связано с	1	1
38	и того же	1	1
39	а потому что	1	1
40	и в общем	1	1
41	что в этом	1	1
42	иметь в виду	1	1
43	имеем в виду	1	1
44	в настоящее время	1	1
45	можно говорить лишь	1	1
46	формой и содержанием	1	1
47	непосредственно ни с	1	1
48	один и тот	1	1
49	в том или	1	1
50	а следовательно и	1	1
51	не совпадает с	1	1
52	потому что и	2	1
53	друг на друга	2	1
54	но для этого	1	1
55	с тем что	1	1
56	при этом не	1	1
57	том или ином	1	1
58	другой стороны сами	1	1
59	с этой точки	2	1
60	никаких указаний на	1	1
61	до сих пор	5	1
62	что так или	1	1
63	так или иначе	3	1
64	нет никаких указаний	1	1
65	человека и в	1	1
66	тот факт что	1	1
67	так же как	3	1
68	и сами по	1	1
69	не потому что	1	1
70	с одной стороны	7	1
71	и тот же	1	1
72	между формой и	1	1
73	но при этом	1	1
74	и вместе с	4	1
75	и в этой	1	1
76	не в том	1	1
77	с нашей точки	1	1
78	а не как	1	1
79	все более и	1	1
80	том что они	1	1
81	до настоящего времени	1	1
82	в таком случае	1	1
83	и является лишь	1	1
84	этой точки зрения	2	1
85	о том что	4	1
86	и все же	1	1
87	может и не	1	1
88	всяком случае с	1	1
89	и никогда не	1	1
90	с самого начала	2	1
91	более и более	1	1
92	если бы удалось	1	1
93	той или иной	2	1
94	но все же	4	1
95	нашей точки зрения	1	1
96	можно сказать что	2	1
97	с тем и	2	1
98	мы имеем в	1	1
99	общем можно сказать	1	1
100	на то что	2	1
101	одного и того	1	1
102	а вместе с	1	1
103	в том числе	5	1
104	друг с другом	5	1
105	том числе и	4	1
106	и только в	1	1
