N	3gram	Bakhtin_Pr_1	Formalny
1	с точки зрения	15	13
2	то же время	7	8
3	в его целом	5	8
4	в то же	7	8
5	на самом деле	3	6
6	до сих пор	2	6
7	не может быть	3	5
8	по отношению к	11	4
9	во всяком случае	3	4
10	так и в	1	4
11	в лучшем случае	2	3
12	бы то ни	3	3
13	в своей статье	1	3
14	может быть и	1	3
15	смысле этого слова	1	3
16	а вовсе не	1	2
17	и наконец в	1	2
18	в своей работе	1	2
19	в нем и	1	2
20	во что бы	1	2
21	и не может	2	2
22	в своей книге	1	2
23	в зависимости от	3	2
24	сами по себе	3	2
25	как если бы	1	2
26	точки зрения их	1	2
27	и в частности	1	2
28	что бы то	1	2
29	в большинстве случаев	2	2
30	чтобы убедиться в	1	2
31	в том чтобы	1	2
32	дело идет о	2	2
33	но в то	2	2
34	и в этом	3	2
35	то ни стало	1	2
36	того или иного	1	2
37	мы не можем	1	2
38	не только не	1	2
39	лишь одною из	1	2
40	в художественном произведении	1	2
41	исторический очерк и	1	1
42	художественной формы и	1	1
43	вполне понятно что	1	1
44	резко отличен от	1	1
45	а прежде всего	1	1
46	они никогда не	1	1
47	все в нем	1	1
48	в этом смысле	9	1
49	в том и	1	1
50	самый художественный замысел	1	1
51	так и не	1	1
52	их а не	1	1
53	же как и	1	1
54	но не для	1	1
55	как раз и	1	1
56	и заключается в	1	1
57	хотя бы и	2	1
58	на минуту не	1	1
59	можно говорить о	1	1
60	в том что	7	1
61	он должен быть	1	1
62	что было дано	1	1
63	же время не	2	1
64	в этом отношении	5	1
65	в то что	1	1
66	несмотря на их	1	1
67	в своей изолированности	1	1
68	в нем как	1	1
69	в противном случае	1	1
70	с этой точки	1	1
71	мира в его	2	1
72	со всем этим	1	1
73	то что было	3	1
74	раз и навсегда	2	1
75	его сознания и	1	1
76	мы видим что	1	1
77	в своем творчестве	1	1
78	мы увидим дальше	1	1
79	создается впечатление что	1	1
80	кругозор в его	1	1
81	в данном случае	2	1
82	и нисколько не	1	1
83	в его содержании	1	1
84	то ни было	2	1
85	не теряя своей	1	1
86	лежит в самой	1	1
87	в высшей степени	1	1
88	другой стороны со	1	1
89	и в то	3	1
90	зависимости от того	1	1
91	самом деле это	1	1
92	не столько в	1	1
93	они вовсе не	1	1
94	в отличие от	2	1
95	по сравнению с	1	1
96	ни на минуту	1	1
97	и как бы	1	1
98	а не как	3	1
99	только с точки	1	1
100	но и с	1	1
101	с другой стороны	2	1
102	так же как	1	1
103	все то что	3	1
104	между тем как	4	1
105	именно в том	2	1
106	этой точки зрения	1	1
107	от различных художественных	1	1
108	вовсе не как	1	1
109	в той же	3	1
110	в первой главе	1	1
111	и притом в	1	1
112	та или иная	1	1
113	нам важно лишь	1	1
114	все это в	1	1
115	не только с	1	1
116	к нему и	2	1
117	с самого начала	2	1
118	в одном месте	1	1
119	нужно сказать что	1	1
120	но все эти	1	1
121	при ознакомлении с	1	1
122	в том отношении	1	1
123	но все же	1	1
124	том отношении что	1	1
125	заключается в том	2	1
126	как одна из	1	1
127	к тому что	1	1
128	было дано в	1	1
129	и пр каждый	1	1
130	тех или иных	1	1
131	в отношении к	1	1
132	то же что	1	1
133	стороны со стороны	1	1
134	выходит за пределы	2	1
135	что и в	1	1
136	романа в его	2	1
137	и входит в	1	1
138	в пределах одного	1	1
