N	3gram	Bakhtin_sl_1	Istorich
1	и т д	5	15
2	с другой стороны	4	7
3	в этом случае	2	5
4	до сих пор	2	5
5	в том что	1	5
6	тем не менее	1	5
7	как мы видели	1	5
8	мы видим что	1	4
9	в данном случае	3	3
10	с одним из	1	2
11	с одной стороны	4	2
12	то время как	2	2
13	во всяком случае	5	2
14	в то время	2	2
15	о том что	1	2
16	в одном из	1	2
17	не только не	1	2
18	мы имеем в	1	2
19	как и в	1	2
20	на ту же	2	1
21	даже в самых	1	1
22	и столь же	1	1
23	и от него	1	1
24	исключают друг друга	1	1
25	и той же	1	1
26	и к нему	2	1
27	мы ничего не	1	1
28	но и здесь	3	1
29	на своем пути	1	1
30	с этой точки	1	1
31	с точки зрения	8	1
32	к людям и	1	1
33	за пределами своего	1	1
34	но и в	1	1
35	каждое из них	1	1
36	на самом же	1	1
37	можно было бы	2	1
38	этом случае в	1	1
39	не исключают друг	1	1
40	может быть и	1	1
41	одной из них	1	1
42	не только в	2	1
43	обстоит дело с	1	1
44	так или иначе	1	1
45	и в том	2	1
46	в других случаях	2	1
47	этой точки зрения	1	1
48	свою связь с	1	1
49	в свою очередь	2	1
50	и прежде всего	1	1
51	равно как и	1	1
52	не может быть	1	1
53	с самого начала	1	1
54	не только на	2	1
55	они не только	1	1
56	но в этом	1	1
57	можно сказать что	1	1
58	у нас в	1	1
59	и вступает в	1	1
60	и в самых	1	1
61	в большинстве случаев	6	1
62	одной и той	1	1
63	друг с другом	2	1
64	самом же деле	1	1
65	друг друга и	1	1
