N	2gram	Bakhtin_Fr_8	Freidism
1	таким образом	17	24
2	и не	9	23
3	не может	2	20
4	точки зрения	6	19
5	прежде всего	6	18
6	в этом	14	15
7	в его	18	15
8	с помощью	3	14
9	мы можем	1	13
10	может быть	3	13
11	и его	12	12
12	все эти	15	11
13	как и	5	11
14	с точки	2	11
15	как бы	11	11
16	то что	3	11
17	самом деле	2	10
18	но в	6	10
19	его в	2	10
20	с ним	2	10
21	как мы	7	10
22	так и	13	10
23	и потому	4	10
24	с его	5	9
25	во всех	8	9
26	по отношению	1	9
27	и в	56	9
28	то же	11	8
29	не только	8	8
30	он не	5	8
31	в своей	2	8
32	еще не	10	8
33	оно и	1	8
34	что он	2	8
35	только в	9	8
36	так как	4	8
37	все это	8	8
38	и все	6	8
39	отношению к	1	8
40	в самом	9	7
41	мы уже	10	7
42	и наконец	3	7
43	ни в	2	7
44	мы видели	5	7
45	те же	1	7
46	к нему	2	7
47	один из	5	7
48	тот же	1	7
49	мы знаем	1	7
50	сказать что	3	7
51	в ней	4	6
52	за пределы	4	6
53	все те	2	6
54	так сказать	5	6
55	и с	8	6
56	на протяжении	1	6
57	и ее	4	6
58	точку зрения	1	6
59	того что	1	6
60	для него	2	6
61	вовсе не	6	6
62	никогда не	5	6
63	на самом	2	5
64	и на	7	5
65	в чем	1	5
66	и к	4	5
67	в этой	6	5
68	не в	3	5
69	в то	12	5
70	в каком	2	5
71	могут быть	1	5
72	в себя	1	5
73	для этого	1	5
74	но мы	1	5
75	можно сказать	2	5
76	для того	2	5
77	по мнению	1	5
78	в большинстве	7	5
79	большинстве случаев	6	5
80	и прежде	1	5
81	а в	2	5
82	но и	9	5
83	связь с	3	5
84	его жизни	2	5
85	в период	1	5
86	что в	5	5
87	смысле слова	1	4
88	той же	6	4
89	связанных с	1	4
90	мы не	2	4
91	в которой	4	4
92	совсем не	2	4
93	но не	5	4
94	все же	2	4
95	не было	5	4
96	из этих	1	4
97	в пределах	5	4
98	с их	2	4
99	в нем	8	4
100	всех этих	3	4
101	то ни	2	4
102	связанные с	1	4
103	при этом	4	4
104	с другими	1	4
105	во время	5	4
106	в основе	4	4
107	же время	10	4
108	таким путем	1	4
109	потому что	6	4
110	и для	2	4
111	к тому	1	4
112	т.е в	1	4
113	того чтобы	4	4
114	данном случае	2	4
115	характер и	3	4
116	болезни и	1	4
117	с самого	1	4
118	это только	1	4
119	которой мы	1	4
120	конечно не	4	4
121	уже не	3	4
122	в котором	2	4
123	мы находим	3	4
124	как раз	2	4
125	и др	8	4
126	в данном	2	4
127	и о	3	4
128	в более	1	4
129	в этих	11	4
130	между ними	2	4
131	человека и	2	3
132	подхода к	1	3
133	при анализе	1	3
134	он был	12	3
135	такие же	1	3
136	с отцом	1	3
137	как в	1	3
138	и как	2	3
139	жизни к	1	3
140	в себе	4	3
141	и те	2	3
142	но ведь	1	3
143	этот процесс	1	3
144	главным образом	3	3
145	в узком	2	3
146	и вот	1	3
147	что все	4	3
148	выражение и	1	3
149	конечно в	2	3
150	зрения на	2	3
151	было бы	2	3
152	такой же	5	3
153	именно и	1	3
154	он дает	2	3
155	мысли и	1	3
156	войти в	1	3
157	тому что	1	3
158	самого начала	1	3
159	одна из	4	3
160	ни о	2	3
161	не могут	1	3
162	с ее	5	3
163	только то	1	3
164	если бы	2	3
165	и внешней	1	3
166	и что	1	3
167	бы то	2	3
168	на всех	1	3
169	и она	1	3
170	на другие	1	3
171	со всеми	1	3
172	себя в	1	3
173	об его	1	3
174	у него	7	3
175	в них	11	3
176	и т.п	11	3
177	на этот	1	3
178	и оно	1	3
