N	3gram	Tiupa_Narr_2	Analitik
1	в том что	8	7
2	по отношению к	5	7
3	о том что	4	5
4	мы имеем дело	2	4
5	и того же	1	3
6	присутствия я в	2	3
7	всех без исключения	1	3
8	в данном случае	6	3
9	в тарасе бульбе	1	3
10	самого коммуникативного события	1	3
11	то же время	3	3
12	участников коммуникативного события	1	3
13	не только не	2	3
14	той или иной	3	3
15	в то же	3	3
16	одного и того	1	3
17	к тому же	4	3
18	в этом отношении	3	3
19	подобно тому как	2	2
20	в ответ на	2	2
21	с точки зрения	2	2
22	в отличие от	5	2
23	едва ли не	1	2
24	с одной стороны	5	2
25	тем не менее	4	2
26	не только к	1	2
27	во всяком случае	1	2
28	а в том	2	2
29	я в мире	2	2
30	в конечном счете	3	2
31	можно сказать что	3	2
32	дело здесь не	1	1
33	по своей природе	2	1
34	раз в том	1	1
35	а между тем	1	1
36	только раскрывают содержание	1	1
37	что иное как	1	1
38	раскрывают содержание судьбы	1	1
39	хотя и не	2	1
40	в той или	1	1
41	отделен от своей	1	1
42	к себе самому	3	1
43	как бы не	1	1
44	на самом деле	2	1
45	одной из этих	1	1
46	в самом деле	1	1
47	в этом смысле	1	1
48	судьба выражает внеличную	1	1
49	той же самой	1	1
50	обратим внимание на	1	1
51	если к первому	1	1
52	и к себе	1	1
53	до сих пор	1	1
54	в таком случае	1	1
55	в зависимости от	1	1
56	ни у кого	1	1
57	однако что и	1	1
58	но они не	1	1
59	выражает внеличную сторону	1	1
60	то она определяется	1	1
61	на этот вопрос	1	1
62	и здесь мы	1	1
63	есть на самом	1	1
64	в основе своей	1	1
65	при всей своей	2	1
66	наличии у него	1	1
67	вынесенное в заглавие	1	1
68	позицию по отношению	1	1
69	как раз в	1	1
70	тогда как в	2	1
71	как уже говорилось	2	1
72	своего рода механизмом	1	1
73	единственный в тексте	1	1
74	одна из наиболее	1	1
75	оказывается всего лишь	1	1
76	здесь мы имеем	1	1
77	в противоречие с	1	1
78	далеко не всегда	1	1
79	или иначе в	1	1
80	здесь и сейчас	1	1
81	не только в	6	1
82	если говорить о	1	1
83	однако и здесь	1	1
84	по своему происхождению	1	1
85	его поступки только	1	1
86	в начале рассказа	2	1
87	представляет собой некий	2	1
88	так и в	1	1
89	в своем составе	1	1
90	в равной степени	2	1
91	в качестве нарративного	1	1
92	в известном смысле	3	1
93	и дело здесь	1	1
94	а с другой	1	1
95	имеем дело с	2	1
96	по природе своей	1	1
97	так или иначе	1	1
98	не в том	1	1
99	в связи с	1	1
100	не для того	1	1
101	хранения и передачи	1	1
102	не отделен от	1	1
103	своей судьбы они	1	1
104	собой один из	1	1
105	поступки только раскрывают	1	1
106	как бы в	2	1
107	в полной мере	1	1
108	для того чтобы	1	1
109	сторону индивида и	1	1
110	тогда как сам	1	1
111	судьбы они едины	1	1
112	но и к	1	1
113	того или иного	3	1
114	и все же	2	1
115	индивида и его	1	1
116	есть не что	1	1
117	как было показано	1	1
118	своего рода общий	1	1
119	не может быть	2	1
120	но с другой	1	1
121	тогда как внутренняя	1	1
122	и его поступки	1	1
123	то есть в	1	1
124	от своей судьбы	1	1
125	представляет собой один	1	1
126	выше уже говорилось	1	1
127	мысль о том	2	1
128	в нарративном дискурсе	1	1
129	имеет в своем	1	1
130	говорящих и слушающих	1	1
131	по сути дела	1	1
132	с этой стороны	1	1
133	тем более что	1	1
134	в большинстве случаев	1	1
135	едины судьба выражает	1	1
136	не сводится к	6	1
137	внеличную сторону индивида	1	1
138	не что иное	1	1
139	но и внутренне	1	1
140	здесь не только	1	1
141	не мог быть	1	1
142	они едины судьба	1	1
143	но иного рода	1	1
144	как субъекта самоопределения	2	1
