N	2gram	Voloshinov_1	Stilisti
1	и в	19	42
2	не только	8	27
3	как бы	15	27
4	и т.п	10	24
5	прежде всего	13	22
6	и т.д	2	20
7	внутренней речи	9	18
8	хотя бы	5	17
9	то же	7	15
10	но и	8	15
11	социального общения	12	14
12	и не	26	14
13	не может	24	12
14	может быть	26	12
15	мы уже	2	11
16	как и	12	11
17	точки зрения	34	11
18	отнюдь не	6	10
19	в этом	16	10
20	и как	3	10
21	как мы	13	10
22	ситуации и	2	10
23	мы должны	3	10
24	что мы	1	10
25	мы не	6	9
26	при этом	8	9
27	в то	3	9
28	для того	4	9
29	то что	8	9
30	в ней	4	8
31	все же	8	8
32	в себе	2	8
33	таким образом	17	8
34	тем самым	1	8
35	и это	3	8
36	слово как	4	8
37	с тем	1	8
38	что же	4	8
39	речевого общения	3	8
40	зависимости от	2	7
41	и на	4	7
42	в которой	3	7
43	было бы	4	7
44	и тем	1	7
45	так как	2	7
46	никогда не	2	7
47	же время	3	7
48	потому что	1	7
49	речевого взаимодействия	4	7
50	того чтобы	5	7
51	ничего не	6	7
52	с его	1	7
53	только в	9	7
54	ситуация и	1	7
55	и его	19	7
56	мы можем	2	7
57	а не	7	7
58	и от	3	7
59	во всех	7	6
60	точкой зрения	2	6
61	точку зрения	2	6
62	в этой	1	6
63	но ведь	1	6
64	в нем	10	6
65	не в	5	6
66	в процессе	14	6
67	или как	1	6
68	в области	3	6
69	так и	11	6
70	другими словами	2	6
71	язык и	2	6
72	в форме	1	6
73	язык в	4	6
74	и так	1	6
75	в конце	5	6
76	или иной	3	6
77	речи и	3	6
78	говорящего и	2	6
79	в свою	2	6
80	той же	2	5
81	уже в	1	5
82	в нашем	2	5
83	что язык	2	5
84	в той	1	5
85	независимо от	2	5
86	и наконец	1	5
87	и с	2	5
88	же мы	1	5
89	мы видели	1	5
90	с точки	20	5
91	и той	2	5
92	тому что	2	5
93	в сознании	2	5
94	а в	4	5
95	не является	4	5
96	же самое	3	5
97	те же	5	5
98	в его	6	5
99	и следовательно	3	5
100	и является	2	5
101	и их	2	5
102	слова в	1	5
103	с помощью	6	5
104	как это	1	5
105	слова и	3	5
106	высказывания но	1	5
107	и то	1	4
108	самом деле	10	4
109	или иную	1	4
110	тем же	1	4
111	общения в	3	4
112	и к	3	4
113	но в	7	4
114	с определенной	1	4
115	в самом	10	4
116	что это	1	4
117	так сказать	6	4
118	уже не	1	4
119	можно было	2	4
120	в каждом	7	4
121	его в	3	4
122	ту или	1	4
123	идеологический знак	17	4
124	художественного творчества	1	4
125	и без	1	4
126	самого начала	4	4
127	на него	1	4
128	у нас	2	4
129	но все	3	4
130	всего в	1	4
131	к тому	2	4
132	той или	1	4
133	свою очередь	2	4
134	внутренняя речь	9	4
135	языка и	13	4
136	с самого	4	4
137	если бы	2	4
138	о том	2	4
139	можно сказать	3	4
140	во внутренней	1	4
141	того что	3	4
142	мы видим	1	4
143	мы увидим	1	4
144	в качестве	2	4
145	если мы	11	4
146	точка зрения	7	4
147	речь и	2	4
148	общения и	5	4
149	само собой	1	4
150	были бы	1	4
151	связаны с	2	4
152	не просто	2	4
153	и пр	12	4
154	в слове	10	4
155	к своему	2	4
156	не что	1	4
157	и слушающего	2	4
158	жизненной идеологии	2	4
159	необходимым условием	1	4
160	все это	3	4
161	не существует	3	4
162	к данной	2	4
163	бы в	2	4
164	зрения в	1	4
165	человека не	1	4
166	так же	7	4
167	словом и	2	3
168	на самом	3	3
169	и само	1	3
170	общества и	2	3
171	является наиболее	1	3
172	только благодаря	1	3
173	социальной группы	1	3
174	круг предметов	2	3
175	жизни это	1	3
176	еще не	4	3
177	ответ на	1	3
178	нет и	4	3
179	хотя и	1	3
180	та же	1	3
181	выражение в	4	3
182	если он	2	3
183	вследствие этого	1	3
184	и вот	1	3
185	их в	1	3
186	будем говорить	1	3
187	здесь мы	4	3
188	не будет	4	3
189	лишь в	9	3
190	это не	1	3
191	может стать	5	3
192	в социальной	2	3
193	ведь в	2	3
194	том что	3	3
195	что такое	2	3
196	идеологических знаков	2	3
197	что было	1	3
198	необходимо чтобы	5	3
199	в потоке	1	3
200	слово и	1	3
201	в разных	1	3
202	слова как	7	3
203	связь и	2	3
204	связи с	11	3
205	внутренней жизни	4	3
206	от переживания	2	3
207	чрезвычайно важно	1	3
208	слова но	2	3
209	в виду	2	3
210	но при	2	3
211	в ее	7	3
212	короче говоря	1	3
213	и здесь	6	3
214	должно было	1	3
215	нуждается в	3	3
216	то мы	2	3
217	жизни и	2	3
218	явлений которые	1	3
219	конечно не	5	3
220	только на	4	3
221	в данной	2	3
222	из них	3	3
223	представить себе	1	3
224	в котором	3	3
225	в одном	1	3
226	но что	1	3
227	свое выражение	2	3
228	не становится	3	3
229	от того	4	3
230	что и	2	3
231	и даже	2	3
232	социальной жизни	3	3
233	и эта	4	3
234	конце концов	3	3
235	так называемой	1	3
236	становится знаком	2	3
237	этого слова	2	3
238	как только	1	3
239	этом случае	3	3
240	в целом	1	3
241	высказывания и	1	3
242	как таковой	1	3
243	в начале	5	3
244	но для	2	3
245	материальной действительности	3	3
246	и для	11	3
247	и все	5	3
248	главным образом	1	3
249	язык не	1	3
250	но вот	1	3
251	идеологическом знаке	2	3
252	между ними	4	3
253	не знает	2	3
254	сказать что	4	3
255	к полному	1	2
256	также и	1	2
257	нас не	1	2
258	в какой-то	2	2
259	сущности языка	1	2
260	и этот	2	2
261	его не	1	2
262	со всех	2	2
263	и конечно	1	2
264	и словесный	1	2
265	вопрос о	4	2
266	ответить на	1	2
267	на эти	1	2
268	высказывания в	1	2
269	идеологические системы	1	2
270	кризисов и	1	2
271	для наших	1	2
272	и он	2	2
273	значением слова	1	2
274	быть понято	2	2
275	между собой	2	2
276	оценок и	1	2
277	и всего	2	2
278	но не	1	2
279	знак и	5	2
280	значение и	1	2
281	должны были	1	2
282	понято и	1	2
283	отношение к	1	2
284	себе и	2	2
285	мы сможем	1	2
286	форме и	1	2
287	как в	4	2
288	переживания и	2	2
289	целый ряд	3	2
290	может получить	2	2
291	между двумя	3	2
292	всякий идеологический	4	2
293	бы и	2	2
294	ни один	1	2
295	т.п но	1	2
296	все эти	7	2
297	чуть ли	1	2
298	и те	7	2
299	господствующей идеологии	2	2
300	друг другу	1	2
301	этот процесс	3	2
302	всякое выражение	1	2
303	происходит как	1	2
304	понимания и	3	2
305	еще мало	1	2
306	одной и	2	2
307	человек с	1	2
308	т.е от	1	2
309	человека в	2	2
310	значительной степени	1	2
311	зрения на	1	2
312	ясно что	5	2
313	человечества но	1	2
314	с этим	4	2
315	говорить в	1	2
316	орудием производства	2	2
317	жизненного общения	1	2
318	и при	3	2
319	в своей	3	2
320	в отношении	4	2
321	что вся	1	2
322	мы говорили	3	2
323	место в	3	2
324	для всякого	1	2
325	других как	1	2
326	идеологического знака	14	2
327	которые в	1	2
328	вся действительность	1	2
329	и форма	1	2
330	идеологическими знаками	2	2
331	слова мы	1	2
332	в идеологическом	4	2
333	отражает и	4	2
334	является знаком	2	2
335	для каждого	3	2
336	в основе	2	2
337	о них	1	2
338	же социальная	1	2
339	не останется	1	2
340	каждое высказывание	1	2
341	ведь слово	1	2
342	этом отношении	3	2
343	точном смысле	1	2
344	в каком	3	2
345	перед ним	1	2
346	от их	2	2
347	ли не	1	2
348	всякая живая	2	2
349	не есть	3	2
350	из всего	1	2
351	здесь не	1	2
352	в пределах	6	2
353	в дальнейшем	3	2
354	как с	2	2
355	идеология и	1	2
356	здесь происходит	2	2
357	из двух	1	2
358	времени и	1	2
359	действительности он	1	2
360	подойти к	2	2
361	вошел в	1	2
362	и вообще	2	2
363	по своей	1	2
364	вопросах связанных	1	2
365	в значительной	1	2
366	общение в	1	2
367	и данной	1	2
368	как нет	1	2
369	к нему	1	2
370	находит свое	1	2
371	в языке	4	2
372	иными словами	2	2
373	не должен	1	2
374	монологической речи	1	2
375	в том	6	2
376	тот же	4	2
377	одной из	3	2
378	что он	2	2
379	в какой	3	2
380	тот или	1	2
381	одни и	5	2
382	для всех	2	2
383	ведь если	1	2
384	или даже	1	2
385	первобытного человека	1	2
386	глаза и	2	2
387	для него	9	2
388	потребления можно	2	2
389	допустим что	2	2
390	в материале	3	2
391	для них	2	2
392	ничего что	1	2
393	тем что	2	2
394	этом конечно	2	2
395	общения так	1	2
396	еще и	1	2
397	бытия в	7	2
398	на развитие	1	2
399	не было	3	2
