N	2gram	Bakhtin_fo_1	KulturaY
1	и т	8	39
2	потому что	4	25
3	т п	8	24
4	и в	50	23
5	не только	9	20
6	в том	9	19
7	в этом	25	18
8	и не	14	16
9	было бы	2	15
10	так как	6	15
11	может быть	11	15
12	ни к	3	15
13	точки зрения	5	14
14	все эти	9	12
15	если бы	5	12
16	у нас	1	12
17	в самом	8	12
18	но в	10	11
19	том что	4	11
20	того чтобы	5	11
21	по себе	2	10
22	в русском	1	10
23	а не	3	10
24	что в	5	10
25	самом деле	1	9
26	вопрос о	2	9
27	в сущности	3	9
28	хотя бы	2	9
29	то что	6	9
30	вовсе не	13	9
31	для того	5	9
32	не может	6	9
33	с точки	2	8
34	не в	5	8
35	в качестве	3	8
36	уже не	2	8
37	прежде всего	15	8
38	с другой	2	8
39	что это	1	7
40	все же	6	7
41	в нашем	2	7
42	и с	4	7
43	но и	8	7
44	с помощью	2	7
45	то же	11	6
46	и на	8	6
47	но не	5	6
48	в этой	1	6
49	да и	3	6
50	это не	6	6
51	речи в	2	6
52	ту же	2	6
53	этот вопрос	1	6
54	что не	3	6
55	что мы	2	6
56	и то	4	5
57	также и	2	5
58	мы имеем	1	5
59	я не	1	5
60	зависимости от	1	5
61	еще не	5	5
62	не следует	1	5
63	по существу	12	5
64	и вот	1	5
65	что все	2	5
66	об этом	2	5
67	лишь в	6	5
68	и здесь	1	5
69	не могут	3	5
70	ясно что	2	5
71	приводит к	1	5
72	в его	13	5
73	один из	3	5
74	тот же	1	5
75	что он	1	5
76	только в	4	5
77	должен быть	1	5
78	всяком случае	1	5
79	там где	2	5
80	вместе с	3	5
81	этого слова	1	5
82	слова и	2	5
83	все это	4	5
84	таким образом	11	5
85	во всяком	3	5
86	в зависимости	1	4
87	в данном	2	4
88	отнюдь не	5	4
89	однако не	1	4
90	перед нами	1	4
91	хотя и	3	4
92	бы и	1	4
93	если мы	2	4
94	на то	1	4
95	широком смысле	2	4
96	в нем	24	4
97	так и	12	4
98	но все	5	4
99	на этой	4	4
100	должно быть	1	4
101	своего рода	1	4
102	в то	9	4
103	на себе	1	4
104	не имеет	4	4
105	ничего не	9	4
106	к тому	3	4
107	в пределах	5	4
108	или в	3	4
109	могут быть	5	4
110	это слово	1	4
111	для нас	2	4
112	ни в	8	4
113	в конце	9	4
114	в них	4	4
