N	2gram	Bakhtin_Pr_3	Literetu
1	не только	4	24
2	при этом	3	19
3	в качестве	1	17
4	но и	7	17
5	в том	14	16
6	а не	11	16
7	том что	5	14
8	в году	1	13
9	может быть	12	13
10	и не	15	12
11	в этом	8	12
12	в своем	1	11
13	состоит в	1	11
14	своего рода	3	11
15	прежде всего	15	11
16	то что	9	10
17	или иначе	1	9
18	в целом	1	8
19	так или	1	8
20	не в	2	8
21	и в	53	8
22	художественной деятельности	1	8
23	только в	4	8
24	как это	2	8
25	я и	1	7
26	я не	4	7
27	как бы	14	7
28	в себе	5	7
29	не менее	3	7
30	в его	8	7
31	уже не	1	7
32	то есть	48	6
33	как и	11	6
34	точки зрения	4	6
35	связи с	1	6
36	в жизни	8	6
37	на смену	1	6
38	xix века	1	6
39	одним из	3	5
40	то же	6	5
41	отличие от	1	5
42	как в	7	5
43	в отличие	1	5
44	в то	5	5
45	казалось бы	3	5
46	а также	4	5
47	же время	5	5
48	что он	4	5
49	уже в	2	5
50	не может	2	5
51	с этой	1	5
52	с его	2	5
53	тем самым	1	5
54	в своей	3	4
55	еще не	5	4
56	столь же	1	4
57	но не	5	4
58	в этой	1	4
59	перестает быть	1	4
60	не как	1	4
61	в силу	1	4
62	с собой	1	4
63	для этого	1	4
64	и его	10	4
65	ведет к	1	4
66	никогда не	2	4
67	так и	6	4
68	и тем	2	4
69	из них	4	4
70	мир в	1	4
71	в конце	3	4
72	друг друга	1	4
73	и т.п	31	4
74	о себе	2	4
75	в связи	2	4
76	это не	6	4
77	культуры в	1	4
78	в своих	2	4
79	например в	5	3
80	в сфере	1	3
81	века в	4	3
82	также и	4	3
83	по отношению	2	3
84	такие как	2	3
85	в самом	2	3
86	с их	2	3
87	таким образом	6	3
88	той же	5	3
89	его в	2	3
90	в душе	1	3
91	далеко не	2	3
92	он и	1	3
93	несмотря на	2	3
94	в их	2	3
95	но в	5	3
96	одна из	7	3
97	в основе	5	3
98	в области	3	3
99	к себе	6	3
100	всего в	1	3
101	нуждается в	1	3
102	по своей	9	3
103	один из	6	3
104	и прежде	6	3
105	потому что	5	3
106	при всей	2	3
107	у него	1	3
108	и даже	2	3
109	с другой	2	3
110	еще и	1	3
111	и др	14	3
112	не было	4	3
113	да и	2	3
114	при всем	1	3
115	жизни и	9	3
116	что в	2	3
117	а в	2	3
118	же и	1	3
119	во всяком	1	3
120	всем и	1	2
121	человека и	7	2
122	того же	2	2
123	для творческого	1	2
124	и то	1	2
125	свое одиночество	1	2
126	в сущности	10	2
127	а для	2	2
128	то это	1	2
129	а только	1	2
130	нет не	1	2
131	относится к	1	2
132	бы я	1	2
133	этой цели	1	2
134	у романтиков	1	2
135	все эти	9	2
136	из этих	1	2
137	но без	1	2
138	тому же	2	2
139	во многих	1	2
140	как он	2	2
141	в нем	10	2
142	жизнь сознания	1	2
143	не к	1	2
144	нашего времени	1	2
145	на этом	1	2
146	для всей	1	2
147	самим собой	1	2
148	здесь как	3	2
149	было бы	5	2
150	на почве	1	2
151	для них	1	2
152	в слове	1	2
153	как все	1	2
154	всяком случае	1	2
155	с точки	2	2
156	мы в	1	2
157	от себя	1	2
158	что я	2	2
159	в россии	1	2
160	тем не	2	2
161	даже в	1	2
162	освободиться от	1	2
163	на один	1	2
164	при всех	2	2
165	вплоть до	4	2
166	xviii века	3	2
167	своего героя	1	2
168	жизни на	2	2
169	в сознании	2	2
170	как будто	2	2
171	этом отношении	1	2
172	могут быть	4	2
173	у достоевского	17	2
174	в себя	6	2
175	но при	1	2
176	самим собою	4	2
177	в мире	5	2
178	ту же	1	2
179	или иной	1	2
180	на другого	1	2
181	о том	2	2
182	между тем	2	2
183	своей глубине	1	2
184	хотя бы	2	2
185	от автора	1	2
186	только на	1	2
187	что не	1	2
188	так называемый	1	2
189	что для	1	2
190	а потому	1	2
191	от тех	1	2
192	тем что	2	2
193	за пределы	1	2
194	нового времени	8	2
195	превращается в	1	2
196	этого не	1	2
197	все более	1	2
198	нет ничего	2	2
199	он один	1	2
200	или нет?	2	2
201	для понимания	2	2
202	можно было	1	2
203	это уже	1	2
204	которая в	1	2
205	тем более	2	2
206	все они	1	2
207	отношению к	1	2
208	ко всему	1	2
209	этого романа	1	1
210	если б	7	1
211	для более	2	1
212	с философским	1	1
213	на самом	1	1
214	всего это	1	1
215	индивидуальности и	1	1
216	между двумя	1	1
217	фольклора и	1	1
218	достоевского в	3	1
219	свое место	1	1
220	есть не	1	1
221	событие это	1	1
222	мы не	4	1
223	он заявляет	1	1
224	многие литературные	1	1
225	нам в	1	1
226	этом не	1	1
227	не была	1	1
228	есть нечто	1	1
229	жизни как	4	1
230	ему в	1	1
231	зависимости от	2	1
232	и он	1	1
233	дает им	1	1
234	в xix	1	1
235	достоевского с	3	1
236	он был	1	1
237	он сам	4	1
238	в различных	1	1
239	всего является	1	1
240	появляется и	1	1
241	позиций в	1	1
242	отношение к	6	1
243	в наиболее	1	1
244	тут же	1	1
245	последних вопросов	8	1
246	не просто	1	1
247	себя вне	1	1
248	есть подлинный	1	1
249	я только	1	1
250	что они	1	1
251	один и	1	1
252	всех ее	1	1
253	писателя в	1	1
254	в одной	2	1
255	его на	1	1
256	без другого	1	1
257	князя мышкина	1	1
258	для всех	2	1
259	например для	1	1
260	о жизни	1	1
261	более и	1	1
262	перед нами	5	1
263	мы можем	5	1
264	могли бы	1	1
265	как уже	1	1
266	в сне	7	1
267	и художественного	1	1
268	суда и	1	1
269	со своей	1	1
270	в которой	2	1
271	он в	2	1
272	а напротив	1	1
273	традиция в	2	1
274	так сказать	5	1
275	остались в	1	1
276	платона и	1	1
277	он не	3	1
278	идеи и	3	1
279	к одному	2	1
280	в начале	2	1
281	и более	2	1
282	в зависимости	2	1
283	в плане	1	1
284	и по	3	1
285	так например	2	1
286	или иных	1	1
287	ни был	1	1
288	человека в	3	1
289	в каждом	4	1
290	подход к	1	1
291	он обладал	1	1
292	а затем	4	1
293	всего наше	1	1
294	и с	6	1
295	а их	1	1
296	бы быть	1	1
297	большинстве случаев	4	1
298	знает что	1	1
299	это было	3	1
300	в глазах	1	1
301	чаще всего	1	1
302	смерть и	1	1
303	в них	2	1
304	соответствии с	2	1
305	близкое и	1	1
306	в ее	3	1
307	мы имеем	1	1
308	всю жизнь	1	1
309	романы достоевского	2	1
310	не всегда	1	1
311	и уже	2	1
312	что начало	1	1
313	потому и	1	1
314	в один	2	1
315	который как	1	1
316	перед собой	1	1
317	в эту	3	1
318	в этих	5	1
319	представить себе	1	1
320	себе никакой	1	1
321	в условиях	4	1
322	до последнего	1	1
323	не писал	1	1
324	творческой индивидуальности	1	1
325	творчества и	1	1
326	по крайней	1	1
327	как от	1	1
328	вовсе не	3	1
329	например и	1	1
330	и тому	2	1
331	если и	1	1
332	между людьми	3	1
333	человечества и	1	1
334	иной раз	1	1
335	самого начала	4	1
336	из величайших	3	1
337	во время	1	1
338	на него	1	1
339	говорить о	2	1
340	когда они	1	1
341	что вы	1	1
342	но только	1	1
343	это еще	2	1
344	карамазова и	1	1
345	имеем дело	1	1
346	эпохи в	1	1
347	а во	1	1
348	другой стороны	1	1
349	тех или	1	1
350	xix веке	1	1
351	с категорией	1	1
352	о нем	1	1
353	сущности только	2	1
354	только с	1	1
355	уже и	1	1
356	и позволяет	1	1
357	жизни я	1	1
358	в стиле	1	1
359	в момент	1	1
360	все то	3	1
361	с разными	1	1
362	для литературы	1	1
363	души человеческой	1	1
364	от последней	1	1
365	литературы на	1	1
366	как мы	5	1
367	стихах и	1	1
368	строит в	1	1
369	средних веков	1	1
370	и от	3	1
371	за счет	1	1
372	с самого	3	1
373	в дальнейшем	7	1
374	как с	1	1
375	с известными	2	1
376	или в	1	1
377	с самим	5	1
378	каждого из	2	1
379	мог бы	1	1
380	всегда почти	1	1
381	более глубоких	1	1
382	строго говоря	1	1
383	в диалог	2	1
384	в эпоху	10	1
385	его романов	1	1
386	он остается	1	1
387	например все	1	1
388	и здесь	1	1
389	века до	2	1
390	и т.д	2	1
391	это вполне	1	1
392	при котором	1	1
393	и что	1	1
394	его жизни	1	1
395	можно сказать	8	1
396	других людей	1	1
397	затем в	1	1
398	подлежит сомнению	1	1
399	на основе	2	1
400	все в	1	1
401	во всех	12	1
402	от них	1	1
403	и во	4	1
404	эпохи просвещения	1	1
405	смертью и	1	1
406	во всей	4	1
407	крайней мере	1	1
408	и других	9	1
409	наконец в	2	1
410	целого а	1	1
411	не мешает	1	1
412	в жизнь	1	1
413	второй план	1	1
414	в литературе	5	1
415	но наиболее	1	1
416	тот же	2	1
417	одной из	4	1
418	что даже	1	1
419	в литературу	4	1
420	но ее	1	1
421	этого рассказа	2	1
422	со всеми	8	1
423	своего собственного	1	1
424	мире стала	1	1
425	по воле	1	1
426	более поздними	1	1
427	не можем	1	1
428	и у	7	1
429	самой жизни	2	1
430	в большинстве	4	1
431	жанрового канона	1	1
432	вернуться к	1	1
433	великий мастер	1	1
434	к мысли	1	1
435	самому и	1	1
436	идеи или	1	1
437	в котором	1	1
438	представлений о	1	1
439	не для	1	1
440	произведения и	1	1
441	так как	7	1
442	не о	2	1
443	может служить	1	1
444	художник не	1	1
445	этого он	1	1
446	перейти к	2	1
447	к месту	1	1
448	в исторической	1	1
449	со всем	1	1
450	что и	3	1
451	выступает и	1	1
452	до сих	5	1
453	истина и	1	1
454	и сложнее	1	1
455	именно в	2	1
456	человека а	1	1
457	с той	1	1
458	все творчество	2	1
459	собой а	1	1
460	записки из	2	1
461	себя и	2	1
462	в некоторых	4	1
463	в соответствии	2	1
464	более того	6	1
465	в рассказе	2	1
466	и жизни	2	1
467	личности в	1	1
468	из многочисленных	1	1
469	в последующем	2	1
470	для этой	2	1
471	они все	1	1
472	проходит через	1	1
473	себя самое	1	1
474	проникновения в	1	1
475	в творчестве	8	1
476	и если	3	1
477	ни на	1	1
478	из форм	1	1
479	в акте	1	1
480	себе самому	6	1
481	мире нет	1	1
482	в особенности	2	1
483	к своему	1	1
484	это были	1	1
485	в той	2	1
486	и на	18	1
487	и пусть	2	1
488	ему по	1	1
489	все той	1	1
490	по существу	5	1
491	строится как	1	1
492	на свете	2	1
493	классическая риторика	1	1
494	с ее	1	1
495	свободы в	1	1
496	сих пор	5	1
497	о его	1	1
498	этом и	1	1
499	и прозе	1	1
500	можно назвать	2	1
501	которые были	1	1
502	из которых	1	1
503	достоевского но	1	1
504	уже на	2	1
505	совершается в	1	1
506	не подлежит	1	1
507	сознания и	1	1
508	в отдельных	1	1
509	себя самого	3	1
510	от него	3	1
511	и все	10	1
512	уже у	3	1
513	ну и	1	1
514	монах и	1	1
515	отношению ко	1	1
516	могли быть	1	1
517	и вдруг	1	1
518	в стихах	1	1
519	в общем	1	1
520	целый ряд	1	1
521	ее развития	1	1
522	жизни в	3	1
523	в романе	1	1
524	между ними	2	1
525	с ней	3	1
526	не знает	4	1
527	сказать что	10	1
528	от всех	1	1
529	впервые в	2	1
530	она по	1	1
531	в кругу	1	1
532	писать стихи	1	1
533	к этой	1	1
534	а я	2	1
535	в роли	1	1
536	вместе с	2	1
537	к этому	4	1
538	значение в	4	1
539	и особенно	3	1
540	том числе	11	1
541	они не	3	1
