N	2gram	Tiupa_Narr_2	Dialekti
1	и не	14	30
2	может быть	10	20
3	не только	26	19
4	и в	13	19
5	и т	2	17
6	а не	17	16
7	в себе	8	15
8	что она	2	14
9	потому что	2	14
10	то что	8	14
11	в том	14	14
12	и даже	3	14
13	как бы	6	14
14	вовсе не	2	13
15	то же	4	12
16	точки зрения	5	12
17	не просто	1	12
18	но и	15	12
19	и все	4	12
20	и как	1	10
21	что это	4	10
22	в нем	5	10
23	ни в	1	10
24	как и	4	10
25	том что	13	10
26	стало быть	2	10
27	сказать что	3	10
28	так и	9	10
29	это не	3	10
30	никогда не	6	9
31	времени и	4	9
32	не может	8	9
33	в этом	13	8
34	в своей	4	8
35	с точки	2	8
36	не в	8	8
37	личности в	2	8
38	она не	1	8
39	прежде всего	6	8
40	есть не	1	7
41	время как	1	7
42	так что	1	7
43	и к	6	7
44	должно быть	1	7
45	как это	4	7
46	и притом	1	7
47	в душе	2	7
48	но что	1	7
49	как будто	1	7
50	но это	2	7
51	что в	4	7
52	я не	5	6
53	но не	3	6
54	что они	3	6
55	отнюдь не	4	6
56	время есть	1	6
57	в то	5	6
58	не могу	2	6
59	что он	5	6
60	что не	1	6
61	того что	6	6
62	да и	3	6
63	жизни и	4	6
64	и потому	1	5
65	должна быть	2	5
66	говорить о	2	5
67	и стало	1	5
68	в силу	4	5
69	жизнь и	1	5
70	иной раз	1	5
71	же время	3	5
72	и его	3	5
73	на свете	1	5
74	и с	1	5
75	в виду	1	5
76	сознания и	1	5
77	о том	5	5
78	и что	2	5
79	можно сказать	6	5
80	что и	2	5
81	с другой	5	5
82	не обязательно	2	5
83	а именно	1	5
84	по своему	2	5
85	как раз	3	5
86	и времени	1	5
87	только что	2	5
88	в самом	2	5
89	только в	11	5
90	еще не	2	4
91	быть в	1	4
92	самом деле	3	4
93	за пределы	1	4
94	в одной	1	4
95	в своем	6	4
96	все же	6	4
97	как он	2	4
98	при этом	14	4
99	он не	5	4
100	и по	3	4
101	таким образом	5	4
102	а потом	2	4
103	в одном	1	4
104	но он	2	4
105	все это	1	4
106	с ним	4	4
107	и время	1	4
108	по своей	3	4
109	связи с	1	4
110	в таком	3	4
111	в каком	1	4
112	не могут	1	4
113	есть только	1	4
114	той или	3	4
115	в ее	4	4
116	и когда	3	4
117	ясно что	1	4
118	в личности	1	4
119	в другом	4	4
120	может не	1	4
121	к нему	1	4
122	субъекта и	1	4
123	как нечто	1	4
124	одно из	2	4
125	то время	1	4
126	в связи	1	4
127	том смысле	1	4
128	быть и	1	4
129	хотя бы	2	4
130	а в	9	4
131	же как	2	3
132	таком случае	1	3
133	это и	1	3
134	как мы	1	3
135	вопрос о	1	3
136	что иное	1	3
137	это время	1	3
138	иное как	1	3
139	в чем	2	3
140	себе и	2	3
141	в этой	4	3
142	она сама	1	3
143	это за	1	3
144	после этого	1	3
145	может существовать	1	3
146	личностного бытия	1	3
147	об этом	4	3
148	это было	1	3
149	было бы	2	3
150	мы имеем	3	3
151	и уже	4	3
152	в этих	1	3
153	и более	2	3
154	можно ли	1	3
155	не менее	4	3
156	ничего не	6	3
157	как только	1	3
158	это только	1	3
159	все его	4	3
160	уже не	4	3
161	грань между	1	3
162	все время	1	3
163	может иметь	1	3
164	будто бы	1	3
165	с нею	2	3
166	у меня	2	3
167	есть выражение	1	3
168	бы это	1	3
169	о котором	3	3
170	как же	1	3
171	и их	1	3
172	себе не	1	3
173	о чем	2	3
