N	2gram	Vygotskiy__2	Narrotol
1	не только	15	31
2	но и	10	27
3	и не	7	23
4	при этом	3	19
5	может быть	9	15
6	в качестве	4	14
7	в частности	6	14
8	как и	6	13
9	а не	3	13
10	а в	4	13
11	в этом	19	12
12	только в	4	12
13	и в	15	11
14	в данном	3	11
15	состоит в	3	10
16	и его	4	10
17	во времени	1	9
18	то что	20	9
19	то же	5	8
20	представляет собой	2	8
21	иначе говоря	2	8
22	не может	9	8
23	данном случае	3	8
24	в том	33	8
25	со стороны	3	8
26	и т.п	7	8
27	но в	6	7
28	том что	27	7
29	если бы	8	7
30	на протяжении	2	7
31	у него	2	7
32	и он	1	6
33	в самом	11	6
34	не в	8	6
35	в этой	6	6
36	в себе	2	6
37	тому же	1	6
38	об этом	3	6
39	к тому	7	6
40	и т.д	12	6
41	одного из	1	6
42	в его	2	6
43	как бы	7	6
44	один из	1	6
45	как раз	4	6
46	или в	3	6
47	а также	2	6
48	и на	1	5
49	той или	2	5
50	как правило	1	5
51	перед нами	2	5
52	так и	8	5
53	точки зрения	26	5
54	в своей	4	5
55	тем самым	3	5
56	потому что	7	5
57	на другой	1	5
58	можно сказать	2	5
59	точка зрения	3	5
60	столь же	2	5
61	с его	4	4
62	но не	3	4
63	как в	4	4
64	все же	4	4
65	из этих	4	4
66	в нем	1	4
67	из них	3	4
68	по себе	7	4
69	и тем	2	4
70	в одном	2	4
71	одна из	1	4
72	не по	1	4
73	того чтобы	12	4
74	никогда не	8	4
75	в сознании	1	4
76	что на	2	4
77	к себе	2	4
78	в ней	1	4
79	что у	3	4
80	о том	9	4
81	к нему	1	4
82	того что	17	4
83	для него	3	4
84	слова в	1	4
85	или иной	2	4
86	прежде всего	4	4
87	в речи	1	4
88	однако и	2	4
89	в третьем	1	4
90	или не	1	4
91	как известно	6	3
92	речь идет	2	3
93	также и	2	3
94	и то	1	3
95	самом деле	6	3
96	идет о	3	3
97	едва ли	7	3
98	мы имеем	3	3
99	мы не	10	3
100	а для	1	3
101	он сам	3	3
102	но как	1	3
103	в противовес	1	3
104	в своем	9	3
105	и как	2	3
106	к чему	2	3
107	в целом	10	3
108	в нашем	1	3
109	он не	7	3
110	для того	10	3
111	подобно тому	2	3
112	и с	4	3
113	это не	5	3
114	по мысли	1	3
115	в жизни	1	3
116	не всегда	1	3
117	в современной	1	3
118	в ходе	1	3
119	и ее	3	3
120	стало быть	2	3
121	их в	4	3
122	однако в	1	3
123	этом отношении	3	3
124	у нас	1	3
125	начиная с	1	3
126	и о	1	3
127	когда в	2	3
128	о ней	1	3
