1	и т д	8	15
2	с точки зрения	2	9
3	в том что	9	9
4	что иное как	1	8
5	не что иное	1	8
6	не может быть	8	6
7	сама по себе	2	5
8	для того чтобы	5	5
9	в этом смысле	2	4
10	только тогда когда	4	4
11	не в том	5	4
12	само по себе	5	4
13	подобно тому как	5	4
14	ни в каком	1	4
15	это и есть	1	4
16	того что он	1	4
17	одной и той	3	3
18	и той же	3	3
19	на то что	8	3
20	лежит в основе	1	3
21	и в этом	1	3
22	есть прежде всего	1	3
23	то или иное	2	3
24	т д и	1	3
25	и в частности	1	2
26	что оно есть	1	2
27	от того что	2	2
28	есть в сущности	2	2
29	коем случае не	1	2
30	ни в коем	1	2
31	между искусством и	1	2
32	т д все	1	2
33	если так то	1	2
34	тем не менее	2	2
35	в чем же	1	2
36	по сравнению с	1	2
37	с этой точки	4	2
38	мы видим что	2	2
39	в собственном смысле	3	2
40	д и т	1	2
41	точно так же	3	2
42	мы не имеем	1	2
43	этой точки зрения	5	2
44	в свою очередь	1	2
45	ту или иную	1	2
46	потому что мы	1	2
47	та или иная	1	2
48	в коем случае	1	2
49	и при помощи	1	1
50	вслед за ним	1	1
51	если мы хотим	1	1
52	может быть в	1	1
53	и в сущности	1	1
54	дело в том	1	1
55	точки зрения в	1	1
56	уже не может	1	1
57	может быть только	1	1
58	включает в себя	1	1
59	по себе а	2	1
60	поскольку речь идет	1	1
61	быть иной раз	1	1
62	можно сказать что	1	1
63	может быть иной	1	1
64	от себя и	1	1
65	которое может быть	1	1
66	вопрос о том	1	1
67	только в силу	1	1
68	он не может	1	1
69	от тех или	1	1
70	что я вижу	1	1
71	в основе своей	1	1
72	то что я	2	1
73	в отличие от	3	1
74	и то что	1	1
75	если бы мы	1	1
76	так как мы	1	1
77	что с точки	1	1
78	того и другого	1	1
79	не может не	1	1
80	совершенно ясно что	14	1
81	в одинаковой мере	2	1
82	в связи с	1	1
83	новой точки зрения	1	1
84	же как и	1	1
85	та же самая	2	1
86	заключается не в	2	1
87	по себе не	2	1
88	в зависимости от	5	1
89	и не будет	1	1
90	не только о	1	1
91	мы не в	1	1
92	в себя и	1	1
93	даже тогда когда	1	1
94	во внимание что	1	1
95	имел в виду	1	1
96	зачем же тогда	1	1
97	не только в	1	1
98	могут быть в	1	1
99	но я не	1	1
100	думается что это	1	1
101	вовсе не есть	1	1
102	и что даже	1	1
103	совершенно очевидно что	2	1
104	точки зрения она	1	1
105	речь идет о	1	1
106	в своем существе	1	1
107	во всей его	1	1
108	том случае если	1	1
109	мы видим в	1	1
110	в нем не	1	1
111	в конце концов	3	1
112	того что нужно	1	1
113	в виду и	1	1
114	как бы в	1	1
115	что в этом	3	1
116	имеет в виду	2	1
117	если мы не	1	1
118	и в области	1	1
119	другой стороны в	1	1
120	но прежде всего	1	1
121	с и вот	1	1
122	а вместе с	1	1
123	д все это	1	1
124	к жизни и	1	1
125	не было бы	2	1
126	сказать что в	3	1
127	в том случае	2	1
128	мы имеем дело	1	1
129	и тем не	1	1
130	и главным образом	1	1
131	легко заметить что	1	1
132	мы не знаем	1	1
133	с другой стороны	5	1
134	об одной и	1	1
135	так что если	1	1
136	о том что	7	1
137	и вместе с	1	1
138	мы всегда можем	1	1
139	и так как	3	1
140	в самом корне	1	1
141	в это время	1	1
142	так как только	1	1
143	можно найти в	1	1
144	тех или иных	2	1
145	ясно что с	1	1
146	сознательно или бессознательно	1	1
147	в силу того	2	1
148	не только не	3	1
