N	3gram	Ircho_Kome_2	Literetu
1	в том что	5	11
2	так или иначе	3	8
3	в отличие от	2	5
4	то же время	3	5
5	в то же	3	5
6	не только в	1	4
7	в связи с	3	4
8	в том же	1	3
9	по отношению к	3	2
10	не говоря уже	2	2
11	с точки зрения	1	2
12	только в том	1	2
13	с одной стороны	2	2
14	чуть ли не	2	2
15	во всяком случае	2	2
16	о том что	4	2
17	тем не менее	1	2
18	не в состоянии	1	1
19	как например в	1	1
20	все тот же	1	1
21	только потому что	2	1
22	другой стороны он	1	1
23	как и во	1	1
24	в общественном сознании	1	1
25	в ответ на	2	1
26	в соответствии с	1	1
27	так и не	1	1
28	имеется в виду	1	1
29	в одной из	2	1
30	как это было	1	1
31	для этой цели	1	1
32	бы то ни	2	1
33	и в литературе	1	1
34	в наше время	1	1
35	можно было бы	2	1
36	а то и	1	1
37	и нет необходимости	1	1
38	которая со временем	1	1
39	в это время	2	1
40	в этой связи	1	1
41	в столь же	1	1
42	если говорить о	1	1
43	в самом деле	1	1
44	на задний план	1	1
45	говоря уже о	2	1
46	на второй план	1	1
47	показывает нам в	1	1
48	так как будто	1	1
49	тех пор пока	1	1
50	в целом ряде	1	1
51	с другой стороны	1	1
52	не может быть	1	1
53	едва ли не	5	1
54	до тех пор	3	1
55	всяком случае в	1	1
56	в свою очередь	1	1
57	до сих пор	2	1
58	с самого начала	1	1
59	с собой в	1	1
60	но все же	1	1
61	то ни было	2	1
62	тем более что	1	1
63	но не менее	1	1
64	во второй половине	1	1
65	в большинстве случаев	1	1
66	в том числе	3	1
67	мы имеем дело	1	1
68	в полной мере	1	1
69	к тому же	10	1
70	как мы знаем	1	1
71	том что для	1	1
72	в один из	1	1
