N	3gram	Vygotskiy__2	NovoeSre
1	в высшей степени	7	6
2	не может быть	6	4
3	подобно тому как	2	3
4	в этом смысле	2	2
5	он не может	1	2
6	так же как	1	2
7	с одной стороны	7	2
8	том и заключается	1	2
9	с другой стороны	1	2
10	когда мы говорим	1	2
11	вопрос о том	2	2
12	в том и	1	2
13	она не может	1	2
14	по своей природе	1	1
15	между небом и	1	1
16	что она не	1	1
17	что в этом	1	1
18	в своем развитии	2	1
19	будет сказать что	1	1
20	в том числе	3	1
21	и воля к	1	1
22	до сих пор	1	1
23	том случае если	1	1
24	в зависимости от	6	1
25	сами по себе	1	1
26	в отличие от	3	1
27	наряду с этим	1	1
28	том числе и	3	1
29	можно было бы	5	1
30	играть огромную роль	1	1
31	бы сказать что	1	1
32	в том случае	1	1
33	человека и в	1	1
34	находится во власти	1	1
35	мысли но в	1	1
36	в том чтобы	4	1
37	и не могут	1	1
38	и потому что	1	1
39	в известном смысле	1	1
40	не могут быть	1	1
41	в такой же	1	1
42	не в том	1	1
43	то что он	2	1
44	и к которому	2	1
45	во всяком случае	6	1
46	что она неизбежно	1	1
47	о том что	4	1
48	то что в	1	1
49	но для этого	1	1
50	хотим сказать что	1	1
51	своей природе и	1	1
52	мы не хотим	2	1
53	не хотим сказать	1	1
54	и мы не	1	1
55	говорит что в	1	1
56	совершенно так же	1	1
57	в том смысле	1	1
58	в том что	21	1
59	как и в	1	1
60	прежде всего как	1	1
