1	до сих пор	3	5
2	тем не менее	1	5
3	в том что	6	5
4	как мы видели	4	5
5	мы видим что	2	4
6	что иное как	1	3
7	в связи с	5	3
8	не что иное	1	3
9	в данном случае	2	3
10	мы видели что	1	3
11	том что в	1	2
12	в то время	2	2
13	по отношению к	1	2
14	к тому же	2	2
15	что и в	1	2
16	о том что	1	2
17	как и в	1	2
18	но вместе с	1	1
19	в том числе	4	1
20	одной и той	1	1
21	никак не мог	1	1
22	имеют ничего общего	1	1
23	мы уже говорили	2	1
24	это вовсе не	1	1
25	свою связь с	1	1
26	после того как	1	1
27	с представлениями о	1	1
28	мы еще будем	1	1
29	но и не	1	1
30	независимо от того	1	1
31	его в этом	1	1
32	может быть и	1	1
33	друг от друга	1	1
34	и той же	1	1
35	в своей жизни	1	1
36	хотя и не	1	1
37	этим объясняется что	1	1
38	друг с другом	2	1
39	и в различных	1	1
40	также и в	2	1
41	в себя и	1	1
42	можно было бы	2	1
43	с точки зрения	2	1
44	на самом же	1	1
45	самом же деле	1	1
46	вместе с тем	1	1
47	но в его	1	1
48	об этом мы	1	1
49	не может быть	2	1
50	так как они	2	1
51	и к этому	1	1
52	на своем пути	1	1
53	заметить что в	1	1
54	есть не что	1	1
55	можно сказать что	2	1
56	так же как	4	1
57	на самом деле	4	1
58	в свою очередь	1	1
59	мы здесь не	1	1
60	сих пор не	1	1
61	не имеют ничего	1	1
62	и прежде всего	3	1
63	в чем же	2	1
64	видим что в	1	1
65	ничего общего с	1	1
66	он никак не	1	1
67	в большинстве случаев	2	1
68	и никому не	1	1
69	которой мы здесь	1	1
70	он все же	1	1
