N	2gram	Voloshinov_2	FransuaR
1	и в	19	40
2	то есть	2	18
3	и его	16	17
4	прежде всего	7	16
5	в этом	15	15
6	мы уже	6	13
7	не только	13	13
8	в его	5	13
9	и не	19	13
10	вовсе не	11	12
11	что в	2	12
12	как и	9	11
13	но и	10	11
14	таким образом	14	10
15	как мы	15	10
16	и т.п	10	10
17	в сущности	14	9
18	он не	3	9
19	в них	1	9
20	может быть	28	9
21	и все	6	9
22	и до	3	8
23	той же	3	8
24	и на	5	8
25	все эти	3	8
26	и с	2	8
27	во время	1	8
28	в том	7	8
29	у него	2	8
30	но в	7	8
31	то же	16	7
32	в своем	2	7
33	он и	2	7
34	до нас	1	7
35	в одном	1	7
36	и др	1	7
37	в духе	1	7
38	во всех	6	6
39	в самом	6	6
40	в этих	3	6
41	в то	8	6
42	же время	8	6
43	связи с	13	6
44	связь с	4	6
45	и других	1	6
46	до конца	2	6
47	в той	5	6
48	он говорит	1	6
49	в своей	3	6
50	к этому	5	6
51	в нем	11	5
52	со всеми	1	5
53	так сказать	14	5
54	вернемся к	1	5
55	в основе	9	5
56	и для	7	5
57	в особенности	2	5
58	связаны с	1	5
59	мы видим	1	5
60	для него	9	5
61	то что	4	5
62	не было	3	5
63	а не	9	5
64	в связи	7	5
65	как раз	4	5
66	смысле слова	5	4
67	также и	1	4
68	жизни и	2	4
69	в ней	3	4
70	xix века	2	4
71	в истории	3	4
72	в нашем	2	4
73	было бы	4	4
74	ни в	6	4
75	том что	10	4
76	в их	5	4
77	того чтобы	6	4
78	у нас	3	4
79	мы встречаем	2	4
80	о том	3	4
81	и о	2	4
82	так в	1	4
83	роль в	1	4
84	и здесь	5	4
85	только на	4	4
86	из них	1	4
87	так как	3	4
88	и даже	2	4
89	до сих	3	4
90	здесь в	2	4
91	и потому	2	4
92	в данном	5	4
93	не касается	1	4
94	сих пор	3	4
95	в основном	4	4
96	все это	1	4
97	еще более	2	4
98	в заключение	1	4
99	xvii века	1	3
100	самом деле	9	3
101	на самом	7	3
102	правильного понимания	2	3
103	только для	1	3
104	он был	2	3
105	с его	8	3
106	по отношению	8	3
107	отличие от	3	3
108	в этой	3	3
109	кроме того	1	3
110	и как	6	3
111	и наконец	1	3
112	истины и	1	3
113	в себе	4	3
114	но ведь	3	3
115	эпохи возрождения	1	3
116	связанные с	1	3
117	при этом	9	3
118	всех этих	1	3
119	для понимания	3	3
120	на протяжении	2	3
121	но именно	1	3
122	эти моменты	2	3
123	мы видели	4	3
124	в отличие	3	3
125	не понимает	1	3
126	одна из	7	3
127	уже говорили	1	3
128	и мысли	1	3
129	сущности только	1	3
130	но все	1	3
131	здесь не	1	3
132	в ее	3	3
133	не подлежит	1	3
134	еще в	1	3
135	со всею	3	3
136	если бы	11	3
137	в другом	3	3
138	другими словами	2	3
139	в значительной	2	3
140	между тем	6	3
141	нуждается в	1	3
142	что и	3	3
143	во всей	1	3
144	и следовательно	6	3
145	еще не	3	3
146	только в	8	3
147	так и	10	3
148	же и	1	3
149	в начале	2	3
150	одно из	1	3
151	не так	2	3
152	для историка	1	3
153	тем что	2	3
154	в других	1	3
155	для того	6	3
156	и прежде	2	3
157	сказать что	4	3
158	там где	2	3
159	во франции	1	3
160	не может	18	3
161	вместе с	2	3
162	ко всем	2	3
163	как в	1	3
164	как бы	19	3
165	в более	2	3
166	и от	3	3
167	но это	1	3
168	а в	3	3
169	слово в	3	3
170	между ними	2	3
171	они не	2	3
172	том числе	1	3
173	как известно	1	2
174	в обычном	1	2
175	одним из	2	2
176	например в	1	2
177	он также	1	2
178	связана с	2	2
179	того же	5	2
180	это и	1	2
181	тем же	4	2
182	мы не	2	2
183	и стиль	1	2
184	хотя бы	6	2
185	которые он	1	2
186	но не	2	2
187	из важнейших	2	2
188	в течение	1	2
189	и низ	1	2
190	что он	4	2
191	все же	5	2
192	его к	2	2
193	в этот	1	2
194	в которой	1	2
195	в целом	1	2
196	из этих	1	2
197	выражение в	5	2
198	и если	1	2
199	как он	1	2
200	не к	3	2
201	в корне	3	2
202	и вот	1	2
203	свидетельствует о	2	2
204	значительной степени	2	2
205	здесь мы	3	2
206	лишь в	14	2
207	форму и	3	2
208	далеко не	2	2
209	в общей	1	2
210	точки зрения	17	2
211	уже к	1	2
212	в котором	3	2
213	в условиях	1	2
214	далеки от	1	2
215	но он	1	2
216	что было	1	2
217	верх и	1	2
218	нельзя понять	1	2
219	не менее	1	2
220	ее не	1	2
221	как о	2	2
222	дело в	1	2
223	этого явления	1	2
224	этом отношении	1	2
225	ему не	1	2
226	представляется нам	1	2
227	и такие	1	2
228	числе и	1	2
229	должны быть	2	2
230	той или	4	2
231	они и	1	2
232	и это	3	2
233	на основе	3	2
234	следовательно и	2	2
235	и сам	1	2
236	здесь нет	1	2
237	по сравнению	1	2
238	от правильного	1	2
239	поэтому в	2	2
240	приводит его	1	2
241	можно сказать	1	2
242	в разных	1	2
243	образом в	1	2
244	с другой	3	2
245	в языке	7	2
246	это не	4	2
247	к нему	5	2
248	сомнению что	1	2
249	и так	1	2
250	но как	2	2
251	или же	2	2
252	и ее	4	2
253	конечно не	4	2
254	и у	2	2
255	уже в	2	2
256	в следующих	1	2
257	слова в	8	2
258	в нашей	1	2
259	мы знаем	2	2
260	не находит	1	2
261	в системе	2	2
262	в форме	5	2
263	даже и	2	2
264	рядом с	2	2
265	со всем	1	2
266	или иной	5	2
267	влияние на	4	2
268	именно в	2	2
269	характерно для	1	2
270	еще и	1	2
271	о чем	2	2
272	с помощью	6	2
273	все то	2	2
274	с этим	3	2
275	к жизни	1	2
276	сравнению с	1	2
277	конечно эти	1	2
278	из этой	1	2
279	в состоянии	1	2
280	этого слова	5	2
281	слова и	6	2
282	время это	1	2
283	какой бы	3	2
284	и сама	1	2
285	встречаем в	2	2
286	всем этим	2	2
287	потому что	1	2
288	одной из	3	2
289	в последнем	1	2
290	мы увидим	2	2
291	отношению к	8	2
292	из этого	1	2
293	и другие	1	2
294	у самого	1	2
295	глава вторая	1	1
296	границы между	2	1
297	отношения к	2	1
298	совершенно справедливо	2	1
299	предполагает что	1	1
300	основе всех	1	1
301	и реального	2	1
302	уже указывали	1	1
303	исходит из	3	1
304	все те	4	1
305	собственном смысле	2	1
306	высшей степени	3	1
307	на определенную	1	1
308	одним и	2	1
309	на тех	1	1
310	он игнорирует	1	1
311	не делает	1	1
312	видов и	1	1
313	что уже	1	1
314	тема и	3	1
315	не была	1	1
316	ни единого	1	1
317	почти все	1	1
318	что иное	1	1
319	принадлежит к	1	1
320	этого целого	1	1
321	притом лишь	1	1
322	конечно и	2	1
323	не совсем	1	1
324	подчеркнуть что	1	1
325	и он	2	1
326	на которых	1	1
327	следовательно в	1	1
328	брани и	1	1
329	быть понято	2	1
330	принадлежит и	1	1
331	между собой	1	1
332	иное как	2	1
333	не найдем	1	1
334	бы то	4	1
335	дело вовсе	1	1
336	бы этот	1	1
337	а следовательно	1	1
338	часто имеет	1	1
339	видели что	1	1
340	очень важным	1	1
341	то он	1	1
342	характер они	1	1
343	к слову	1	1
344	менее всего	3	1
345	уже приходилось	1	1
346	оно является	2	1
347	основная задача	2	1
348	что они	2	1
349	относится к	3	1
350	мы снова	1	1
351	направлении к	3	1
352	и я	1	1
353	иной степени	2	1
354	в одной	2	1
355	и соответствующих	1	1
356	эта связь	1	1
357	и выражения	3	1
358	в художественном	1	1
359	определяется как	1	1
360	все остальные	1	1
361	перед нами	3	1
362	смысле этого	4	1
363	когда он	1	1
364	и каждое	1	1
365	не являются	1	1
366	себе не	1	1
367	от этого	2	1
368	где все	1	1
369	что это	2	1
370	выход в	1	1
371	в тех	2	1
372	речи но	1	1
373	данном контексте	2	1
374	удельный вес	1	1
375	не могла	1	1
376	все они	1	1
377	сущности почти	1	1
378	к миру	1	1
379	не как	3	1
380	речи в	10	1
381	понимания и	2	1
382	и неизменное	1	1
383	и существенно	1	1
384	всех своих	1	1
385	так например	1	1
386	без исключения	2	1
387	остаются за	1	1
388	в основу	1	1
389	то ни	5	1
390	мы его	1	1
391	как они	1	1
392	главным образом	1	1
393	в совершенно	1	1
394	самого автора	1	1
395	связанных с	1	1
396	на все	2	1
397	значимости в	1	1
398	а как	4	1
399	его в	7	1
400	это было	2	1
401	заключается в	1	1
402	с другими	3	1
403	моменты в	1	1
404	в социальной	1	1
405	и тем	4	1
406	в беседе	1	1
407	превращаются в	1	1
408	в высшей	3	1
409	в контексте	5	1
410	всего несколько	1	1
411	этого не	1	1
412	с тем	1	1
413	силой и	2	1
414	несмотря на	1	1
415	должно быть	3	1
416	не проникает	1	1
417	остается в	1	1
418	восприятия и	2	1
419	и конец	1	1
420	этом случае	1	1
421	конечно между	1	1
422	и их	4	1
423	соответствующие им	1	1
424	или точнее	1	1
425	этой связи	4	1
426	нас не	2	1
427	в отношении	4	1
428	именно и	1	1
429	с точки	13	1
430	бы к	1	1
431	самый момент	1	1
432	к одному	1	1
433	языке но	1	1
434	мысли и	3	1
435	нему и	1	1
436	о языке	1	1
437	от его	1	1
438	и нельзя	1	1
439	нельзя и	1	1
440	названная нами	1	1
441	мир и	1	1
442	не в	10	1
443	друг другу	1	1
444	и более	7	1
445	не могли	1	1
446	знает ни	2	1
447	уже сказали	1	1
448	и единого	1	1
449	для нее	1	1
450	по себе	3	1
451	по основным	1	1
452	и вся	1	1
453	тому что	4	1
454	необходимо учитывать	1	1
455	т.п эта	1	1
456	определяющее влияние	1	1
457	его целом	1	1
458	изолированным в	1	1
459	но они	2	1
460	официальной идеологии	1	1
461	о значении	1	1
462	прочь от	1	1
463	всего себя	1	1
464	самого начала	5	1
465	эти формы	1	1
466	ничего не	4	1
467	и притом	1	1
468	тон всей	1	1
469	было не	1	1
470	не нуждается	1	1
471	миру но	1	1
472	т.п то	1	1
473	мы все	1	1
474	но только	1	1
475	никогда не	7	1
476	слово и	3	1
477	самой жизни	1	1
478	и весь	1	1
479	всего на	1	1
480	с одним	1	1
481	слове и	3	1
482	ему и	1	1
483	прежде чем	1	1
484	те особенности	1	1
485	именно этой	1	1
486	так называемый	1	1
487	находит себе	2	1
488	нами книга	1	1
489	каждый раз	3	1
490	характерен для	2	1
491	притом в	1	1
492	за ними	1	1
493	в стиле	1	1
494	одно и	3	1
495	чрезвычайно важно	1	1
496	как всякое	1	1
497	в направлении	6	1
498	на границе	2	1
499	мы узнаем	1	1
500	возрождения и	1	1
501	более широкой	1	1
502	что оно	3	1
503	бы он	3	1
504	среды в	1	1
505	и свое	1	1
506	особый тип	1	1
507	него как	1	1
508	в следующей	2	1
509	всегда в	1	1
510	оно может	3	1
511	и оценивает	1	1
512	свою очередь	5	1
513	связи со	1	1
514	языка и	15	1
515	в собственном	2	1
516	они ни	1	1
517	такие как	1	1
518	в себя	1	1
519	с самого	5	1
520	говорили что	1	1
521	и самого	2	1
522	в пределах	10	1
523	и стилистическому	1	1
524	на том	1	1
525	глубже и	1	1
526	нам предстоит	1	1
527	особенно во	1	1
528	на нее	1	1
529	не с	2	1
530	было в	1	1
531	здесь как	2	1
532	в плоскости	1	1
533	отсюда и	1	1
534	нет места	1	1
535	нам уже	1	1
536	же принадлежит	1	1
537	мы в	1	1
538	понятно что	1	1
539	раз другое	1	1
540	и вообще	1	1
541	эти три	1	1
542	и формами	1	1
543	громадное значение	3	1
544	с ним	1	1
545	лишь то	1	1
546	другом месте	1	1
547	этих условиях	1	1
548	явлений как	1	1
549	внимание на	1	1
550	и внутреннее	1	1
551	и что	1	1
552	все его	2	1
553	нет это	1	1
554	что эта	1	1
555	является здесь	1	1
556	в отрыве	1	1
557	для изучения	1	1
558	и борьбы	1	1
559	усиливается еще	1	1
560	оценивает только	1	1
561	существенную роль	1	1
562	и только	1	1
563	в другой	1	1
564	ко второму	1	1
565	язык в	1	1
566	и где	1	1
567	всего этого	1	1
568	нем и	1	1
569	все время	2	1
570	которой в	1	1
571	негодование против	1	1
572	в него	1	1
573	на почве	9	1
574	того что	4	1
